,UKF260,UKF275,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,-0.06200718221430818,-0.03752890066752038,0.11974057923219993
HALLMARK_ALLOGRAFT_REJECTION,-0.10735729825773797,-0.054323173363292926,0.06353099797982768
HALLMARK_ANDROGEN_RESPONSE,0.057013378865397,0.061951971401869095,0.08784511760694078
HALLMARK_ANGIOGENESIS,0.02260978904740039,0.0611591087132217,-0.10850539511165255
HALLMARK_APICAL_JUNCTION,0.031230666123989483,-0.010560372537239137,0.10240021958152243
HALLMARK_APICAL_SURFACE,-0.0407497064584591,-0.10639485881875387,0.10507705688060838
HALLMARK_APOPTOSIS,0.13584955458490103,0.06118710347948479,-0.030525018550733037
HALLMARK_BILE_ACID_METABOLISM,-0.08974203811491145,-0.10285669265178991,0.06516688817336996
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0585880066059644,0.05539765982133854,0.1232022288986
HALLMARK_COAGULATION,0.09168412414995021,-0.02743887182976123,0.05445667640363642
HALLMARK_COMPLEMENT,0.02716603871448158,0.023114041126007408,0.06334372895331628
HALLMARK_DNA_REPAIR,0.00581899248297709,-0.03219691045736739,0.12170392257316472
HALLMARK_E2F_TARGETS,-0.045322635517855765,-0.07010990610236024,-0.0019879670464284568
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.15956549811550283,0.10507753836932966,-0.07633817919679875
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07530559586220982,0.08998095226237038,0.06000176961208223
HALLMARK_ESTROGEN_RESPONSE_LATE,0.01868601757520003,-0.03375920052089371,0.06081023509869351
HALLMARK_FATTY_ACID_METABOLISM,0.06624116521979613,0.09583251474126953,0.007910075597926756
HALLMARK_G2M_CHECKPOINT,0.08040692991550452,-0.005793222231074143,-0.00432052989054431
HALLMARK_GLYCOLYSIS,0.11181668917962244,0.018117477584958335,0.05822171786175063
HALLMARK_HEDGEHOG_SIGNALING,-0.04429073515608894,0.024536523566117355,-0.008463239214167534
HALLMARK_HEME_METABOLISM,0.020524679634785405,-0.003992341791147216,0.10516739189274915
HALLMARK_HYPOXIA,0.14091706600121626,0.03868250676144753,-0.05116552692031727
HALLMARK_IL2_STAT5_SIGNALING,0.002212885216969669,0.05290655410873755,0.0725229000675468
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.12643037167943644,-0.02244893407521538,0.002729680141538795
HALLMARK_INFLAMMATORY_RESPONSE,0.0690987833926086,0.09739057139183727,0.013420927772441657
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.10174561338405276,-0.1052280211307749,0.09483840243245863
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.15611103198300072,0.031886441753424415,-0.011714607780689947
HALLMARK_KRAS_SIGNALING_DN,-0.11257665966693425,-0.05022570103768637,0.10476918432539255
HALLMARK_KRAS_SIGNALING_UP,-0.044977644285148076,-0.07236341103444051,0.09337741612882701
HALLMARK_MITOTIC_SPINDLE,-0.0198702259106477,-0.009392478515170185,0.09085822202512334
HALLMARK_MTORC1_SIGNALING,0.12744193635162335,0.07416741881839158,-0.07449353428128591
HALLMARK_MYC_TARGETS_V1,0.003383225793143931,-0.04198386705523413,0.1265215696473461
HALLMARK_MYC_TARGETS_V2,-0.029426644524240382,-0.14757391109455267,0.08105077835299807
HALLMARK_MYOGENESIS,0.009623355107742395,-0.006804542886127972,0.09602140761159639
HALLMARK_NOTCH_SIGNALING,-0.06334827497626411,-0.03097274677232344,0.12165709015112804
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.07704935943507676,-0.06435199093493987,0.13833111780595664
HALLMARK_P53_PATHWAY,0.0051753164059030726,0.01609213444005152,0.11601324635825669
HALLMARK_PANCREAS_BETA_CELLS,-0.06699765052354895,-0.054114197748816144,0.11117001810847445
HALLMARK_PEROXISOME,-0.08140018877638179,-0.032621793958489714,0.11110154751713823
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.0629195957209213,-0.03814005476390498,0.130455619340211
HALLMARK_PROTEIN_SECRETION,0.09433544294226454,-0.02308377215959084,0.11560550179811217
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.05105576247241694,-0.09394629780990132,0.12896249220683642
HALLMARK_SPERMATOGENESIS,-0.0024860640537157346,-0.06836640394484761,0.09637877678229578
HALLMARK_TGF_BETA_SIGNALING,-0.02885458540443503,0.01436020647352559,0.13348274971220153
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.1529074948727835,0.02656086181211523,-0.014903181717545715
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.13907056206892496,0.05447550226516179,0.11459049491947079
HALLMARK_UV_RESPONSE_DN,-0.03376556552595763,-0.03335665221578337,0.061729186736925776
HALLMARK_UV_RESPONSE_UP,0.05110729705549315,-0.0633063617388791,0.0731078864498206
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.04136975793987984,0.03801243940381608,0.07276205118736653
HALLMARK_XENOBIOTIC_METABOLISM,0.051646884833316274,0.07902825511869216,0.11379104670298734
