,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf
HALLMARK_ADIPOGENESIS,0.018918161690768993,0.10155787526283944,0.09132170515295072,0.11234557995508863,0.034477191391945605,0.06660174311421997,0.021418023226031504,-0.005813768120292733,0.2462531612974743,0.03641866804705038,0.07060211612056433,0.07943142444691079,0.19219334110366113
HALLMARK_ALLOGRAFT_REJECTION,0.07390336147874879,0.04526292909365231,0.038230361914955845,0.010526735545198826,0.02914996978858295,0.08372851501260956,0.036247270153820496,0.17105423432541755,0.3218247921058757,0.12478352637976445,0.010570697780942792,0.13734716649773318,0.15961369824413624
HALLMARK_ANDROGEN_RESPONSE,-0.0289507183458096,0.07564069835293834,0.05634592765526669,0.05989696678934162,0.022378913193488507,0.03879203799331145,-0.0020895523688402137,0.14043421064563957,0.3067773544811201,0.1296988420929,0.02323198885985778,0.1559119689926083,0.11844991590178573
HALLMARK_ANGIOGENESIS,0.007201819715920778,0.07189304830104322,0.038517671139459746,-0.034891542781353355,0.08728938536381596,-0.05271735246738767,-0.04440039284422455,0.21371213245979534,0.2987923749783134,0.0460830130703703,0.007653078302873241,-0.1300922558641436,-0.01776890379879203
HALLMARK_APICAL_JUNCTION,-0.0030846028685077623,0.11509079612637009,0.08747514710687532,0.19629881470756344,0.02709915596543542,0.05389866162537021,0.07498554629027188,0.1811479656841594,0.30666830575143206,0.04799762024009904,-0.0024554353617022517,0.03668104954940657,0.18863010255116588
HALLMARK_APICAL_SURFACE,-0.00668163872171647,0.10822710769010462,0.08280123297784264,-0.0014926319630844127,-0.011510946520831384,-0.023572954675488634,0.007096159431031008,-0.09075837587164351,-0.1675962752086763,0.04547657162816343,0.04979127882562836,0.1578396434576949,0.20709499077176402
HALLMARK_APOPTOSIS,-0.03701604743732405,-0.001073243872132447,0.01110243200811299,-0.0014983091429834328,-0.0844035928375985,0.02250601652211465,-0.0010834548722459024,-0.06531690702421096,0.1282296522000372,0.0911103196030998,0.0354171453958536,-0.007996854011038857,0.10034836424320376
HALLMARK_BILE_ACID_METABOLISM,0.05995184058622896,0.15253600913078927,0.035708371423018276,0.04609980975082482,0.005558754022009165,0.051553050930713065,0.027254285712316303,0.12369897176020082,0.31469138978068867,0.109424994994145,0.04738140033602674,0.07908179576224132,0.18511286461152138
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.02805649392161868,0.17499299506064606,0.017149891116808355,0.10005543249328291,0.001366014811096698,0.08465462620001968,0.01641467205472478,0.1845236029637051,0.25781967325026073,0.019258836363575484,0.04829441734444854,0.08944163112376242,0.1980304261900281
HALLMARK_COAGULATION,0.02664881575543375,0.11680894040579437,0.059781592593547025,-0.017234624291886692,0.02457455299898626,0.023424494852915794,0.04432543996828854,0.11360791422548978,0.3204887038752053,0.06166953610982879,0.021973326505778244,0.04598254115775242,0.18712567025746438
HALLMARK_COMPLEMENT,0.02125734244007612,0.03311804145410456,0.005091437983427976,0.0003998084077738075,0.06823435400438535,0.06926251662568834,0.037502384664613406,0.00916949279660488,0.30916201600999416,0.10829456588631178,0.06328827960164005,0.05041477085653375,0.16082631752928347
HALLMARK_DNA_REPAIR,0.007198311183315481,0.11615248632290982,0.0734763478672494,0.17645991078482218,0.04798689240793791,0.05571380132163081,0.051928723356714286,0.1699382754434376,0.3331311079550446,0.11015977158065393,0.053039174569176346,0.20325278835697136,0.22768628813985137
HALLMARK_E2F_TARGETS,-0.011860632942957859,0.14647685908287114,0.04084151955783101,0.15648513152544485,0.07003962907117017,0.056084153147891766,0.0045768203943546285,0.21214752797985167,0.34387199224061954,0.0774604221039171,0.04157666575836624,0.22144514899148876,0.21934793015702583
