,UKF255,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.04789076958792653,-0.08938686865700611,-0.1432906130200867,-0.13919464451163255,-0.009196895963861187
HALLMARK_ALLOGRAFT_REJECTION,-0.0241223524362189,-0.028530714717474228,-0.07204825085058039,0.005020471111075106,0.058529841537614834
HALLMARK_ANDROGEN_RESPONSE,-0.011675972769911233,-0.05940547765357307,-0.11996741097319615,0.03835999677010336,0.07076326463709784
HALLMARK_ANGIOGENESIS,-0.1045882542341865,0.06188727377030574,0.12049149031752075,0.1769080960120918,0.12524192170014542
HALLMARK_APICAL_JUNCTION,-0.04809019951805767,-0.085913122121262,-0.13864650778106877,0.06958510876341407,-0.0013363085764606405
HALLMARK_APICAL_SURFACE,0.007957549502808858,-0.022864516893700223,-0.12403030365256239,-0.027378658170631183,0.03562330344470476
HALLMARK_APOPTOSIS,0.07028796298717725,-0.12829439044692095,0.005182122666023184,-0.03612443432753744,0.08850959752311684
HALLMARK_BILE_ACID_METABOLISM,-0.09773928772048728,-0.03862413984279574,-0.09931144773222282,-0.10098941474759168,-0.01650993994682971
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.02832740835608736,-0.11343970464733026,-0.16944222612097815,-0.0785509368405358,-0.06427503542616665
HALLMARK_COAGULATION,-0.01901181438548114,-0.08627346150878412,-0.15326376527667726,-0.12191152615270084,0.063484745100723
HALLMARK_COMPLEMENT,-0.022669727951058215,-0.06905372193347661,-0.07102128697024468,-0.10632464888894562,-0.039052299584340734
HALLMARK_DNA_REPAIR,0.00048417397017983725,-0.07659299206740613,-0.1235726129911444,0.002967332926840764,-0.049813412692910876
HALLMARK_E2F_TARGETS,-0.06342445263552471,0.13466869485927319,0.017512658271391993,0.18663015683341524,-0.07165613819024289
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08211764227275221,-0.08759838926245504,0.0441431320569067,0.16387630532521075,0.15910172319130403
