,MGH258,UKF243,UKF259,UKF260,UKF266,UKF269,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.05283554886055792,0.1147898025136525,0.038067297909437,0.11165491700303413,0.06747281411214373,-0.006917524139960999,0.01897281868077401,-0.006863259976727632,-0.048193841369244796,0.04551215067148034,0.15459603085007997,0.0969579089379939,0.039288021787299364,0.08509001325959303
HALLMARK_ALLOGRAFT_REJECTION,0.06959819609791117,0.019629564296455168,0.03916974026960786,0.07281131957943553,-0.016810054529429047,0.02100080006470216,0.009795840319873704,0.05293052981680284,-0.056691388193904346,0.011658725270775248,0.08890771218326218,0.09500558665302333,0.006602289950857747,0.08841682170470737
HALLMARK_ANDROGEN_RESPONSE,0.030628986649546063,0.08374828319200947,0.02125877471614203,0.07717418045533755,0.06030828475057832,0.044994954217913406,0.02619889485046381,0.06616938373831567,-0.020919855274390078,0.010195346066387416,0.12061171720840173,0.07850402040838704,-0.009029175094287347,0.14184163944788883
HALLMARK_ANGIOGENESIS,0.061140061681896035,-0.0010560377280273826,-0.010746190757929314,-0.11973888144783161,0.05679653920114053,0.023959944440462275,0.004289475514515564,-0.009513645666786131,0.06254942699922957,-0.0403496211700297,-0.030071882319949984,-0.03966225245037484,-0.06167178890186811,0.03493345888334755
HALLMARK_APICAL_JUNCTION,0.03848964664343752,0.09574908195832357,0.009650132951942947,0.03906446158940743,0.05073803963411869,0.007800047373641413,0.03672343401522757,0.08212788797939187,-0.008799679515632632,0.022178315868613484,0.10229998711043872,0.09817981846070067,0.0020894926984652918,0.08910563087864073
HALLMARK_APICAL_SURFACE,0.01690557361211351,0.045511067255932645,0.0015249092176219654,0.0217248766417071,0.061996322402576194,-0.014474883204699397,0.011860484868277657,0.04116005637411574,-0.03244428800803438,0.15701324974207231,0.11239454514581673,0.06944444976621279,0.0040243719778276016,0.11128635656085899
HALLMARK_APOPTOSIS,0.0341887775941068,0.015874463687565576,0.018490992206392012,-0.03912123404835973,-0.03566484132863943,-0.0118952756413512,0.09496441989529679,-0.021925978877279605,0.012003090688866467,-0.0956832038581022,-0.020738961832916455,-0.05161540763569272,-0.024184893901256957,0.03581904821858336
HALLMARK_BILE_ACID_METABOLISM,0.02282771839113676,0.06815641314630899,0.04319906986837202,0.002138647913688369,0.07325177647191794,0.03230385059524138,0.022352100419951546,0.0748807235313298,-0.015247231806050922,0.09037375794575554,0.13097277359452011,0.056028084582255895,0.04061098132959388,0.04194835450963101
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04862935400360974,0.050833669146020145,0.0036429748272921903,0.05028309430226024,0.05048882593670158,-0.0001993436991335437,0.010905039916957657,0.0561020012869577,0.03832681236649401,0.07113292587544096,0.11445225880569974,0.09771851465882843,0.010016482723812666,0.05735337398704843
HALLMARK_COAGULATION,0.07746007140311588,0.0352876429575261,0.027618654588399644,0.01371352427430976,-0.015169024406726685,0.017431609625945033,0.02359825950222085,0.08443279578679751,-0.07321089539731676,-0.027969509476772948,0.09788402659637643,0.09165056188287173,-0.007835845853391022,0.1346748525984833
