,UKF248,UKF251,UKF260,UKF266,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.0398099486370574,0.08111364792968205,0.10158312121034471,0.09865997655507806,0.11412275321071132,0.06292982994613476,0.005655613874109239,0.0710064773964103,0.14229234846098657,0.06818890389917201,0.03210519587499016,0.023962759910781128
HALLMARK_ALLOGRAFT_REJECTION,0.011667428287331359,0.04958416351352474,0.07601725030596007,0.0918744661769263,0.14124263938034043,-0.0005499312883771707,-0.04934573718370318,-0.014445675508517868,0.14257452559459263,0.0036231504254277008,-0.05828116123832554,-0.0762861624882204
HALLMARK_ANDROGEN_RESPONSE,0.05381776020843009,0.08527960920532471,0.048164642304632854,0.1494233650270028,0.1188579055811057,0.020164951305191758,0.01922644655305961,0.06119226862582016,0.14453591535045468,-0.023676303397147967,0.05751105833367231,0.05063897490224765
HALLMARK_ANGIOGENESIS,-0.020293855053268382,0.058556936775532795,-0.06816498522667107,0.10220640889565749,-0.019249454808926005,-0.003984524945087474,0.03291833050680349,-0.02309281820349266,-0.11083677541828948,-0.044409911808878495,0.09181861192516358,-0.018535168040215422
HALLMARK_APICAL_JUNCTION,0.0911609899796604,0.07566845604243369,0.09027008933690295,0.13958073598530318,0.14874379101790355,-0.01402403076748147,-0.028783344441808956,0.11785563409951913,0.15121485512042313,0.07822412205218723,0.055628680872891835,0.06366378652593582
HALLMARK_APICAL_SURFACE,0.07443263754869066,0.016918997912567464,0.10698280890823621,0.09283114071241863,0.16302134505047583,-0.03670241836316532,0.04300302877082139,0.09194380201259768,0.16531641838339142,0.11462391316683897,0.008629130385908892,-0.01446508641314214
HALLMARK_APOPTOSIS,0.03549383394179118,-0.01638673600082401,-0.11066331104953397,-0.01817912825931841,-0.029374309082523368,0.008468324103483877,0.059333146509062885,-0.011555660030084968,-0.06882581076209904,-0.0721450758094355,0.06234179324033038,-0.006003484649344461
HALLMARK_BILE_ACID_METABOLISM,-0.015462679909183359,0.01634983222050583,0.12416319611960351,0.07676430244856472,0.07412401861800139,0.04324803991736515,0.04461890805391033,0.021795911718303175,0.12387729220016845,0.04814817743244509,-0.007992403302214514,0.043137068193971055
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.002463558888354068,0.04066626100979623,0.09557241648988832,0.13014673056804127,0.14153863030709787,-0.056140850584219776,0.018818711060951877,0.1010761735580058,0.12158237460736807,0.09442417104905791,0.04344206381647881,0.03948977251019429
HALLMARK_COAGULATION,0.08368542851375121,0.01806514465180786,0.0075949693921163455,0.10733507005432355,0.13745899766727235,-0.010443311509181184,0.0005521933552346216,0.02581686872308607,0.11521920239227643,-0.03100704380319528,0.08797673114575776,0.05557235285498199
HALLMARK_COMPLEMENT,-0.01837951713191147,0.041939372758236636,0.03201204271063536,0.09977739066259042,0.10750111607146394,0.039483646168830266,0.06522204200430606,0.10411221819165542,0.0871117795777208,0.050810362713715626,0.047690923114319925,-0.045272130895496296
HALLMARK_DNA_REPAIR,0.053915683572767326,0.13967513951632052,0.08523538357415465,0.13899593034482555,0.1690976072547232,0.006038564167842155,-0.0076726392297923815,0.08303284945885565,0.1484243911042032,0.11671117538618704,0.02469634944107695,0.060568372308183266
HALLMARK_E2F_TARGETS,0.07735967846487768,0.09875681385845705,0.10981759456187187,0.1242584838468507,0.16854693221860598,-0.015756961391437372,-0.014034663131285024,0.08348046069687215,0.11632820248288042,0.07252145795902455,0.05751362786370691,-0.011532474450532968
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07113088732278944,0.06688770801071862,-0.030693167507647477,0.13986937210514852,0.05713587023189427,0.00469037150591849,-0.044760398656961804,0.030713870300356064,-0.06725740487456461,-0.06905306239776594,0.07384929518827962,0.050462715202626685
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.018602783204922046,-0.04740540535888398,0.024317551546396095,0.038574988815341986,-0.02365345306133787,0.06815366406986727,0.020781759772865213,0.09685402591460927,0.05534840333676011,0.06355008073616443,0.038208090963218116,0.010708843500621009
HALLMARK_ESTROGEN_RESPONSE_LATE,0.018734129954369325,0.06485035992314434,-0.0031374137309139218,0.11344906875141549,0.11861934633125565,-0.0232063103609645,0.005997083252924986,0.11301827925830114,0.14911648881818398,0.05364480109741751,0.04333698970910685,-0.06690581871757449
HALLMARK_FATTY_ACID_METABOLISM,0.013852281508474127,-0.029220930962769523,0.03603970459761783,0.029682531926976227,0.023615163357449502,0.01920917685540339,0.05140333395916415,0.0461491071390789,0.0018363131072353547,0.03456700488186834,0.001390690512017812,-0.06818738150705461
HALLMARK_G2M_CHECKPOINT,0.0758827044925361,0.1052348210764953,0.07261920382608951,0.1402599568997843,0.14277993932328215,-0.010601502078211228,0.07832246289658557,0.031794320523583004,0.10447304991677886,0.0792501784430749,0.06547263649627313,0.02342178579187571
HALLMARK_GLYCOLYSIS,0.0180889839055364,0.08614742405122168,0.07611892176336538,0.09009994724666417,0.08139483033688753,0.012973582196431823,0.08302801992485678,0.10042275000670674,0.06585620383873743,0.07538837338644816,0.10096432849764654,0.0009720668149845307
HALLMARK_HEDGEHOG_SIGNALING,0.018575946379575256,0.08904956118863842,0.05976754264687147,-0.03644236959874808,0.04749432126804632,0.054524140950243896,0.0004055848349413526,0.1268887995564614,0.08545541068899251,0.11537728741399873,0.1182350896027786,0.037051980429145294
HALLMARK_HEME_METABOLISM,0.050620995449391096,0.08586991903127897,0.05161302604591408,0.12816878926466507,0.13006744095058304,0.01907125311340824,0.014933298249385486,0.09376854194314334,0.13179170252477168,0.10927928221818106,0.05668427208823181,0.0669456860812332
HALLMARK_HYPOXIA,-0.08285927367331235,-0.01154881535534716,-0.07704365000571804,0.005138111591875142,-0.09693360978951622,-0.024585064142996403,0.030920224466042662,0.05260347665776589,-0.16231064857489164,-0.05566435403424251,0.012867336584348174,-0.025459919545278212
HALLMARK_IL2_STAT5_SIGNALING,0.05926506159235684,0.0949104945106656,0.07055805672251735,0.0911434191643669,0.03786509122472006,0.03827477220455409,0.059576017150495056,0.15990758496008364,0.08063924532022376,0.04259907422237661,0.041206434374350204,0.07058626566701554
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.00832337564942947,0.025045922430790703,-0.05862400241212595,0.10002862010214139,0.06364500185698727,-0.041513389580889425,0.06785877194582267,0.07625368337801348,0.10459290426236684,-0.0004203989034666168,0.0754809836434592,-0.018574378943167914
HALLMARK_INFLAMMATORY_RESPONSE,0.03911693657663696,0.01741447587056183,-0.1319037626859755,-0.0039074361489180665,0.027717551021300114,0.03755573851639936,0.09058867136362825,0.016120633162665984,0.004006450833396201,-0.0292730937941813,0.055048757000405006,-0.024599754032216054
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.04524271211880397,0.05552541777606934,0.08113022913959725,0.09390751730991512,0.13492478641810807,-0.048538408229604285,-0.04020782126870984,0.05026597336699314,0.16071929084039135,0.04885906580035059,-0.013172477496758922,0.005971469565671724
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.021733490143419486,0.025117999863947072,-0.029909096491626395,0.09405767495430654,0.007042826760944522,-0.03274473032635495,0.013806855175194846,0.04950980736546942,0.029309713143023438,-0.04675409296706996,0.03374020996593224,0.05911835160209076
HALLMARK_KRAS_SIGNALING_DN,-0.01610445035658451,0.1300100770106633,0.08242820911309215,0.052823845518688815,0.03747594116050966,0.045269699381553674,0.14545972170379623,0.11607323804626987,0.13208754646888748,0.12855086807251148,0.020034828537439306,0.10376227485022005
HALLMARK_KRAS_SIGNALING_UP,0.024796358274336208,0.06827351769849578,-0.005613965152806159,-0.039048426175619634,0.07881569634039438,0.1110476880248643,0.03657315406128258,0.07563957968270398,0.15243133162787825,0.058831221020700646,0.0509401399470841,-0.058246470790271385
HALLMARK_MITOTIC_SPINDLE,0.06325984978698364,0.09517454812230308,0.06754993141254906,0.13627606095742892,0.1570419903441673,0.016996654282811975,0.07011375215512909,0.0935019990966988,0.14203243103635488,0.09734108388093114,0.05876414682401647,0.08348748593851282
HALLMARK_MTORC1_SIGNALING,-0.032165741655595805,0.06728746065703624,-0.04741689375617482,0.1086939103611388,0.07110598385256889,-0.04265885801435774,0.04648619592567845,0.08395069979958453,-0.003991512100084239,0.013681633195395658,0.06515192779722931,0.12794729720703518
HALLMARK_MYC_TARGETS_V1,0.05267437822982342,0.10936319885385479,0.0933337746335988,0.13372335131674545,0.1711011116922943,-0.008317640913978198,0.0043491543269505535,0.0647415647073464,0.16999879761214534,0.0984061996971784,0.018437994712154945,0.09820664789345211
HALLMARK_MYC_TARGETS_V2,0.02751631745069568,-0.0254555562142469,0.059317609189046085,0.09753511011247379,0.11032101745336222,-0.050852809529655645,0.06742322344374369,0.05096570612879092,0.16025252697005016,0.09477156834414645,-0.006280503094268121,-0.04788385981520577
HALLMARK_MYOGENESIS,0.09661831620616552,0.012648700630037858,0.026897218610235668,0.010226045802061247,0.11772914526295239,0.029664029724029064,-0.003842844352991193,0.0849069999270147,0.12721377889621363,0.050639170225494794,0.019602296104281883,0.058533571355289284
HALLMARK_NOTCH_SIGNALING,0.06428213718320507,0.04429273854550237,0.03328405765995118,0.1457996930638352,0.12032021528292833,-0.003426424772428167,0.02610011664554098,0.09450198610036162,0.1395649177590372,0.09870403508435546,-0.03140852128675641,0.005567468497968673
