,UKF243,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.08061625599523024,0.013448628486655406,-0.0033015334421559466,0.011789206899575553,0.027150994606744094,0.053290413872800126,0.03133935361693439,0.009513775587128787,-0.04135631242728832,0.01626158614643144,0.027584567767155732,0.015933026678455666,0.01092822570187422,0.012252856749969008,0.1271531996001868,0.059150988733734006
HALLMARK_ALLOGRAFT_REJECTION,-0.04677746438023176,-0.00027953862491150467,0.025384175092987217,0.06599214387824527,-0.041234052084577255,0.05917116334751524,0.03168290642049332,-0.0044245358048706955,0.049710921239047995,0.058520722578074884,-0.017113334912534684,0.004743923629690987,-0.061440159834398225,-0.042379314160232086,0.1469113116551755,-0.027817794810311356
HALLMARK_ANDROGEN_RESPONSE,0.03808081998163217,0.02466267407710939,0.040766555308658046,0.04911473407690272,-0.043731923260030815,0.07662540210972837,0.08785411271524864,0.010217740081982505,0.04073115336936435,0.033879813104675555,0.05044484514706536,-0.03888913924070023,0.074127293035232,0.004162197097231496,0.14377080899155764,0.03905157073115005
HALLMARK_ANGIOGENESIS,-0.08099378865410033,-0.07672843502970655,0.020386043622946187,-0.06976745520509901,-0.0577626786719876,0.054856893593814134,-0.030549450273211407,0.007699671093249216,0.01769795120953569,-0.012458663928651347,0.07549725114464048,-0.008125190358386084,0.03451301238716006,0.02617388081877815,-0.012692689301800624,0.008243565759976744
HALLMARK_APICAL_JUNCTION,0.06790058945238399,0.09995977477766653,0.037145833229805726,0.033961336342303985,-0.037820880422590845,0.07225488192177629,0.06505560264732888,0.00617916336458725,-0.024077227730235493,0.03540850712579931,0.02966149533655607,0.04966014247651097,0.03344580486039705,0.0015121728486016401,0.09914626021747257,-0.012635653146337387
HALLMARK_APICAL_SURFACE,0.029473678401017122,0.006855115779896413,-0.02513390709541809,-0.029117455883534402,-0.0064963736674991815,-0.027126164007761962,0.044136023004664404,-0.013193881464140104,-0.025390964706230933,-0.04527674183276457,0.061354935174232156,0.12015393905942803,0.05121668688635204,0.06291860750526969,0.07751327776120417,-0.08270239839036396
HALLMARK_APOPTOSIS,0.06454869342569854,0.02752128827845207,-0.009195715273882474,0.013568912397278327,0.0019898148958304397,0.04798594839984698,0.09260845847730001,-0.00439259453541703,0.028489969388850737,-0.03859678082461659,-0.07894475072305236,0.03020472741353026,0.01476768040520023,0.048007693852253515,0.08730119426651604,-0.08252598807287725
HALLMARK_BILE_ACID_METABOLISM,0.0239446805529324,0.005438840862298481,-0.026792397351127435,-0.03741046627250387,0.0023161788313191783,0.05838429939878708,-5.941322776499619e-05,0.0011700009312191485,-0.03266014271915889,0.00598275871344763,-0.0170470915351905,0.06208324066653486,0.10386338325324806,-0.047260814009623994,0.08890704247703544,0.04721996777653241
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.013286592028347338,0.03483879544506607,-0.015319745620209775,0.018326446631146152,-0.02514595254733741,0.05624074775816663,-0.014317159218861748,-0.017508035828597786,0.003329422815860017,-0.01684720522996481,0.010159472792345194,0.04743627888966594,0.06818719118382327,0.04746768236995992,0.0673927577266435,0.06641528911117917
HALLMARK_COAGULATION,0.010158581759064552,0.018217931975258058,-0.0010699097949148834,0.057327105842742795,-0.042311528791150424,0.05034094914539486,0.039626946695440576,0.02242629953528763,0.04503725414137128,0.04738831005027357,-0.03009300677751988,0.05814983085360693,0.056055216398135,-0.017058458709662716,0.08886669157044462,0.008180087338829122
