,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.07514841403569118,0.10646428436991415,0.006009394812276788,0.009952107567835029,0.0794928807932773,0.06623730586978062,0.11615768586618677,-0.032130162832654255,-0.014623297559541771,0.054656749575953414,0.08253584843260674,0.11899547526358777,0.13473144886195862,0.10350446696668088,-0.026645876491789903,0.04728347666365473
HALLMARK_ALLOGRAFT_REJECTION,-0.06267593919958472,0.1049271385319015,0.016654283561778484,0.03882039725876061,0.05368992358029888,0.1082374317151176,0.14619043488661912,-0.003267941297362003,0.0231465009912649,-0.03673724317025131,-0.0038584447812333453,0.06670415789850269,0.05034599146243674,0.1367125312632296,-0.03529299920542069,0.10741257077309621
HALLMARK_ANDROGEN_RESPONSE,0.07252329916654848,0.11138183653720553,-0.0034067606842009507,-0.013673576144471511,0.06536634329191124,0.1150455832120397,0.13896339852027761,0.02116166574964976,-0.008770013424002417,0.024042955935847085,0.060856821367722365,0.04486571806415895,0.10312002827063986,0.042939728958348695,-0.03437662603313563,0.031594547020287925
HALLMARK_ANGIOGENESIS,-0.023516221279455057,-0.006287797859295462,-0.09143962972503057,-0.033167421635744675,-0.1243668859941287,0.1011026917574789,0.11708061341199444,0.05379335186645968,-0.014728393183981815,-0.08697303203889513,0.029094313859554508,-0.037655137078275606,-0.06928614429400494,0.08846051787906364,-0.08175590372862455,-0.07367130759649668
HALLMARK_APICAL_JUNCTION,0.11040180352274796,0.17637903145170242,0.03339095005856899,0.02622365778863252,0.09724076761311534,0.14507454861315036,0.14695124363238585,0.017004528514895294,0.05609952331978189,0.04481728120323134,0.05758054207974402,0.15315593617370882,0.11865177673118685,0.12158176880898218,-0.013090345123118132,0.07258148033841058
HALLMARK_APICAL_SURFACE,0.07219377393413226,0.12969185692006485,0.033300300423807355,0.047641671910938856,0.08640171047778178,0.03107574138898148,-0.037589094176434495,0.030705034353564628,-0.01278482173392802,0.09746412029772702,0.011101025321150586,0.07595851966958514,0.07550287137564272,0.07428842223151169,-0.047527852288129856,0.028799006097704777
HALLMARK_APOPTOSIS,0.06654413751352083,0.05215787219397582,0.0259667679441985,-0.012054703935085643,-0.0016576892049625259,0.014742337712505623,0.07735685006393066,0.034135489772270586,0.00578364425913104,0.009692858680257696,-0.07835105443331071,0.04847419570898062,0.0002612535006569546,0.027013345119333988,0.032181957753386,0.060226339506723445
HALLMARK_BILE_ACID_METABOLISM,0.08276596269231072,0.0696281500199135,0.048923444734073514,-0.031054529564597935,0.08258201618812681,0.04772362235741202,0.09613201912687284,0.09821671368846048,0.02603568003823774,-0.023976277713820795,0.018645332175795306,0.07042031550212549,0.12301167904815001,0.009990554079060653,-0.03403367336465289,0.048223338505583545
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02185453163092373,-0.015557233987811924,-0.0048707086789149855,0.031226133391041314,0.06310111576476035,0.14520273749012766,0.07767606715013252,0.01195975793423826,-0.033216699005848754,0.0031862346750061695,0.007777662297793221,0.03859183179253939,0.07672202452296142,0.010979010151668099,0.05027166041030996,0.04576850686386283
HALLMARK_COAGULATION,-0.024212540085245503,0.13809322508686175,-0.03516956706640796,0.016264592092178502,0.04360013459410033,0.0802121872000911,0.12980163274559747,0.028203858184577095,0.0066958612703738995,-0.00950369734260106,-0.020810652751427215,0.06233497234601315,0.10256698512546536,0.12679316252886386,0.05256221103733996,0.07376234417619831
