,UKF251,UKF255,UKF259,UKF269,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.023627908842947274,0.04292798537799026,0.030702011636047924,0.11483479008119624,0.0838349835865532,0.034648102390962845,0.04348602686077059,0.06776538341435608,0.11273726713686996,0.06992362481637247
HALLMARK_ALLOGRAFT_REJECTION,-0.01501345245443594,-0.009082244511144281,0.09720751075795488,0.11850170691297801,-0.017749237371041643,0.04190204404047798,0.056362933858188365,-0.02260141930064312,0.11720079641295965,0.012545981110592897
HALLMARK_ANDROGEN_RESPONSE,0.0394954952871909,-0.028754957246565356,0.00044274921481621276,0.0809930134332431,0.06575634398530962,0.022647654851738228,0.08709824634718817,0.021081003826084126,0.16377457019695058,0.10338612778314257
HALLMARK_ANGIOGENESIS,-0.004075966007244333,0.03234150939769834,-0.049864829795432566,0.16491828967135377,0.0856361926057668,0.10742461679667666,0.023076622606961045,-0.002423138127894103,0.037642163263138455,-0.007191772863063207
HALLMARK_APICAL_JUNCTION,0.05306093253831391,0.10115620283462134,0.0066951764201265765,0.14167834594962345,0.018537495591058422,0.03123832923833654,0.1319111304828986,0.06399516652011399,0.14327084715495111,0.06383605094527996
HALLMARK_APICAL_SURFACE,0.03171798611463779,0.12615868412812847,0.06293168266730774,-0.009105577734856247,-0.023980241562095637,0.03968087074627413,-0.04715742536632754,0.07774234013879884,0.12011591027397812,0.06012025311969777
HALLMARK_APOPTOSIS,-0.013030596408174246,-0.08476610657385082,0.010875756575887926,0.04016741503449542,0.06995681952071467,0.005373192447833419,0.14788905973679434,0.062343187336097616,0.028630622359132208,0.09483028306032293
HALLMARK_BILE_ACID_METABOLISM,0.04137059725780235,0.09859422325072388,-0.006172393919907654,0.13860331784943847,0.016457748861918163,0.009209772713829327,-0.039151583296002296,0.09614151514904919,0.13046403845567264,0.05758978370227011
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05824776582541284,0.054315348495045074,0.04609308245477484,0.04939020247505677,0.05424982857009343,-0.004240034930406016,-0.045641357717138856,0.03002706630675933,0.12612077537557081,0.10890932787933832
HALLMARK_COAGULATION,0.023106419537658674,0.060049623497506394,0.039598292872984754,0.10755116497117555,0.09531680606245682,0.026782507708270908,0.15055678644667406,0.059415547553291856,0.16208813413937498,0.058499769966182676
HALLMARK_COMPLEMENT,0.016307715083082357,0.028963333956834425,0.058899437906816024,0.1542705679002076,0.04042424394784857,0.0446708712559516,0.017383720464455948,0.028981685246716116,0.10348815237934034,0.05966678888227214
HALLMARK_DNA_REPAIR,0.07327944538584982,0.02946769870709911,0.04110187949644916,0.14595372651435887,0.062134696080536775,0.06074450526900946,0.019627089463304805,0.09095334084575388,0.13664497518480995,0.09044093074926522
HALLMARK_E2F_TARGETS,0.06552964859331856,0.14894671374757845,0.02911511448162974,0.12013803295454671,0.045230015928157286,0.0244776557582078,-0.0773411523194938,0.05854233231773531,0.11181539298673461,0.06122135316006212
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.004392119297825824,-0.12609962041385067,-0.01722698710600906,0.14182088558852038,0.08136419521136919,0.09141766910809336,0.19690941841225928,0.08340092271797354,0.10465303669740518,0.04628710354423987
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.040499671333657714,0.1266242289120756,0.039910632448796696,0.06813722209722556,0.0957524575369713,-0.027914797313213724,-0.020949805941621935,-0.003481967131888922,0.10661887294587377,0.0793530779138813
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0682301999802783,0.04463223748365092,-8.792356720481177e-05,0.01837053606217607,0.011035168101537604,0.08112455179337634,-0.07956386354947713,0.0792188876510778,0.10064379743227346,0.10483221895410451
HALLMARK_FATTY_ACID_METABOLISM,-0.01906594893336911,-0.05960280233784834,0.020544671044984333,0.07198546192197053,0.02197589878470778,-0.01143323414094708,0.024858024739739283,0.0976303512008076,0.07921952515083684,0.08653040076350874
HALLMARK_G2M_CHECKPOINT,0.032361203407383646,0.10848397895268905,0.010388696369277422,0.12600932019773653,0.04971143187210928,0.040164961227121265,-0.01914303218668,0.05760487344724481,0.12699575829913834,0.07192275242125008
HALLMARK_GLYCOLYSIS,0.04110442371395644,-0.03460633397797383,-0.02717436518166516,0.12836854195488406,0.017318684012140224,0.03594680935497291,-0.01929152780842207,0.08139678303498382,0.06964071183292227,0.0917975384675182
HALLMARK_HEDGEHOG_SIGNALING,0.07162984605577068,0.07613099338901265,0.021663445303320365,-0.04799626635203376,-0.035522172137933704,0.012335963752453123,0.07739642456012728,0.1600432233373817,0.07554179172718808,0.11762533606497015
HALLMARK_HEME_METABOLISM,0.024348256726441204,0.0007798879334024547,-0.016486466757928614,0.12520394706049512,0.05132636063800261,0.04273344931296729,0.062069755732197494,0.06165894928987378,0.14869371950593385,0.109047716355816
HALLMARK_HYPOXIA,-0.027371738772502187,-0.11973082736530388,-0.047875308676214604,-0.06655898109282668,0.02121341031631977,0.0888503782612083,0.10064618422587539,0.08985680823791013,-0.0867641358635144,0.018281944521818604
HALLMARK_IL2_STAT5_SIGNALING,0.024309182824237493,0.08186876314043919,0.005809646280329167,0.1693681160810016,0.0385358996673021,0.02402898273900118,0.05317285674577337,0.12464196718506182,0.14754162765087261,0.08896018463560867
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.029720407239096216,0.03086415494343965,-0.005622289148784534,0.15600937419327723,0.03503268004760895,0.03528718900571771,0.12057704918427385,0.019072892321833408,0.11059141507888749,0.08666623716219295
HALLMARK_INFLAMMATORY_RESPONSE,0.01232018947635111,0.03838219526791272,-0.0279359870590341,0.06542082114957481,0.03711346295463838,-0.03603519349156219,0.036654045175885844,0.04685061063937153,0.10747150282511299,0.09054047158381617
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.027849784172169004,0.0967278461168374,0.03220451060085338,0.1717783737985669,0.0547390512692168,0.029524006543679752,0.012048599787282227,0.02235728430449227,0.1512773628992987,0.019874958536933114
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.011185912897941507,-0.09668952978745332,0.044472837305351405,0.16511063759228597,0.06008317221843467,0.0791613566231323,0.15603736184807004,0.0333999920220061,0.1656270847752876,0.07968583984835494
HALLMARK_KRAS_SIGNALING_DN,0.03265156680308895,0.04374943564223218,-0.04716339010419546,-0.03552909029499231,0.05318716305440832,0.036798173184123616,-0.00404087217563772,0.06296514469951357,0.08104236751797873,0.05044162745599652
HALLMARK_KRAS_SIGNALING_UP,-0.005753929902179522,0.006923496924503856,-0.022139819184331316,0.06601846949266418,-0.001198039109324311,-0.033890539432840795,0.044128987207791875,0.024400883916917446,0.12436443419965132,0.07395816774977619
HALLMARK_MITOTIC_SPINDLE,0.07133319808045951,0.09234550461741452,0.01280155453306263,0.12304076700497112,0.1087190281144052,0.017482927206938843,0.08485692926095147,0.053389296005422415,0.13206815157291132,0.06481132100565107
