,MGH258,ZH1019T1
HALLMARK_ADIPOGENESIS,0.1288930731908192,0.06363348115086631
HALLMARK_ALLOGRAFT_REJECTION,0.046464581409218816,-0.04155557423130787
HALLMARK_ANDROGEN_RESPONSE,0.15649546517456928,0.07376781519112792
HALLMARK_ANGIOGENESIS,-0.033686324524451874,0.03674701052313757
HALLMARK_APICAL_JUNCTION,0.12763918019613132,0.044702298066536965
HALLMARK_APICAL_SURFACE,0.117552604876725,0.0007841901676872402
HALLMARK_APOPTOSIS,0.0019684628100872232,0.012696849302989631
HALLMARK_BILE_ACID_METABOLISM,0.06590732960368688,-0.029942727865321758
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.13321688046486485,0.022125288484148922
HALLMARK_COAGULATION,0.0850039089958703,0.022248477891693094
HALLMARK_COMPLEMENT,0.06033023127582371,-0.004403904927595712
HALLMARK_DNA_REPAIR,0.1251971034450111,0.08700851493439866
HALLMARK_E2F_TARGETS,0.11301807341649908,0.058955875192104545
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.09666738458919819,0.03384481653121745
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.09324832084421089,-0.004399581792140377
HALLMARK_ESTROGEN_RESPONSE_LATE,0.114681566052731,0.07799342071059039
HALLMARK_FATTY_ACID_METABOLISM,0.08040949233931872,0.03614871518002972
HALLMARK_G2M_CHECKPOINT,0.10506995904131597,0.013579434033640292
HALLMARK_GLYCOLYSIS,0.0682699211189134,0.044818663571039336
HALLMARK_HEDGEHOG_SIGNALING,0.10852409640236756,0.059760816409977394
HALLMARK_HEME_METABOLISM,0.1168816942550671,0.06242437332476302
HALLMARK_HYPOXIA,0.06127247466506855,0.018619212327917144
HALLMARK_IL2_STAT5_SIGNALING,0.08592175529922502,0.06625106650831769
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.07339026513029658,0.03761206327677244
HALLMARK_INFLAMMATORY_RESPONSE,0.10743102458363431,0.030020145244860363
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.03613486157956227,0.07448717162894039
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.018695758054998738,0.0003868075566328645
HALLMARK_KRAS_SIGNALING_DN,0.10129391003901841,0.0401704150275081
HALLMARK_KRAS_SIGNALING_UP,0.08204239159482402,0.057607482592608
HALLMARK_MITOTIC_SPINDLE,0.11986187974336901,0.00688706072531904
HALLMARK_MTORC1_SIGNALING,0.05260984063622527,-0.00044330096056765514
HALLMARK_MYC_TARGETS_V1,0.1288961488974594,0.04281588128315757
HALLMARK_MYC_TARGETS_V2,0.08425645684038206,0.054248220116439386
HALLMARK_MYOGENESIS,0.12015750927336767,0.04148673661290369
HALLMARK_NOTCH_SIGNALING,0.0608603590162901,0.042937833608863746
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.10408103091342867,0.08488237031355451
HALLMARK_P53_PATHWAY,0.09360285873666668,0.11006488707802949
HALLMARK_PANCREAS_BETA_CELLS,0.1412879703038248,0.08051511227266481
HALLMARK_PEROXISOME,0.06479998545010653,0.018703373798766076
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.06853632747569298,0.06177941472264807
HALLMARK_PROTEIN_SECRETION,0.12549820060458217,0.0588561770375269
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.054279954622031064,0.11653906841443118
HALLMARK_SPERMATOGENESIS,0.06747294348628928,0.023593691323885568
HALLMARK_TGF_BETA_SIGNALING,0.12316322444682892,0.01198495526207084
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0828333577390192,0.06659735630926764
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.13453331458796428,0.07710507623331768
HALLMARK_UV_RESPONSE_DN,0.08936239915243285,-0.046429091386950165
HALLMARK_UV_RESPONSE_UP,0.1480264026571927,0.050447133196735564
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.06458018726931485,0.00024075208801878383
HALLMARK_XENOBIOTIC_METABOLISM,0.10713945551441899,0.027020274995560173
