,UKF248,UKF266,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH916T1
HALLMARK_ADIPOGENESIS,0.0644690879156522,0.03619250744529314,-0.1557213722921571,0.042851235335690255,0.17818682580062498,0.10213090910200749,0.08941995180985318,0.07326799780544939
HALLMARK_ALLOGRAFT_REJECTION,0.12705676290256054,0.04862729028342922,-0.002864228987936518,0.14477863818389794,0.08033924064031812,0.1074578379782276,0.17923738869349592,0.04835563511146213
HALLMARK_ANDROGEN_RESPONSE,0.09268350047434129,0.025950046160088308,0.010274213615010597,0.1335379346306208,0.18263480507780933,0.03588767172822824,0.10467229878609863,0.10990809277942154
HALLMARK_ANGIOGENESIS,0.007359026492929361,0.029495021920671764,0.2624237770664918,-0.04598264505528992,0.10970831013068198,-0.05605284085535922,0.03411476093034458,0.038105720638345164
HALLMARK_APICAL_JUNCTION,0.10436837411757668,0.05157077330493929,-0.047437080383156895,0.10235206909105968,0.2510983455875702,0.12818165856759128,0.11342212515607278,0.16983556194224525
HALLMARK_APICAL_SURFACE,0.04673552371174586,-0.014727159449490277,0.08710799957165939,-0.028013608335226477,0.17225279277691977,-0.03860664869513318,0.08499582645838992,0.16819460764714775
HALLMARK_APOPTOSIS,0.13535619036950608,0.019618296177911308,-0.15943780013844905,0.08750918729165931,-0.1156408717541311,0.08363576247960193,-0.0035420656176086067,-0.020079043959554378
HALLMARK_BILE_ACID_METABOLISM,-0.03721155432674042,0.011942405214143708,-0.19369826580345967,-0.007447092907848507,0.17007770331047486,0.04323216548297661,-0.0015828489586694012,-0.0002871419604628855
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.09152868634491255,-0.009546804616237957,-0.19356764207933083,-0.028839668158096812,0.09710916517118157,-0.011110777438840432,0.03280773363389856,0.0594274080734537
HALLMARK_COAGULATION,0.17583724316322188,0.0009809737500623135,0.36983120772583933,0.1465453995739347,0.11699819071764006,0.16169787922526754,0.15794351494127448,0.13800657242971565
HALLMARK_COMPLEMENT,-0.0011726106112967623,0.04706341304642735,-0.008444794054001089,0.06749839832138067,0.07646325388086875,0.111585702823458,0.17025404660649535,0.027260756312645063
HALLMARK_DNA_REPAIR,-0.01686956867829794,0.08469366064373611,-0.0479041934316111,0.041662305606733965,0.2283707277894896,0.09142415873531035,0.1302828313908262,0.0749028319587086
HALLMARK_E2F_TARGETS,0.01709839276363584,0.05020950427428404,0.11998681705036339,0.10552349574591469,0.2643792488869402,-0.03721590248917435,0.06934002088293921,0.09596808063667446
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.17763598064654187,0.08582771857342265,0.3639419292584304,0.11411353457267355,0.3218818065738317,0.12592637351900546,0.14635406397576084,0.13456375892800293
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.015694926941207228,0.04617451750081416,0.34603799309198835,0.014269114030498829,0.06595740509478955,0.12665151313527306,0.08129153583887734,0.06443523393263989
