,MGH258,UKF243,UKF248,UKF259,UKF275,UKF334,ZH8811Bbulk,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.028531095570692642,0.10165025015331651,0.08812494795849805,-0.023557068667950997,-0.022228754352724617,0.03777006268453465,0.09939902073690261,0.01923421128427185,0.08075203956135699
HALLMARK_ALLOGRAFT_REJECTION,0.029174232635583677,-0.02134101483442235,0.07181924825401223,-0.005230667291624036,-0.05859013210721596,-0.00532732707695814,0.010589447694695041,-0.03017327885191376,0.08706812745668603
HALLMARK_ANDROGEN_RESPONSE,0.1050509075003711,0.057134496906553506,0.09876876792734594,0.018590840318266445,-0.026264436832184043,0.035395628357562214,0.08766554137797536,0.03763465714129705,0.03206161044476224
HALLMARK_ANGIOGENESIS,0.057982654070565964,0.15647038098575328,-0.0007456315508466326,0.044311240582530415,0.05370358159973881,-0.013495779463750163,-0.09200581970285891,0.04699215028700316,-0.11069441209770362
HALLMARK_APICAL_JUNCTION,0.03721346706746068,0.13984179085030277,0.10519658638024114,0.04145810274097829,0.024593975163042108,-0.00418024542719058,0.10500457366746158,-0.008774223052666461,0.06722761312200534
HALLMARK_APICAL_SURFACE,0.0017957142763008833,0.03764559252659976,0.03440911559524771,-0.056469119644641276,-0.014196339812582982,0.03412125632970355,0.06802835208497104,-0.009560001199182296,0.04526312766346558
HALLMARK_APOPTOSIS,-0.03350886303458047,0.04475178142216725,0.05393528901334436,-0.01613270888823254,0.030079805496966507,0.028577700158850163,-0.08420370306602669,0.04258548567810528,0.04749076153100924
HALLMARK_BILE_ACID_METABOLISM,0.00825547647869902,0.13511047229366666,0.005312433957479962,0.01874081469671071,-0.012132641313738986,0.047508417537175544,0.11811178447248881,0.05188064921738619,0.08132334980046294
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07185104351840023,0.11363693205382833,-0.0009593643553093229,-0.001700390668819284,0.019057456055335133,0.038478775423402466,0.09724078221411835,0.03480673661127953,0.09437199045408244
HALLMARK_COAGULATION,0.06458378529980159,0.11004455334753477,0.11734450560367526,-0.025925191727042076,-0.04178568826086286,0.013423562068129155,0.010008811034145693,0.07674466550854335,0.024773291372068018
HALLMARK_COMPLEMENT,0.0367409855742128,0.058964742106026806,0.06488997960345594,0.006484670436685512,-0.00291468468522068,0.0046907768459749765,0.003805011574515771,0.07801376961387896,0.07829657229582174
HALLMARK_DNA_REPAIR,0.08828857022643968,0.08256586519085597,0.08469031603595317,0.04211183843419053,-0.03997747680203072,0.04663029494352746,0.13333195350777027,0.060908964821784296,0.10551776392107777
