,MGH258,UKF243,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09216874641860105,0.07861344289466365,0.08440627175881592,0.030514448159193436,-0.06620543117439152,0.00311199606421069,-0.02915632968439061,0.1275906155150171,0.1005997594313567,0.07083817325949253,0.08932726718388515,0.1304483226853429,0.16525058621660027,0.24563849823831915,0.15387327020258937,0.013404217470711927,0.014044400920908529
HALLMARK_ALLOGRAFT_REJECTION,-0.10630324304872475,0.0442737162148996,-0.007470276224873272,-0.07299014027400158,-0.07104016488127102,-0.02744491531790272,-0.026973050462794485,-0.19898533639466784,-0.024804173289226492,0.06208181662516333,-0.06323922924721032,-0.04017483033851141,0.11712648621850166,0.11010489574083966,0.07491235978243269,-0.03542733486066035,0.028415025153501108
HALLMARK_ANDROGEN_RESPONSE,0.1560594470198925,0.008721198815041555,0.1496200252862719,-0.04198543226733847,-0.06816144835917073,-0.08941479814748184,-0.03321697023915722,-0.020643845718940203,-0.015770253482717923,0.07491820511606036,0.0038762991671106918,0.11582707783528362,0.15264369129280267,0.19246045181512728,0.07807787181645603,-0.028715862879238826,-0.020722790459199503
HALLMARK_ANGIOGENESIS,-0.055965697784068374,-0.08032890875023663,-0.1704771199547008,-0.10117929177956879,-0.09600316400880085,-0.0678012566547555,0.007804134824585944,-0.22307303151966149,-0.1288883665609243,-0.014580753915270271,-0.021713837718261984,-0.04675535426354968,-0.06369439424017874,-0.06493056726550367,-0.10738464341090281,-0.041095244844415645,-0.11055187288226408
HALLMARK_APICAL_JUNCTION,0.16238767493901102,0.09850700717391142,-0.003922374727446151,-0.005332262494584713,-0.058564611275449645,-0.03180037790501987,-0.027094810892380843,0.10434783426943282,-0.03613585799520935,0.05514881758755426,0.08609024090671205,0.11123389700263296,0.14432568846455332,0.2264838047452588,0.14780688802686137,0.02990079015887921,-0.005589332536787981
HALLMARK_APICAL_SURFACE,0.13218624285073097,0.06423839603190643,0.049190051269849905,0.06537695567524526,0.11379451901427348,-0.011824604280319584,0.008592342458527651,0.17751204795973355,-0.0017743456198845197,0.08202337026241055,0.0681888025779523,0.06318701157247998,0.12658412688686663,0.17963150843376433,0.10430335365520363,0.000801764710217337,-0.004748432838978449
HALLMARK_APOPTOSIS,0.0007885535297077885,0.05250376164086915,0.05493078135467106,0.02309934006723592,-0.023581135778930465,-0.027646701410823475,-0.027664539991433743,-0.019283628409670746,0.0454641499189995,0.03716278477635909,-0.004041202410646168,-0.017972149238892482,0.060295649777277464,-0.11251561595398743,-0.06137849184636325,-0.006985914426743151,-0.003384542374484887
HALLMARK_BILE_ACID_METABOLISM,0.14567332945006659,-0.01222161810524729,-0.0006506373116437939,-0.032471403437521744,-0.14626408533496538,-0.03830921361240759,-0.0069175808189891694,-0.03292552140431245,0.012383743831024944,0.0334663869527066,0.06417413948366649,0.09483778269183214,0.13599068485424537,0.17236353253657444,0.11054204915610673,-0.0019120438516620208,0.04800009420787008
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.16522471995374746,0.01250144845121019,-0.012769497727218193,-0.012224839483231569,-0.08801229393428533,-0.01692431783164441,0.012182185026649405,-0.13546426711355442,-0.07473232021361317,0.06800453179384155,0.09053536547644864,0.11149552368114056,0.08379427193352158,0.22383233948124942,0.12704251359029825,0.07050414146253974,0.031500208787633245
HALLMARK_COAGULATION,-0.11287159154653759,0.059064466707744644,0.0027402382655849654,-0.07889895253784447,-0.11834277850414786,-0.04385909192907526,-0.01635151789487933,-0.2245093613483397,-0.07721999869107174,6.825660230275395e-05,0.06421683715366432,0.08011776694382419,0.11968990798806166,0.15158303039709076,0.048279404117371943,-0.03058426498434585,0.007913197239237491
HALLMARK_COMPLEMENT,-0.05439268172816559,0.09314349943348156,0.15023041442331772,-0.020768344045619058,-0.02956214044415896,-0.0560493828404312,-0.004188291903923121,-0.09531384541475106,0.06308588033138741,0.029069144763323545,0.07380134527184377,0.01551767789973582,0.11644264956191662,0.17573532323455132,0.07080948180121222,0.025546212799306713,0.03816963849423862
HALLMARK_DNA_REPAIR,0.183262828869405,0.08538373801635547,0.1101753620560808,-0.024874861109433946,-0.039494591973332834,-0.050009893051680514,-0.03069182760357896,0.20934781275081227,0.008585278323649451,0.12900148147887824,0.05440429633312958,0.05378747906919418,0.15598085527268352,0.23728222029642437,0.1448832198593147,0.046239918631624646,-0.005874314133105563
HALLMARK_E2F_TARGETS,0.13284900480844522,0.0897984819298189,0.0831637104798167,-0.027774746771654583,-0.07975323573222963,-0.024023673068651833,-0.030964041218211488,0.1605458412693099,-0.049914610218880044,0.10160447565727843,0.07580237671175118,-0.03715197605705626,0.12324822562543711,0.10730435536260166,0.07423779301039653,0.06723668357255026,-0.011147459563595401
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.15355961120987072,0.023939356735676803,-0.14367162088145383,-0.05252196003915882,-0.045730645882452826,-0.03953436422045771,-0.02976639215475473,-0.16041849991990156,-0.10339696324343654,0.018492505077904453,0.027868409725489433,0.09303670989287006,0.11115653130904726,-0.11293863125206258,-0.07966833776622242,-0.059083582929112484,-0.09801349039093214
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05236246016072034,0.053804864744164654,0.14865484142946242,-0.010225881730664287,-0.04298980935679903,-0.004995669980170923,0.011094598524242908,0.19688717846636136,0.12108514519390111,-0.0010422456289993466,-0.011175913371775944,0.032214593170186524,0.0794208350980264,0.1709040541843143,0.10406882440708852,0.022367064717328147,-0.04092061089262306
