,UKF243,UKF248,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.057246529186142765,0.02598920071910323,-0.060735126469793926,-0.02724665594510007,0.1399427244822706,-0.1171183346003558,0.08171054581670363,0.08166142714801032,-0.015099549390309929,0.05586169775840823,0.05877415317837667,0.13117242129215984
HALLMARK_ALLOGRAFT_REJECTION,-0.036843438089718815,0.016515704654980028,-0.10283686481922195,-0.052657730964242616,0.024117177128173798,-0.022405635055810974,0.024104667461398294,-0.0005770689769508839,0.01896232539181312,0.0021082079977949434,0.019909103156846065,0.020757559195527162
HALLMARK_ANDROGEN_RESPONSE,0.060140417914978865,0.052718855598000026,-0.0509363045953819,-0.021933426055872753,0.04816375254435149,0.05751291562445957,0.13926367649763705,0.11719131131813658,0.025374972955993714,0.030230556116960777,0.149504642021592,0.12878084813448026
HALLMARK_ANGIOGENESIS,0.009003106883826087,0.015831444355010698,0.049706705191594355,0.07448629958059245,0.05521852743476473,-0.15164204080953173,-0.008602300038026341,0.03728754411038265,-0.01733861775711308,0.023774347812522523,0.11933332728221707,0.05716288288828193
HALLMARK_APICAL_JUNCTION,-0.0466150792683542,0.031700166406668645,0.011533471227823156,-0.023061202406532155,0.10642580497943534,-0.05786153491588444,0.07723904480909448,0.12556411079133592,0.022465353122722614,0.060410932791423004,0.1555568788749309,0.13133600146175314
HALLMARK_APICAL_SURFACE,-0.08724931224051066,0.037789791425774405,-0.11593967079749475,-0.01985662581516109,0.10537822000404166,-0.05733067744301326,0.04656075636810518,0.10908698893809085,-0.011877906553895118,-0.03951479004412009,0.11612934794739614,0.1029320780268615
HALLMARK_APOPTOSIS,-0.11239374615237685,-0.0015302257110978083,0.07019780949785251,0.0008460889577929881,0.04083063787722375,0.05224941803434077,-0.021072319951786562,0.07330166826478812,-0.03338655497814719,0.047617075714631134,-0.05651453030041033,0.023343163770540337
HALLMARK_BILE_ACID_METABOLISM,-0.07359267493984796,0.020909525844384956,-0.03784411546570816,-0.05010669233182161,0.10247363673930124,-0.06645443993878569,0.11396697957720466,0.08389503763664509,-0.028676333277789505,-0.015559066195328548,-0.03717590607755808,0.1120911917826336
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04636181752604759,0.015162478674243259,0.07464102220741743,-0.04434912024755869,0.12360930674417908,-0.0016960634380274152,0.08870031823936717,0.05821476655557196,0.038896455217538504,0.03576250631012776,0.01924671531605179,0.07313755738485775
HALLMARK_COAGULATION,-0.10959429781760574,0.01841080150910291,-0.04819653687015427,0.0852260231556123,0.07272807605287529,-0.052347198932820464,0.04421791912409211,0.10134946155479088,-0.01904986812564701,0.07610858427410934,0.1112480983891357,0.14942158432736352
HALLMARK_COMPLEMENT,-0.0765562544216286,0.05443005745244129,0.040538450238925446,-0.03451781888867294,0.054100968994156486,-0.12033741199531815,0.09449109822157196,0.09032814452137683,0.0246839927980836,0.0390645147351718,0.03237253902722418,0.06171505348996372
HALLMARK_DNA_REPAIR,0.024369251692057888,0.05155292054883589,-0.06189918400350241,-0.022740656446929068,0.12725609414349676,-0.025776234119608225,0.07863128058462283,0.10921870361850385,0.04933410206090426,0.04271351751976624,0.07074743900653485,0.12675715726304693
HALLMARK_E2F_TARGETS,-0.05156297183233064,0.025622583432552186,-0.02510252735376658,0.008832402973646318,-0.008485511045052904,-0.032909697865308354,0.10321683667585942,0.04866700372827429,0.019988007111050574,0.1350041224890258,0.03999834365740087,0.09939820418619344
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0664384428340946,0.04204408799203914,0.10134989538470031,0.08140142079511067,0.0789321518961028,0.03577300190928464,0.01707204592227564,0.1188568593653738,0.05698374755215032,0.08484732835371171,0.15452820453489907,0.1110577393124794
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.057994123228974494,0.04399893209631097,0.02650232640576364,0.0241478134362067,0.030986982939856134,-0.02608116770420795,-0.030178694523773666,0.14066432606056153,0.04537046771227311,0.03927190565547503,0.09867455781503347,0.14121519859274786
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.07393667302892891,0.0005115542495839833,-0.06625542564242008,0.01772953120672951,0.016469906004660247,-0.10595482501989259,0.0459211303022689,0.03231999119654936,0.016786912482547763,0.05901781100683294,-0.009671068679521708,0.03245054964761517
