,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019inf,ZH8812bulk,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.02196003501413668,0.06203571754501328,0.08033131199353404,0.09011954783127274,-0.016383369047940546,0.04587064760051231,0.05502582428838536,0.12493732152872576,0.06674729681188324,0.08851560358794835,0.04333562525460255,0.09428351793240158,0.13637310848918807
HALLMARK_ALLOGRAFT_REJECTION,0.021202341168368846,0.059046776956378555,0.16168383126989658,0.0830020232691987,-0.026825564115896414,0.03502347912250803,-0.05449149593640945,0.07332339432052236,0.06609324345348468,0.06822029601807186,0.057786774817443154,0.13313619126455611,0.044556001937097356
HALLMARK_ANDROGEN_RESPONSE,0.015688357662165996,0.0036719253350885835,0.1518089926786294,0.05132880727593147,-0.0009368932354818306,0.04545979602598078,0.011607758515261203,0.10086210122748748,0.03630199626398545,0.06915923375930412,-0.004764428161974135,0.13960378730373,0.11582703351847996
HALLMARK_ANGIOGENESIS,0.01401930936205615,-0.03429476965139021,0.1753457331445695,0.1258993173727332,-0.021598195869437776,-0.015051993959923347,-0.0011640793643389095,0.07036801573957172,-0.03062913246988868,-0.11017845277060978,-0.07815488540761942,0.043638110657605055,-0.12287601864853032
HALLMARK_APICAL_JUNCTION,0.026615543258969667,0.01944456753881009,0.1935520820399159,0.09564260069239537,-0.03615206488005144,0.03020572067014246,0.005310537488069437,0.03504219324471768,0.037399847857803634,0.05810407573634675,0.020299449652146015,0.18577662189194236,0.15549855579729424
HALLMARK_APICAL_SURFACE,-0.10339940922583195,0.052067390528705945,-0.054458168815684625,-0.03738614527770173,-0.0412920474377531,-0.02132733015485987,0.07354800389062735,-0.027559775554591808,0.05065867247543354,0.060344234805487694,0.013912179779106377,0.15817112028643582,-0.016316546448051084
HALLMARK_APOPTOSIS,-0.023569577840742408,0.03750323247642216,-0.03692788805106887,0.05636397565673002,-0.005150083781008906,0.012659358064984258,-0.029331359994173117,0.049685410278686934,-0.014993832588496063,-0.02364553672318528,0.04228899726755621,0.020215573488476652,0.08146076387843333
HALLMARK_BILE_ACID_METABOLISM,-0.06781988742401036,0.0571351563323421,0.12477521924724778,0.11158331176028563,-0.02201042665433266,-0.007617928296886263,0.023525147129257545,0.009295007600776253,-0.0016094638516252445,0.042120171862410995,0.052262933436334716,-0.008942360922253824,0.12633794641943627
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0568686851902499,0.05222512575799728,0.15986675759955227,0.04333953799433466,-0.010807984983214933,0.041847518082729906,0.011688898248917494,0.10970562279398426,-0.026813444384255328,0.08645934965734879,0.04866348001929224,0.004347802547510338,0.13561727299749102
HALLMARK_COAGULATION,0.010624627647052015,0.03462543296321488,0.1509004529515159,0.11481537181655528,0.00289721204891434,0.0562684138429427,-1.6017505360024284e-06,0.08465179224821505,0.010505340167836025,0.019102669453480894,0.010497891890256633,0.1650637784317676,0.046758387148010686
HALLMARK_COMPLEMENT,0.009998924037645488,0.031831178915724394,0.05812129340857838,0.1218033119815733,-0.026038927647084913,0.03111304249179864,-0.039795447790949255,0.0363773940595992,-0.0551265147047909,0.0885308037926738,0.0030579035443230366,0.0791762132673099,0.12759413533053499
HALLMARK_DNA_REPAIR,0.012584243449064714,0.048328610004681305,0.182983896381559,0.07141667420793639,-0.004694334969204275,0.07564279695243749,0.01170932773055067,0.025804778226479624,0.0456235076911489,0.13175814151762733,-0.007826759233871378,0.06668818256924465,0.17352664520503153
HALLMARK_E2F_TARGETS,-0.007347067059976432,0.05895848253440532,0.21005115270975003,0.06927277157309995,-0.008611544725100157,0.034151095906534715,0.0235504417653643,-0.0017475107869514086,-0.014633569652492103,0.07315728494585241,0.019531766444007035,0.023627639178086968,0.15146650771442308
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.007650228888086493,-0.04145617039819878,0.2050576161187248,0.08763334968623906,0.027870601873797137,0.07659513704284096,-0.00726801207563005,0.04530080091501383,0.09822138386122775,0.03955767309058937,0.03548447508757683,0.15313599861977298,0.07806604653003245
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.021938933523632607,0.03860550859362363,0.025805189992830962,0.08289940700276434,0.028969501848566323,0.0014726345474392474,0.03222476216240791,0.10507380920124769,0.13157928084387646,0.02749469236819766,-0.006854866858104419,0.08149476653557175,0.1474967770253429
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.01407052882030464,0.03210705343900439,0.04453138847918314,0.02402388143080821,-0.014392796606498266,0.049433260486949085,-0.04700889356498616,-0.033245145170960916,-0.020331967332768975,0.04193399102781994,0.027316097840725344,-0.029378157278959767,-0.09590113619281754
HALLMARK_FATTY_ACID_METABOLISM,0.0027875322867748063,-0.007435983956417694,0.06168640928326408,0.045533331190985564,-0.010957105271726848,-0.03709637415833982,0.017060940353097007,0.0881298810093686,0.07483953400437587,0.03916361645240034,0.02749764228386631,0.033773723071192405,0.04996035215178765
HALLMARK_G2M_CHECKPOINT,-0.01322251755717232,0.002346400145277414,0.212860258106169,0.07055814278936075,-0.0237698423355159,0.03346121164672415,-0.004554255996779496,-0.011023483655907662,0.023357476601861778,0.11297956007934785,-0.042097245792096845,0.053159658115153455,0.09475850403238076
HALLMARK_GLYCOLYSIS,-0.017024084468285648,-0.006517414543335868,0.05007261083599423,0.0753852119624327,-0.03443536392140177,0.042270394815041724,0.00890993138970852,-0.004030398907564372,-0.010392638357346858,0.0013036198393007173,-0.01342176521443595,0.028184091143461,0.13706286060431977
