,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.020181951846741986,-0.006184746830980763,0.11806713351127852,0.021353430883800904,0.0736546639770252,0.013701710687782772,0.03273316911549601,0.027868406893140126,0.04155182309758134,0.08990882116574532,0.0733112451747485,-0.002098237495237898,0.0005693991098222631,0.0954780932721106,0.055787462059617925,0.07733881592006601,0.04058664148067751,0.11181299676767578
HALLMARK_ALLOGRAFT_REJECTION,0.03112418220974323,0.07269572468091269,0.12459957369729067,-0.04466608167480394,-0.07785103117549887,0.10851839257893273,0.04412163827638033,0.03811119884164375,-0.12049100985324733,0.10814594011352946,-0.0007799142237992513,0.05780864173220809,-0.026151329711429944,0.08250779648052191,-0.0049037875260844075,-0.019923512442144575,-0.021201206845196732,-0.023428973647238793
HALLMARK_ANDROGEN_RESPONSE,0.012667100986033944,0.011896006193311999,0.030353895655839437,0.012253654057229755,0.06619991979209498,0.054932098940624244,0.04450692237304858,0.029220530421272897,-0.01276476901704615,0.03306649085499741,0.05477337334293749,0.028343947685775445,-0.024994471958380723,0.06353444112416011,0.05065532430608135,0.0384405862238864,0.04321566746958182,0.12837042752755626
HALLMARK_ANGIOGENESIS,0.09204367434358908,0.01492999794186099,0.07556918358696427,0.008900881346564533,-0.09074523234551063,0.06335324153468554,0.0641244122619745,0.0058894910312465585,-0.12508494628703204,-0.038721189119631634,0.013553460499223671,-0.05835157531345151,0.05997678170796115,-0.06735190603211481,0.099737013626469,-0.06944779991890067,0.01660444128553736,0.04065009372363323
HALLMARK_APICAL_JUNCTION,-0.011301511569664814,-0.004755845582360011,0.07405340948199006,0.025192600603584542,0.049439655112581575,0.10492601101376177,0.07630639883599884,0.05619706122765223,0.009663842427602518,0.09901236113365056,0.12387692154538524,0.04008497951982802,0.014643892352786122,0.09699325234938559,0.03224595496073745,0.1354239174009361,0.06323789681171427,0.09343100731122704
HALLMARK_APICAL_SURFACE,-0.017456218129704035,-0.06600278188327192,0.012117789874340904,0.012333354520915659,0.07344924079317684,-0.025635419927553523,-0.01469965116204975,0.03329494181138989,0.01637849746212778,0.06512028153536065,-0.032553261662598525,0.030138498490203315,0.03142859302105483,0.05929563959303794,0.07600410350621069,0.07377560256530268,0.02911840607837702,0.04864650567993259
HALLMARK_APOPTOSIS,-0.017304865181810673,0.013421207865391523,0.011804771891488593,0.012598185873613131,-0.047865900100388666,-0.01628997727954134,0.013143682216194193,-0.0016910079049021504,0.07456800005086422,0.014192205607967622,-0.0059448275097458095,-0.0900221698828446,-0.00711156646778358,-0.0949689003424449,0.03168802311636236,-0.024268434561839823,0.02127013954639553,-0.0060500839264870715
HALLMARK_BILE_ACID_METABOLISM,-0.03412535929442327,-0.017892128079917545,0.09380970003662917,0.021048306435609426,0.013178246302673247,-0.0023505110954356364,0.0597334458847949,0.0004946617419347706,-0.018666343767684612,0.028444328733919715,0.08214739028455202,-0.0327182744697947,0.052492358870490696,0.10020887377933015,-0.07175106184855226,0.02593713094012937,0.02360914903298832,0.053459425335887725
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.06290354107186275,0.04525407256595596,0.10681726359809221,0.02623672038115434,0.023475877653817444,0.06832934576409244,-0.016972511139965486,0.02024518260972574,-0.06234868661508626,0.0775459662196409,0.02749075636374262,-0.022396973740052683,-0.0032862673398315724,0.10081744292177076,0.031858661479731216,0.06575222622292176,0.11829971822464494,0.12174389061629881
HALLMARK_COAGULATION,-0.026450028923971986,0.02163802005164663,0.018765544559574382,-0.008047206821818892,0.005967811283843724,0.0960954532717577,0.03324755814325389,0.05148988714086791,-0.09235363912798526,0.0730111065019184,0.07754536881907086,0.024857466715956473,0.0017228842179729264,0.043581792424461904,0.047772020053071566,-0.07151888628790748,0.05688109997284088,0.11682882537376615
