,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.04404739698317244,0.05641179793039964,0.06249147351605338,0.0389931706896748,0.10358516332596446,0.09327697448619711,0.10925143192563552,0.0768549390164213,0.03827953271783382,0.12721366839276835,0.07905115771854243,0.08694717332404703,0.05903252672460065,0.04566824220395267,0.2942859147090322,0.23644219802822247,0.03731153089162633,0.09985019395319915,0.10903858757544763,0.09647426263978753
HALLMARK_ALLOGRAFT_REJECTION,-0.10895251294276354,-0.05375400294041346,0.05511947719836663,0.007657792083259053,0.09230442298334576,0.058433836562450485,0.0944598082499573,0.06097739144170163,0.042720950296161235,-0.15847221265099745,0.03754803386713832,0.013026836981222837,0.034321429852608824,-0.06109309158474483,0.0921334552566497,0.18594870581228906,-0.009472444758878732,0.04354826001723336,-0.008042363802968466,-0.034942734327147305
HALLMARK_ANDROGEN_RESPONSE,0.05269141360098002,0.03453093364777123,0.0693769750837892,0.02475463651588233,0.07098757651820045,0.08893648832128333,0.0656677385668737,0.07464975995685719,0.023807306323307922,-0.04907558228984443,0.054584010905338654,0.069285380548796,-0.06574968263455507,0.05535366444000401,0.2730513686312709,0.2369164995961381,0.013871791792413815,-0.011565582387176372,0.016802754810503622,0.044815688582254175
HALLMARK_ANGIOGENESIS,-0.054081242462262674,-0.09238579864780772,-0.07997980254207956,-0.025216606343642294,-0.03069900218511008,0.059282299272725755,0.08272170351726627,-0.08083380717035502,0.03160372378931979,-0.1588909534316446,-0.05593873631913815,0.06031382926352449,-0.10089724860997716,0.05651592934543561,-0.04152913364605704,-0.1536548821393298,-0.03478529900201734,-0.15319363367506725,-0.08146238945717897,-0.0986997096603232
HALLMARK_APICAL_JUNCTION,-0.027288459842643314,0.06511280923257236,0.0749652526558537,0.03152817369986267,0.14068096061938593,0.08607090900865902,0.11783687630495114,-0.04237818007344701,0.035874568688337216,0.13336375578189172,0.11032119474173877,0.06550056534882581,0.03075958427015104,0.060745686065426636,0.30275560874794333,0.24427617166537033,0.0849739235823699,0.028948062783195887,0.06661853908004677,0.10867150228576772
HALLMARK_APICAL_SURFACE,-0.017901623797030586,0.1216658594630361,-0.05661275649110032,0.008061626460855509,0.010388792276139036,0.08925858464166767,-0.03497497228674675,0.06947505895254084,-0.04470077913158493,0.046895781945070374,0.0777421062346236,0.017449372150097783,0.07135514723582871,0.027991055881808245,0.28073815112205247,0.1935181948519946,0.012988466064891978,-0.05073847812918703,0.1075658916704609,0.12244742162669155
HALLMARK_APOPTOSIS,-0.027656439428983725,-0.09198623064277085,0.006437724414963427,0.021238881587813594,-0.034057961966869346,0.01832996096519906,0.004730372991024394,-0.05490617501747339,-0.010893206782135435,-0.019753222157187673,0.00699353124650523,0.051531329101038546,-0.038157055149351936,0.005706090828066189,-0.0945102438951384,-0.12535970222977907,-0.027887478516408274,-0.051464461129686286,0.0030080350674029505,0.03924316447823327
HALLMARK_BILE_ACID_METABOLISM,0.03363767354078277,0.12498953473690327,0.04686148476603372,0.06153742624260619,0.062055649782506946,0.03171846960186513,0.0626157711400739,-0.035924549575411864,-0.0025299919602268495,-0.002512621246695691,0.11920737028652773,0.11021613765383101,0.0741192867184963,0.0298394753971507,0.2660227797689601,0.23876566130580715,0.020930633123550847,0.11528903698045895,0.10050380083765277,0.08326457264807817
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04639621684230618,0.09882051962488785,0.030795040798466348,0.08838772528281749,0.09128772104885484,0.06450132839580387,0.023078409088696412,-0.06902998891472602,0.03328067859873597,-0.13184428196462059,0.08054726162927756,0.11321039809094581,-0.02284243274320699,-0.01319317638915949,0.30296746810132286,0.25629878550831536,0.07637551374269658,0.04447675879000622,0.055758072219630014,0.07832492814464703
HALLMARK_COAGULATION,-0.014206048481739003,-0.016334636593178894,-0.02068170669684201,0.013209382234114914,0.053585524653833295,0.06518306161320639,0.0475629555600819,-0.027962819492303403,0.00627408320768691,-0.14459278650820795,0.07005717826572627,0.0418338074920003,0.04865896960281056,-0.00761777144394753,0.17302500237479876,0.158698747482809,-0.07649675353668406,-0.04288799235824543,0.009867231268786808,-0.020604050800362404
HALLMARK_COMPLEMENT,0.00018446559901111106,-0.0011511484251808192,-0.007325891268649256,0.004338404016826135,0.13879823371540068,0.10062399562305076,0.10691766718781778,-0.014323969005953764,0.03444260856053084,-0.05333230571386485,0.0732497080395397,0.11113064037692345,-0.08619654580990475,0.00905667942534506,0.2136749795871771,0.15516986286651438,-0.0005082198369290914,0.048083257016495844,0.04810005788619254,0.1309495518448806
HALLMARK_DNA_REPAIR,0.0006476323065783331,0.07152940691776524,0.12951511073325203,0.04694600461680155,0.09006131242843404,0.08470537299320655,0.13557635703735732,0.034504475648568254,0.012517239330983544,0.14888864066559093,0.09193171494893726,0.15048861447827894,0.04216421059737907,0.06069255211346659,0.3189220373029731,0.29541243802407496,0.1378332983004554,0.1262187965747878,0.06602158622156354,0.16000075046678577
