,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0326586328339208,0.0707618093535176,0.05308401424952703,0.04958028641852291,0.029368531773774263,0.07910143946292036,0.09534750135081076,0.12175230543184648,0.07199268428869308,0.06679709320184123,0.0807830079420576,0.16503733916543994,0.21534328175704495,0.07387290163124802,0.05087160979125744
HALLMARK_ALLOGRAFT_REJECTION,0.0016332706964977514,0.03460169893906681,0.09186388964610953,-0.04703744961478492,0.018221248511042176,0.17398059751449213,0.04520396567574081,-0.1774455295895226,-0.06253846711033441,-0.021899950946645673,0.05741320005504557,0.03852023987383329,0.10921242334160418,-0.0676867854557609,0.048100555485822614
HALLMARK_ANDROGEN_RESPONSE,0.014276317468784874,0.06123758987729951,0.05882621799632412,-0.01891323560750629,-0.00855942604201509,0.10730275484951073,0.03589476103376072,-0.0171786139035392,-0.06292387052135799,0.07367536514311127,0.1040870897909289,0.15024286060096825,0.19637133068735776,-0.009484306454802032,0.026831972690788863
HALLMARK_ANGIOGENESIS,0.00549840989060011,0.024877955960502022,-0.08517370700754344,-0.09475555355748426,0.019741363041408822,-0.09319553495554951,0.21308330799839728,-0.19874537170827916,-0.16932413493869442,0.0346853682700374,-0.03204763853419752,0.0059355242607281025,-0.10716037982572377,-0.14410270291102417,-0.06231938882483071
HALLMARK_APICAL_JUNCTION,0.020605104840044276,0.018877077497686894,0.010179994501059038,0.0017198452337418046,-0.005468915623679388,-0.028532149967198064,0.0169057296394543,0.09135510301342764,-0.08774292199367575,0.10976025305789762,0.12641724976308888,0.18974945200509996,0.21727543652802295,0.09480793163967981,0.012639172078407625
HALLMARK_APICAL_SURFACE,0.004828844208594219,-0.0221291208152844,0.0417974425039523,0.10882297296943899,0.06135462241253328,0.08165819541869856,-0.10773211731956234,0.1660567032059758,-0.047231344494837346,0.10739481899920394,0.10295737130089966,0.14263996912185478,0.1320603733698685,0.04525670584928438,0.05602169530851244
HALLMARK_APOPTOSIS,-0.03186566465536995,0.01575971971994078,0.005935855347879192,0.032272350408284085,-0.03198384643209362,-0.03950129786985233,0.03147709336082971,-0.041116652302684034,0.0821440039520409,0.013131371366366931,0.09169280723786455,-0.008509297649396569,-0.10454293076388163,-0.0417072978677293,0.0004396340702358088
HALLMARK_BILE_ACID_METABOLISM,0.07147954214633843,0.035764819588418484,0.01796921825331871,0.014943998984026315,0.007792272850652017,0.02164980058591014,0.13112596745856575,-0.020692077340866914,-0.03136067319913717,0.15362029573274238,0.10511448120011037,0.14010949050094187,0.21327238514677604,0.07922580259909003,0.012341709598559748
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07457945701277786,0.05156928099227868,0.06045386282079015,-0.07803230505851755,-0.01803347376462111,-0.10929115526368671,0.1563063860540364,-0.14869947587840476,-0.13405772746414757,0.09828860637303549,0.11563429757923362,0.178057423114983,0.22142381861864194,0.10276597524096469,0.02103115099209502
HALLMARK_COAGULATION,-0.007875569889888178,0.030571418354251218,0.02989059301038581,-0.10904573216652041,-0.017186359391579083,0.009258485044456198,0.20168758317260294,-0.19352289278363155,-0.1032303689080573,0.14780428747479163,0.14655171220048763,0.12095218718103495,0.10599656261896391,-0.09023312987067351,0.00921354655132473
