,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.019752767340608518,0.1361388612642043,0.024565377100919213,-0.022840006733927123,0.015386223629861914,0.05144047069789545,0.130252582880289,0.05301664485435672,-0.19174263469883324,0.1531146401594218,0.060240705466126816,0.2675290332741587,0.15802468576799686,0.039350791509366025,0.20892105162292304,0.16866016195172936,0.08853096804815078,-0.031260885253453614,0.08999594222204663,-0.013728109670036525,0.15319651076585308
HALLMARK_ALLOGRAFT_REJECTION,-0.01875775747686698,0.06621232508874915,-0.04993109177635197,-0.0836454054883761,0.09298512906773901,0.0656035604136295,0.07504547971996037,-0.26378113761910127,-0.4176330987876734,0.12363210241280168,-0.07248334132965822,-0.47521549453183076,-0.18033433267561808,-0.051535387449287304,0.160018664312567,0.1691742906511664,0.04206269559897998,-0.0053402085067999925,0.05958711399824189,0.05541063764987258,-0.030803840333770507
HALLMARK_ANDROGEN_RESPONSE,-0.0072330061385770935,0.04645573103154664,0.03959797075534916,-0.04040368192171549,0.0178020683900172,0.02683341835684938,0.24751584372505828,-0.08399865750128917,-0.40001847544911245,-0.03231897951342459,0.0374892472203415,-0.14243921176984967,-0.14728223364822346,0.04464337340293141,0.1803370229967838,0.19611070031034322,0.034719246152765275,-0.02039179935271654,0.08133504065650488,-0.06314511940385355,0.11386907444651795
HALLMARK_ANGIOGENESIS,-0.04142730681207231,-0.2854867184309738,0.03319629808829996,0.07549395054240086,-0.011925408289490864,-0.08636076168058596,-0.2837146931240258,-0.2310965041889214,-0.48868471904062655,-0.3018648193555123,-0.05175564562163784,-0.48935492072453207,-0.4146097390722107,-0.02723904496567114,-0.053328418720421905,-0.13412018993995287,0.003946334719526332,-0.023673833575691486,-0.0223039254676157,-0.28827007138367344,-0.0566294901343114
HALLMARK_APICAL_JUNCTION,-0.01321070776430556,0.03388182800064213,0.0386691994381164,-0.07214851689446684,0.035265585783044166,0.015157992913160726,-0.00017626414186194093,-0.16025484401464207,-0.38637781843721586,-0.16172726879886745,0.0584111071896072,0.08360422501618137,-0.24952148182999473,-0.029191939602756938,0.17508581936777431,0.1955093628909796,0.10733022341107766,-0.04856827922498841,0.08168692343351551,-0.08827069490975395,0.18525863672988493
HALLMARK_APICAL_SURFACE,-0.01636531334344219,0.23231743590667533,0.04397153357701317,0.017235778263739985,0.049186953322696264,0.10338524171559434,-0.007517435219258539,0.2095180557961254,0.323764342521716,0.1738848795031546,0.0882781749035009,0.29550418120946914,-0.11203554956898,0.08283495159697389,0.09594285011853154,0.15745234497252913,0.0526562468970065,-0.02770710665227821,0.09568293757071053,0.11281251156775814,0.0658773865642639
HALLMARK_APOPTOSIS,-0.021467824740582946,0.007489194645040956,-0.018234283568622077,-0.0034377832332528045,0.021550060777502593,0.03043311566846301,0.010082197681865883,0.08066227599329726,-0.046200236294597276,-0.22552523051943169,-0.03482836626578177,-0.10900128574882835,0.24000085331022625,-0.08279850287993679,-0.06414319690675287,-0.05466996612533859,0.0031228203104981186,0.024419596376931765,-0.06559115400627978,0.049923862054824374,0.0713391937020082
HALLMARK_BILE_ACID_METABOLISM,0.023626275105145145,0.024144587200810596,-0.01406299938774072,-0.06640131266982906,0.0008750032956843819,0.027741653802513623,-0.026606870460071007,-0.09621651791281585,-0.480370860533135,-0.13072672523745124,-0.045711881826408104,-0.07563173397953406,-0.15442685508145768,0.05030605088560144,0.13159959857554165,0.1917971606264954,0.07071941405478643,0.0066635343282493145,0.06682254844938691,-0.10104193636990848,0.05296263052207288
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.028711832809875434,-0.04797058906995557,0.03666447261785985,0.029532453790253214,0.02970280129437011,0.06638494939293599,0.012827756147293631,-0.1870026196891279,-0.3221354975000776,-0.2575472143126619,-0.049408313129109815,-0.3394185786267442,-0.33407093190578024,0.1005655170682747,0.18912705502296373,0.22445737240305916,0.08643379372863545,-0.010352826342679923,0.028949702675410714,-0.14186430996992852,0.0861104982524879
HALLMARK_COAGULATION,-0.03160514995664479,-0.023941503608154398,-0.04353954366569701,-0.010283214827508463,0.01866313497431398,0.05519913798510102,0.0773859882063759,-0.2643543261627238,-0.47450740443832934,-0.06003650751643481,-0.09076606808540821,-0.49810010824794565,-0.25419311429869607,0.0012731590903640947,0.09100139245854343,0.10391993798094473,-0.04964218508224938,-0.05614657866042575,0.042000355526760104,-0.07095574950653419,0.0038058651632682777
