,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.004151753249778857,-0.0724685079798687,-0.03835262243952864,-0.004238405603741561,-0.31324644842416777,0.08525332349666426,-0.06422346333255174,0.02483490640425105,0.2764830904692747,0.024088129509908532,0.03723257155115379,-0.01922105265032754,-0.09344107484108506,0.070670561194876,0.09503802960244931,0.07592884875814447,0.09081638021157046,0.22802030775117008,0.21044392073470286,-0.035071821536885664,-0.008999923288693656,0.09490336804210166,0.2330587557509159
HALLMARK_ALLOGRAFT_REJECTION,0.02664459940969563,-0.20720282286071978,-0.00329952531632407,0.011260673558568246,-0.16383446593035722,0.056801020402577555,-0.020169661928929657,0.13547800122764136,0.35586857200904737,0.19657072323879188,-0.0231307568848809,0.04630547156016462,-0.09616093675262813,0.02381208911361995,0.13337828682387806,0.04000434475328797,0.04496013712789692,0.10879890850207938,0.1507791994894385,-0.057690804870627374,0.0770608447287182,-0.006664216145782403,-0.026408270186566163
HALLMARK_ANDROGEN_RESPONSE,0.07521426652587417,0.021382148196747757,-0.0049640494019235785,0.028201980147618023,-0.0385758404480153,-0.06209222794293863,0.008687271096381097,0.05413263200082151,0.32695018347092913,0.25197447800752626,0.03990797672929083,0.059437923017680534,-0.04072646765035267,0.08157847895534688,0.0719871689755328,-0.0030937606871192205,0.10853572973125719,0.2742628893739037,0.27083858910357594,-0.02861353425959262,0.05682141968143067,0.24024649717981403,0.333388334775491
HALLMARK_ANGIOGENESIS,0.011764592715750297,0.005849840611072323,0.19146416766560503,0.03691139703907766,-0.38093093450890586,-0.13313393938811613,-0.021547347946708116,0.07612105789736405,0.3588425504145849,0.13331116888236907,0.05772109761629092,0.028876057882194595,0.12399476847177804,0.09986014549716754,0.053582808413753305,-0.14202402651027132,-0.03856012830087667,0.1854151026215368,0.013316125558470827,-0.14373003341605559,0.14448510534763642,0.09842934934629781,0.3396219372314963
HALLMARK_APICAL_JUNCTION,0.023865808409616905,-0.14364299957226312,-0.06524130875448128,-0.01201755473739459,-0.31286451019437583,0.007249496045233175,-0.07044346550133769,0.06517040562928385,0.3291880718786106,0.13950944254578676,0.053013561605656144,0.021169065339490756,-0.10666945621371732,0.08433173041284284,0.043580586208879966,0.030461667768091415,0.08831293954007371,0.2779256947200908,0.23012471091430203,-0.009070275052504686,-0.03467123736236076,0.16400973461930987,0.2690697937784052
HALLMARK_APICAL_SURFACE,0.016302940206155955,-0.2088605681775638,-0.161492202014797,-0.01394177227507751,-0.22547350846054975,0.06333054321316618,-0.08175554378232464,-0.09994276044989583,-0.21168819294704905,0.1572148759437431,0.013473934947252117,-0.05656349083376147,-0.09781779484213395,0.03350546398146199,0.01860946365816881,0.07889765093869333,0.07247351078618042,0.3295961546624457,0.22072913171956837,-0.05456822513332736,0.007688627476520591,0.14944401755005762,0.1856764336752189
HALLMARK_APOPTOSIS,0.00023229684715809988,-0.13759496947035205,0.048342791375249536,0.03188073475820944,0.22100700362760042,-0.06293451603207134,0.058711310441676545,-0.024785013736803127,0.058116278736488364,0.28968724518233396,0.07163260732234142,0.00648770449243456,-0.07392159133655678,-0.037844367897563416,0.09435173817093633,0.061271000291844895,0.06054300658457068,-0.03884944689763987,0.00464417259342645,0.026201327067542024,0.04867721152385288,0.08903289799262785,-0.029124422762291338
HALLMARK_BILE_ACID_METABOLISM,0.01789636910250531,-0.04750303757082806,-0.099692899509695,-0.02375304604512813,-0.38321498045106256,0.02401497414928776,-0.06076234405068872,0.049395486853716225,0.32621423527151494,0.1686637298162707,0.011882908545992069,0.028288518230589386,-0.07523633706845088,0.07461072183291263,0.038825115643345204,0.05498620652290192,0.11000506749545269,0.3093464086291505,0.20206322996754914,0.028018186250542268,-0.025620968634055274,0.07956495036080674,0.23011284578068023
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1382250406879074,0.017033450836858876,-0.06074551795472828,0.009519305718829425,-0.1615877981716048,0.05261687091740629,-0.06772890444671083,0.041554880801241506,0.2004703055062673,0.044802666015413814,0.012054529920275954,0.03887832676388254,-0.07030689820261506,0.09628205950940719,0.003646268225470579,0.10341204507546255,0.05318843329494737,0.2723866086505683,0.21484937068974444,-0.050064960676429064,-0.04111874591770065,0.2625104077508642,0.262689005456193
HALLMARK_COAGULATION,-0.018312722043810584,-0.018066077283310594,0.014750299223482926,0.006143777681206472,-0.14319779985589343,0.06933185292388706,0.06155856397437326,0.12160808538953771,0.3052090188392591,0.10845970851123415,0.04403493236220878,0.06722677171822003,-0.002127631399024605,0.062088011723722795,0.09960079841325746,0.030945026934673835,0.09743085877340188,0.1994908147512727,0.15569296926796944,-0.026914253842365395,0.11304194731594995,0.10700549970534583,0.1839803679558582
HALLMARK_COMPLEMENT,0.032033860694925545,-0.1429035719796888,0.07434188474351114,0.055750512198823654,-0.16073045709682132,0.07371778671021269,0.010339960651243946,0.041497343868271114,0.32780831377933084,0.22096838547828487,0.03370387297733971,0.053335942279200216,-0.07656367272409956,0.0010823559952568473,0.13145306732316575,0.07406805915083962,0.07862664949356195,0.2346640858453331,0.18768573571767794,0.00952398829166258,0.031524579130571204,0.1992483233788873,0.19834662116237597
HALLMARK_DNA_REPAIR,0.08527076333272235,-0.0064068825519209924,-0.07923592294196773,-0.01910649801145584,-0.1280326263871124,-0.08316075389216473,-0.022100251579901795,0.08486184443835873,0.37585312484340166,0.20015612863884102,0.02174919809608785,-0.002024631735859103,-0.09248568138552164,0.14148291621684397,0.046190402685711,0.08918125604407849,0.14154908277668413,0.32606277250980603,0.28175587927168055,-0.001313260276448765,-0.09948508792311987,0.16405271102134264,0.3082816661725252
HALLMARK_E2F_TARGETS,0.1371068587290464,-0.10193110385549686,-0.18019631390179283,-0.06719686945803524,-0.41647228661876823,0.008461656558553424,-0.035640200744626885,0.09692100653393687,0.3671454629455439,0.15203393010115224,0.053357992973581125,-0.01349869271514558,-0.019129252433371526,0.08250383728145115,-0.049277752209610004,0.08427728971367063,0.06827200775886846,0.4135926132631386,0.24276940057958074,-0.027327862603047696,-0.05918339445458921,0.13693403116634442,0.28472954675502943
