,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.09411476995779354,0.06788737717080302,-0.010642543228965793,0.32215166991208677,0.1568727789646836,0.13098939048797326,-0.05827429308674333,-0.004852084434486675,0.047819082915729616,0.09436296247134728,0.01631960627918685,0.1907364535509485,0.06221435709701595,-0.001295719829950985,0.04086871612448653
HALLMARK_ALLOGRAFT_REJECTION,0.04391429985521524,-0.003630633048379177,-0.016070678968132246,0.23343261987919567,0.04838601493812292,0.15560696987835934,-0.08472119948333603,0.03888276559210999,0.07063290705166302,0.028659818959116463,0.028169127178154264,0.026830694604301493,0.06860782000076024,0.030010127845495106,0.051127165476037066
HALLMARK_ANDROGEN_RESPONSE,0.04291454101165495,0.09405391566787125,-0.02184825651899491,0.18159368978136628,0.13564848395047568,0.19230179836609457,-0.0840506410665404,-0.016097248105308687,0.0009755098902279573,0.07998548063180912,0.06350319966907592,0.012061884679238865,0.05375654398319234,-0.021466617682345715,0.04831824068411607
HALLMARK_ANGIOGENESIS,-0.20016894701547855,-0.0588215765648644,-0.03657367781015484,0.09327098280025133,-0.1625930693901473,0.16749634553967294,-0.14201557955816152,-0.09161236807595934,-0.024463233899384665,-0.1272941011047754,-0.05471984656920011,-0.2509875341663975,-0.021312975906503,-0.04394973330332833,0.05069292993065476
HALLMARK_APICAL_JUNCTION,0.0026110012507354115,0.0665040456719666,-0.018732488069134353,0.3965506503821142,0.08293001476120736,0.23006187816393017,-0.112221810204984,-0.0835783080443515,0.03848997518523911,0.10547319744055904,0.011273058104400532,0.15114142075848397,0.11194964015604868,-0.05319246422629113,0.08009075478209343
HALLMARK_APICAL_SURFACE,0.2106054962300334,0.0654968155012608,0.03743004454276088,0.2767060132520219,0.11370119779506374,-0.032610605509485406,0.04974405491687168,0.07907617972424445,0.026158767000944425,0.10538006356562613,0.018041847556704363,0.030259798036766688,0.07066887271754524,0.07132200490216106,0.06780738601167598
HALLMARK_APOPTOSIS,-0.0011103843925411995,-0.021118655784350474,0.0025918948377356985,-0.09885723072623052,-0.0173335112425351,-0.056670352550764885,-0.04208119802795945,-0.0769409830722017,-0.07560152386984817,-0.05210233521190064,-0.015764444586385998,-0.023822630607323165,-0.05361597340554257,0.022775598987945483,0.0006729450751190312
HALLMARK_BILE_ACID_METABOLISM,0.021552743542863417,0.030699073751815086,-0.024056429120723706,0.28141985000471564,0.04888152319067548,0.16879758807594247,-0.0934966472025687,-0.1009357538018215,-0.002995093810244749,0.11618433650866937,0.020030046499234948,0.11868382238164547,0.052929415094185396,-0.03927356862599049,0.04908770103206075
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.06469712350612444,0.05464071161909561,-0.03997781113183485,0.27956496276054876,0.12257476508354402,0.1908811019040534,-0.047814543390807415,-0.12322090248843508,0.07087224303038471,0.11919275927098043,0.05070754133829155,0.19556924066982048,0.027203391971110765,-0.06825968758341948,0.01721432241355345
HALLMARK_COAGULATION,-0.033954934299341065,0.020824645637925066,-0.020320074455896883,0.14824709166815406,0.02421322173856309,0.13489213840770467,-0.08281766219570388,-0.057631693670011946,0.03670123323231542,0.05067912861251022,0.007986455697667327,-0.026923685360799334,0.08993955212260307,-0.011450659969260124,0.08615296438958017
HALLMARK_COMPLEMENT,0.1110783123747488,0.02574655744842543,-0.0025048494823587193,0.23492206143363117,0.08838652829297244,0.11627709032698783,-0.0902459180991442,-0.07034400886699492,0.05714528647863981,0.05690631192409147,0.004097884865984498,0.11571504029357371,0.0897219726764865,0.025254442661913293,0.047571786192880376
