,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.061823669079803446,0.0828066637718143,0.02803945561174143,0.062015271127346144,0.07521543878428291,-0.019661235693134937,-0.024379958026530153,0.01013748158880082,0.10100569215780981,0.061483514527746974,0.14900792475992036,0.0430119862070739,0.03454707438242627,0.04177364985432366
HALLMARK_ALLOGRAFT_REJECTION,-0.036356464980211924,-0.0003121006902895804,0.036933874376491795,-0.008273501340395173,-0.07081299323505046,-0.02489054203722835,-0.08673837452932277,0.0025557146516844743,-0.1058675407718039,-0.039242535020608524,0.10514234948000498,0.01982036999299718,0.07624860010505904,-0.034948788900724344
HALLMARK_ANDROGEN_RESPONSE,-0.005785480943814742,0.01962989755177581,0.05366831883032713,0.10738854515670189,-0.012625861079425203,-0.029555713594122176,-0.07328194587449025,-0.021422148862860223,-0.03508378540851479,-0.010751889656156678,0.09444131755343896,0.013421370238117378,0.07353783136509637,-0.07121696771716952
HALLMARK_ANGIOGENESIS,-0.023157172174994328,0.027274700630901278,0.017949652454906782,-0.15223620227215018,-0.037170460983268636,-0.07738774206884413,0.017135935693998856,-0.02335070710194235,-0.08290145067453056,-0.11432945534051732,-0.06474102514489845,-0.0006924198284247048,0.0239372201864831,-0.091037612247984
HALLMARK_APICAL_JUNCTION,-0.03403538725521978,0.02956779666140019,0.035998842321667564,0.017612921517786984,0.008689378132477324,-0.03895846263912165,0.022261529133758336,0.03303755471828049,0.10581428970884262,-0.04133341405110077,0.12390356570887494,0.11669468792248365,0.04940722497796876,-0.012164803851700715
HALLMARK_APICAL_SURFACE,-0.014490979689230413,0.044099817893893035,0.007886250387814599,0.04720223935588936,0.09700682622829533,0.04038018101739698,-0.054796676889940006,0.015997175470523664,0.09463503304105635,-0.027789332236588176,0.09235642699605015,0.08665431772499774,0.022425166955808592,0.02094345153450289
HALLMARK_APOPTOSIS,0.004032645225341427,-0.018574779187251148,0.0034257243220927485,-0.016800519053523106,0.03293291607092314,0.006714384003464411,0.007704810759842969,0.008160613849114576,-0.015087443491352211,0.07303240687915134,0.049970556005296665,0.005025021671816807,0.06220097479775449,-0.014593206759461899
HALLMARK_BILE_ACID_METABOLISM,0.00964123939941473,0.011221694486471744,-0.015922239340770937,-0.06418925790959247,-0.03014728181165107,-0.06473937091849788,-0.036665849074504826,-0.03475986595128566,-0.007800304046306749,-0.046234571687949214,0.070588517408382,0.02309643626498819,0.058534272503256164,0.016051102419125395
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0003848672697645346,0.026558444647701563,0.015503968008826708,0.004955912919073287,-0.014730490220257382,-0.007439946726564373,0.03238418424292674,-0.01458914603335902,-0.06652065695067225,-0.08140906257275429,0.1450377413944971,0.025890222258657267,0.05298893215639382,0.018084259453446234
HALLMARK_COAGULATION,-0.08624522156466807,0.009049266211394824,0.0012581665529152548,0.0373978749989496,-0.043694180166529074,-0.05604780945647168,-0.042404583977535104,-0.018555386481067825,-0.12536892335671132,-0.04481507402526808,0.0992381154799522,0.06893617196890801,0.08764193455315022,0.0339785006051925
