,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.02952771336475761,0.11474967126530353,0.030950020129650473,-0.0067031493341217635,0.016517110132208038,0.002326172875966861,0.06051281293049156,0.048970462004341055,0.10748806016708246
HALLMARK_ALLOGRAFT_REJECTION,0.0414072054651978,0.0800693948293876,0.09074568537164471,-0.06021414205528198,-0.0010587605356305197,-0.03485248199204696,0.020350369331775316,-0.008724235792255421,0.002032345266283543
HALLMARK_ANDROGEN_RESPONSE,0.022728062144912242,0.052325528716307246,0.06764213214632903,-0.047004629903260285,0.01291269916325744,-0.06189561970640414,0.050576434059745976,0.004575107524395416,0.04020231230830777
HALLMARK_ANGIOGENESIS,-0.03653682291183425,-0.08752495536291778,0.10444705564537539,0.030014643489757045,0.08985876510241946,0.06516593432892695,-0.01528290807177669,0.023545061878960185,-0.06693966822108047
HALLMARK_APICAL_JUNCTION,-0.024247184395956273,0.05098085858076706,0.09228643325008991,0.036393616259060325,0.03889512081223165,0.0026225855541578123,0.07897474289275311,0.0358174860957232,0.08574470371563613
HALLMARK_APICAL_SURFACE,-0.012194915494987666,0.03788186160865666,0.02991341510284397,0.03689215979013847,0.04864094209962474,-0.006142338743417733,0.034186382165158506,0.11103076304130878,0.09054385615418485
HALLMARK_APOPTOSIS,-0.014617561041064184,-0.03646417860831639,0.02766724292768388,-0.029921112354425523,-0.06395777077499545,0.04139716024550443,-0.06099971707386776,-0.0019739210891671468,0.013812431982871869
HALLMARK_BILE_ACID_METABOLISM,-0.05204282510046228,0.051648277014742804,0.06225184997672306,0.058505685948572445,0.039831294782896494,-0.05353331561269237,0.042362134695978736,0.004681318879019857,0.04428463531365039
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04081422378473319,0.09315496992368953,0.01964975457254762,0.022606665159727916,0.04529381345318595,0.019587243099904183,0.0686868246553947,0.05216236669038684,0.07650187298776628
HALLMARK_COAGULATION,-0.02566390659504107,0.0554210694748639,0.061727043868224654,0.02188943267261135,-0.00349171730725861,-0.042997599239404334,0.05631587116833806,0.0060936406105318525,-0.0038838620361920295
HALLMARK_COMPLEMENT,0.03767064683313075,0.09775343015402106,0.12206244404102591,-0.018876696752919322,-0.009446514709948797,-0.05039593758523701,0.03559578525134471,0.09651076493039737,0.061924706559013644
HALLMARK_DNA_REPAIR,-0.012717862103916419,0.10858481937690699,0.06445215556016697,-0.02244622011460694,0.07875799771774981,0.05737508075689609,0.06158483908950075,0.052407287073316294,0.13281039975471476
HALLMARK_E2F_TARGETS,-0.03534268308472938,0.06220409488413378,0.06793605047501475,0.03843100305387674,0.0573689954856416,0.038176465273727075,0.0022094381536567433,0.06810509567750174,0.06972842907907106
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.010039048364064622,-0.06365485492473956,0.08685541984117896,0.018300920711678353,0.0780709751550683,-0.05490674347639631,-0.010852603628547352,0.07602775344432912,-0.04969685451036943
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.06135372165431534,0.07496121547520238,0.0472066039235343,-0.004711085133639626,-0.009263598192795567,-0.01136290002071026,0.06039663198060847,0.024074990497443424,0.12043049741665698
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04579442815429259,0.10144163852330354,0.09034250562996689,0.02611278924406768,0.08018155482371904,0.03500678640446981,0.024286161071540694,0.08336801629771311,0.01747031086968579
HALLMARK_FATTY_ACID_METABOLISM,-0.02551921945187172,0.0933041645067393,0.04963505699369752,0.024998682230134163,0.02550287205021878,0.0359871797584011,-0.049975901177337495,0.024928165257832827,-0.008984488219588983
HALLMARK_G2M_CHECKPOINT,-0.0017306377752624748,-0.034347268708998395,0.05469802327455942,-0.028103916495323424,0.08265628787385366,-0.07199468174966302,-0.03371477526273226,0.03337346552602934,0.04611550033677181
HALLMARK_GLYCOLYSIS,-0.02546791953887076,-0.026176713516633983,0.04353804828526743,0.0054686007156636435,0.11675663822330848,0.08565574140270049,0.04976419441321831,0.03281303694850329,0.09022625520097595
HALLMARK_HEDGEHOG_SIGNALING,-0.018968301977498814,0.09355380812554921,-0.021004698140692234,-0.015516488563635727,0.010636505145109864,-0.11694783275711149,0.07464211150051446,0.03041205959874993,0.08651973779936507
HALLMARK_HEME_METABOLISM,-0.019304813424861712,0.09629904945280174,0.0861836494913704,0.03606570620190463,0.10298178798984331,0.04274600634756767,0.0432329018398539,0.06471313251604618,0.13065654346696123
HALLMARK_HYPOXIA,-0.026850835530509938,-0.0968508765907814,0.03040115681166073,0.026501784099413526,0.08745587837840958,-0.02257526394358548,-0.007824721566939674,0.0773900726342109,-0.0844732723439407
HALLMARK_IL2_STAT5_SIGNALING,0.016490049485191522,0.10563489803166805,0.10318285271355845,0.022760176780573595,-0.00462763919498695,0.013399951240565726,0.03761338367945721,0.027559308887529495,0.0742193073007854
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0022489126840581027,-0.037774685091853555,0.08978722502532586,-0.021295928264595917,0.050485579644014233,-0.027376791445653227,0.020548936288888625,0.02063672752860089,-0.027365127694115764
HALLMARK_INFLAMMATORY_RESPONSE,-0.010522620460484964,-0.04387901653183885,0.05751879391488907,0.05713415892935814,0.007387981999664697,-0.021030781263508835,0.024777500992337387,0.061679638359846814,0.027086638473295947
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.07494432123908305,0.03730264896001678,0.08912567968763412,-0.0334888097379643,0.06510597911970249,-0.02382486372681221,0.059282226302152,-0.05212263689187966,0.020937069274310535
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.015114333286630408,-0.019775621277329927,0.10261965077070727,-0.06260555332721895,0.014830766789460782,-0.030036863660012177,-0.00957537359881968,0.07591741025886072,0.036603709356785454
