,MGH258,UKF251,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH881inf,ZH916inf
HALLMARK_ADIPOGENESIS,-0.03406695096388362,-0.04328981692398284,0.028124222555693672,-0.10790329517603536,0.03124131685287218,0.01608616324147171,0.04022902110495996,0.014983866890064024,-0.06763054960753405,0.0437199251556552,0.02636777159691621,-7.623974129249761e-05,0.08378963233041047
HALLMARK_ALLOGRAFT_REJECTION,0.04752721740189223,0.028731866028332866,-0.07896509425408316,-0.1273884216307153,0.047263237634291445,0.028638753833051065,0.03610073210897066,0.005907576601320379,-0.013223894340581344,-0.045078827887097626,-0.02589444431365298,0.040818726242207615,0.011780043378271618
HALLMARK_ANDROGEN_RESPONSE,0.023099495362964313,0.03624360068766297,-0.01748794370585277,-0.034087748938773386,0.02648591606649033,0.08241995703507977,0.100934884636941,0.12819260337040406,-0.11584533081269455,0.0706805373718832,-0.02650419655992508,0.08252441372831949,0.08486692151504814
HALLMARK_ANGIOGENESIS,0.05148324858337731,-0.09746285613313624,0.009655022750912607,-0.08492380720070437,-0.02611719830633568,0.10751017131595479,0.15787360897060587,0.045639124284121986,-0.05071626013178002,0.047999875046710896,0.008179976896884614,0.0037747552323802273,-0.0724774983063329
HALLMARK_APICAL_JUNCTION,-0.02103494496317306,0.013463577764761276,-0.020238377869529305,-0.11560309765386989,-0.0015091182765192448,-0.0278888880633356,-0.039572159479993346,0.1527772300276802,-0.04758845540211674,0.03537119015713315,0.03469587242077093,0.0905028302958948,0.04854162470002758
HALLMARK_APICAL_SURFACE,0.0051877034507500685,-0.005857855738497384,0.12322424440813011,0.04582082717669918,0.1384439028574906,-0.029447455847971496,-0.015761596133921862,0.14510936396658392,-0.0265952783579128,0.003347587163003414,-0.001560739562572958,0.033190098133927266,0.10486175097818407
HALLMARK_APOPTOSIS,-0.028191413276741607,0.03412160966124639,0.026949042423906725,-0.10709538177621236,0.01138987954882547,-0.01898252844302241,-0.06338084184900018,-0.10148876229419293,0.06888637868555242,-0.01377735272851529,0.020211652875166436,0.00741149449651255,-0.03441219011791198
HALLMARK_BILE_ACID_METABOLISM,-0.042338911951494175,0.005933973535343551,-0.00168397968652628,-0.02536394648637167,0.015364618164460872,-0.007927002537669696,0.11468048059074443,0.11003099080892893,0.16763363601623227,0.032028715666672196,0.014185177796479737,0.03258170138047891,0.06557793474377364
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0676317940880367,0.026798522877176403,-0.03617462074956656,-0.011577519768678771,-0.07004329633949316,0.03483067842396384,0.1970560451915011,0.1837537598416814,-0.019178492909358243,0.06774901943124823,0.027669847616668023,0.03556107021783046,0.1551108186482869
HALLMARK_COAGULATION,0.1416196567681944,0.053541920019236314,-0.09024543602316579,-0.05605644644175245,0.01387620750614319,0.07805333405043959,0.12356309265555165,0.07217905611698604,-0.03447014530058154,-0.0272278608397963,0.004734882910506084,0.0016066341426191747,0.09652876879511035
