,UKF243,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.09052413701940185,-0.022858632888921718,-0.00454680101469765,0.07082730315402665,0.0362259895126567,-0.1756473795995253,-0.016969510698027566,0.009250692281874234,0.16195129588113358,0.1280317999260245,0.07002741054568923,0.07191463533665461,0.0770920841331262,0.012920174615285494,0.013483281880332371,0.18801453621541858,0.23375212280144933,0.17088981252187826
HALLMARK_ALLOGRAFT_REJECTION,0.025292915543274095,-0.11656685836091503,0.03082743071096432,0.047986593078556836,-0.16056692163549185,-0.31331307995102253,-0.045520870550357286,0.029603595235925803,-0.2945790358246021,-0.09504715619831555,-0.01864591886064586,0.0464911092439178,-0.025236820498205418,-0.02153210354030193,0.03334800364580293,0.04593590492782885,-0.07839314521536067,-0.04970387936881947
HALLMARK_ANDROGEN_RESPONSE,0.061703775829538746,-0.02398833620793646,0.007806577378789578,0.16497879193263387,-0.10332678317308161,-0.33635735438815495,-0.08685695219595202,0.012535639145530303,-0.12724272762692276,-0.12890068286678602,0.044836190093535344,0.08987932963079845,0.05092328145044015,0.04073014979036985,-0.004733461938086211,-0.004969914551094027,-0.03461814202808378,0.05829577891328156
HALLMARK_ANGIOGENESIS,-0.210895665983669,0.05246920422701867,-0.04550525714608395,-0.18585384062726903,-0.14220886476593875,-0.4365430112194121,0.04847070959219437,-0.07316172206070347,-0.27453453574364434,-0.22924331193531206,-0.17304465563578836,0.03210954914529352,-0.023621464668727575,0.007629884691630903,-0.0233881713692065,-0.2519518188786783,-0.31651521299835667,-0.13589391558347233
HALLMARK_APICAL_JUNCTION,0.009522850242540338,-0.06496705605007973,0.023208633215523276,-0.06095692152019417,-0.13562987093658171,-0.33200393092192254,0.01467385824426093,0.0172194142169141,0.08436881955562676,-0.16159808221248334,0.08392365098661429,0.06562670263434116,0.0891256724372751,0.056392991275266764,-0.04133724808386642,0.07406836778152077,0.04764171009208232,0.1828311824886496
HALLMARK_APICAL_SURFACE,0.13943351663391979,0.02735213329125904,0.025140953530689653,-0.010704859064056799,0.11164721170523066,0.32338137820335927,-0.010956443283583098,0.03114845993579192,0.12488654668811836,-0.055437807222498255,0.0798843730417986,0.16278170715406032,0.10217875385644765,0.026848505994924513,0.0018228295479204705,0.019948718497770624,-0.014093267018170664,0.1976187549162435
HALLMARK_APOPTOSIS,0.016536591664346866,0.01477397815809518,-0.008605083144361774,-0.03584884861291822,0.039567131492153976,-0.022266089306978026,-0.004015754176602165,0.022824317988850044,-0.07980062103701643,0.17035115526893962,-0.013859268256690607,-0.08398934703348394,-0.043921979265244875,-0.038164671786659464,-0.021615409743801932,-0.027017525731303366,-0.002608170695964508,0.13050469557550945
HALLMARK_BILE_ACID_METABOLISM,0.03362106805590247,-0.019210267821882385,0.05535718524148077,-0.06967534105654123,-0.07628035021114939,-0.44106279289558376,0.008358450161409271,-0.01180734657816177,-0.03045889797513049,-0.05679919819463668,0.08446453622404439,0.018721540427854257,0.10152684355291479,0.004655720681623206,-0.0085149576244804,0.23440718699428328,0.1629450238730357,-0.002508973880884126
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.008933987479098206,-0.04539921061807149,0.055129898747697775,0.00470829867063219,-0.1357265597386124,-0.2549107548468649,0.0011374872195663377,-0.005481512957958519,-0.2346892850437677,-0.2179895984151148,0.14712982717544562,0.13916238205898385,0.085245989312247,0.05028034421946911,-0.04447193120955799,0.1585905990050067,0.13709805857088528,-0.05787855932583483
HALLMARK_COAGULATION,-0.03732059033857916,-0.014287122427092295,0.0023845415911111878,0.024492976949268302,-0.1610767592688595,-0.40615784266701443,-0.012571828140031889,0.03122031264681346,-0.31234901138806653,-0.14888333441096288,0.012845718143463027,0.03130877921488461,0.07533083146244,-0.017320835505508565,0.011479615748517727,-0.04644505137089373,0.0664476497742369,-0.1218600104084146
