,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.08802051836417854,0.12491583509708971,0.0595989951620005,0.047042154218855256,0.027048234750180915,0.03485731473639071,0.08415199138715723,-0.06728013400778898,0.012032654019264828,0.01299234304589756,0.07460032657811762,0.08077305877880882,0.13549759262399766,0.1594301518977916,0.24250553606311823,0.237491736904903,0.054466475792744114,0.06372597448967292,0.05176958363964574,0.12437054447230662,0.05203057404319441
HALLMARK_ALLOGRAFT_REJECTION,-0.07768289689407591,0.030714309143921904,-0.029049295755914736,0.03704354986268294,-0.004857166490417258,0.0700604559856186,0.15220940121623583,-0.03660559245923377,0.006782863157077166,-0.0017505704430769617,0.0005336020335122927,-0.0041856106319496985,-0.03360960050817328,0.09290600831748055,0.10368750338800395,0.10206684393826468,0.009707018637484154,-0.010984707206943693,-0.02000371023055815,0.03754420283938377,-0.018952680832584938
HALLMARK_ANDROGEN_RESPONSE,0.1930332577300157,0.09438704996543577,0.01653108002705904,0.05456687319605886,-0.013669456805869614,0.05558324821456565,0.11298056533193014,0.030229136244419887,-0.013058788133163916,0.01735292529219877,-0.015891414949628816,-0.04721200569310484,0.10589203577291065,0.1143669188662193,0.18462262323327805,0.15957977536275234,0.024319460526732898,-0.02004971578810461,0.0069117438437366775,-0.06398251826458667,-0.05083672059969957
HALLMARK_ANGIOGENESIS,-0.07750688888904848,0.005564436464839748,-0.15180114904585318,0.03529528883988209,-0.0629272534324217,0.04484574108420812,0.15708413494670567,0.1272693344057648,0.06112310769794099,0.03400783181729904,0.02791594158948046,-0.07098445829238928,0.014021801133020132,-0.029619843877768424,-0.09709362652912967,-0.22259836175929082,0.07653333873384868,-0.03891692972940117,0.010822001353952355,-0.21270598928043755,-0.1635797494839833
HALLMARK_APICAL_JUNCTION,0.14513626041636724,0.14628651173690524,0.0007980387954406316,0.0346022851067234,0.08103720093946072,0.053904643507693105,0.15540275915495613,0.04760591493070738,0.05933069528463492,0.08966459640125994,0.023940536666866425,0.03261510875564314,0.15920219114280437,0.1863755149229083,0.1689618175934866,0.20557991917560425,0.06935684905440115,0.007946823676851095,0.02395410008806652,0.01062575756815962,-0.022635262297263262
HALLMARK_APICAL_SURFACE,0.1524433284753907,0.18943655082518998,0.04207213524353579,-0.0016033095953739637,0.055788673994086366,-0.03442336622149132,-0.09833222014010944,-0.017263455128026274,-0.03556116163605631,0.02206109068284946,0.02166716229009245,0.0848895130130126,0.09552132522991356,0.20311069226199102,0.12461876949405064,0.18431149933054125,0.06564115015832107,0.05858432261442995,0.015088348016146412,-0.04077204694594003,-0.04655073632037993
HALLMARK_APOPTOSIS,0.009055773349150153,-0.018867774785087627,-0.060263057190921496,-0.0026872687892127343,-0.00551700189119078,-0.02136149357982968,0.019637236848821155,0.05772495262123716,-0.004915646621431947,-0.0402651569691074,0.023812626752737834,0.025043617027938267,-0.1084135982197587,-0.020154708451643435,-0.08133843841042686,-0.12405128097999375,-0.0039020609996381957,-0.016902128036177737,0.027087601976681804,-0.047374679274542024,-0.009072387409345363
HALLMARK_BILE_ACID_METABOLISM,0.1799098822810188,0.12882821990960777,0.061946862295080035,0.03318179806930281,0.025561376994950546,0.06488661277776005,0.16979959803252279,0.06767283286354173,-0.021661657569157288,0.012910667245845001,0.04291366169094795,0.15330356809471435,0.19433025881504787,0.20549770310024282,0.21105222832854476,0.20183906167202628,0.00549678688453444,0.08417944700312478,0.04347986187686687,0.22163123490287762,0.056823757574769415
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1005615352421181,0.1594367257197327,0.06461445916383733,0.05812723206812497,0.03310765134586641,0.006366893541186194,0.13289773241613723,0.09847891016763619,-0.05489187913211368,0.09764433205254125,0.12646096258651265,0.10210429471125372,0.12406584624928393,0.14551378820482583,0.18522479990011242,0.23007522365622302,-0.021752730733651287,0.023061551807648042,0.0032842246804475894,0.0689888503184504,0.04164972167830763
HALLMARK_COAGULATION,-0.15370148121715552,0.061298302113136555,-0.04845664949565945,-0.01118507847924806,0.04524030276401769,0.04135640510120012,0.14625224903366232,-0.034844301063201764,-0.04839344917689423,0.04958365614548667,-0.02578750172601332,0.047177573569906074,0.12135428429274156,0.10539676164130067,0.13612436494097294,0.10136092922517446,0.062389906630732024,0.046252656369027104,0.005736732291002461,-0.058926449268907236,-0.0279217293809443
