,UKF259,UKF269,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,0.03411990525213072,-0.00930544716403341,0.02699106643372849,0.05320454715202836,-0.11806812966778617,0.06850733207861447,0.02027652029344214,0.05338354574732676,0.11983723298809318
HALLMARK_ALLOGRAFT_REJECTION,-0.00229430620391426,0.06532217591586527,0.053699075034984146,0.022434651463949826,0.04288639225104959,0.055937983386468174,0.05579510449504541,-0.04655085778633957,0.110238928774381
HALLMARK_ANDROGEN_RESPONSE,0.07818869671959741,0.001460774504150654,0.030466541847010486,0.032108178863894374,-0.03385087090864844,-0.022537424998934116,-0.006618362822595505,0.02426562702053411,0.13436602113773227
HALLMARK_ANGIOGENESIS,0.03493999615127505,0.06140949414246951,-0.00011112637016688095,0.04045014147919422,0.0008679593380164156,-0.010289559272281383,0.08893377067673024,-0.0355426756495055,-0.026699266734750426
HALLMARK_APICAL_JUNCTION,0.033587565462902404,0.0320197732435593,0.06775003509752271,0.02009144043960154,-0.036417532673117446,-0.002343933445668299,0.03936971506159321,0.043164899730484665,0.12250834788756554
HALLMARK_APICAL_SURFACE,-0.008083219316295997,-0.0427341224908399,-0.0043278475528557995,0.04192595918128078,-0.08171867685026013,0.0224222761480199,0.029085511674597334,0.04769427502361518,0.09807677697738325
HALLMARK_APOPTOSIS,0.03316410016004323,0.038112574181349286,0.01172122619363614,0.028569231893816945,-0.01704560975521872,0.02338498893389858,0.0600515389661086,-0.041073103313808604,-0.010373203432826375
HALLMARK_BILE_ACID_METABOLISM,-0.011685176473470007,0.02453758445638343,0.019443474299443573,0.0214709565244481,-0.09847630009701257,0.009149631681466312,-0.038935220171434894,0.04090947893978786,0.05385959880645401
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0043656615559090626,0.012205756147934338,-0.01981477140773859,0.01172684786944318,-0.026028275442303028,0.046137218162773413,0.011883310600778515,0.03531577492807716,0.11573351689155792
HALLMARK_COAGULATION,-0.013335025644058316,0.06347533481949667,0.08343001203082823,0.022992397197724713,-0.09444954064493943,0.030819330188217066,0.06065127570240824,0.024005325188527788,0.11835979157673203
HALLMARK_COMPLEMENT,-0.03966565914049826,0.03101476321012659,-0.020694486929623227,0.05209347468632056,-0.004367892259679663,0.02183833797750142,0.06405326998967037,-0.019116572500568696,0.09097642031094838
HALLMARK_DNA_REPAIR,0.09373523638661779,0.005652183016566396,0.05446810368406564,0.1006979935119111,-0.02317415309628633,0.017636766187672778,0.06715743824590659,0.02633097193656707,0.11566519786487384
HALLMARK_E2F_TARGETS,0.02706945688117417,0.023185146106313864,0.07435326581334635,0.010226906749482255,-0.13907370615641892,0.018830197550677347,-0.0014079036780178886,-0.08456476451105027,0.1061686309387957
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08390856066500017,0.05286012522139596,0.007621862508274391,0.04458356039422731,-0.019470326612400612,0.013996313235828511,0.11282878614771957,-0.03371904140136344,0.034117488934472646
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0026514731727623917,0.0019474088796317408,0.005473035864132131,0.012490572232834746,0.019324561814862796,0.0659560780918884,0.03795534562707676,0.02668005046057973,0.06668655082700549
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03997705952255604,-0.08424016533967738,0.027527388951505152,0.056737846499192064,-0.03243654270314245,0.027007896646780015,0.04942628830093314,0.01454155448450402,0.0927746954396938
