,UKF248,ZH8811Abulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.06039913381120295,0.0692059911791944,0.040810926849399
HALLMARK_ALLOGRAFT_REJECTION,0.030419442869059322,0.12736283167892148,0.01761647160906161
HALLMARK_ANDROGEN_RESPONSE,0.09043355360986052,0.09444264567771428,0.040798780011370904
HALLMARK_ANGIOGENESIS,0.04141567020958787,0.05090598014295397,-0.018733366350595023
HALLMARK_APICAL_JUNCTION,0.06803008570028175,0.06165691533900132,0.021793950750494222
HALLMARK_APICAL_SURFACE,0.03595055595904037,0.07599422785137828,-0.00751350808052958
HALLMARK_APOPTOSIS,0.028672025726698552,0.04833902304520406,-0.003101542245241739
HALLMARK_BILE_ACID_METABOLISM,-0.00934899037802576,0.08639003467385989,0.04094380228828314
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0011997874291768953,0.05870084247628004,0.03221890752531207
HALLMARK_COAGULATION,0.07585797679067198,0.11606781783973827,-0.011522595993274877
HALLMARK_COMPLEMENT,0.08838695689086963,0.14515159051232024,0.04710900922189147
HALLMARK_DNA_REPAIR,0.08727011682631994,0.08282054810096473,0.04713429139631712
HALLMARK_E2F_TARGETS,0.0554661887347976,0.15226830187293042,0.05178108830553728
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08898619915786232,0.06349839189674343,-0.007322224079926876
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.012731507112920168,0.03173391520317671,0.02454086017103163
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06122875504634521,0.09017989386291664,0.08169185638977892
HALLMARK_FATTY_ACID_METABOLISM,0.01895458215333009,-0.016143905774931213,0.07771940881659475
HALLMARK_G2M_CHECKPOINT,0.06676071616745835,0.13017494660382511,0.044613733221764165
HALLMARK_GLYCOLYSIS,0.04481159333678748,0.059022623076788336,0.04872477251795177
HALLMARK_HEDGEHOG_SIGNALING,0.038969300001373955,0.0714709367024373,0.05929833567344722
HALLMARK_HEME_METABOLISM,0.088709607936865,0.05445838978214212,0.041868348001938366
HALLMARK_HYPOXIA,-0.04269534676843909,-0.09912154808506309,0.04075398084010664
HALLMARK_IL2_STAT5_SIGNALING,0.09286720456083776,0.09750414604419638,0.06071100825934793
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.08686653747983358,0.15479199273227845,0.020129109041841245
HALLMARK_INFLAMMATORY_RESPONSE,0.04217040581970966,0.011309582680394758,0.06479126380308806
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.08898920900302161,0.1310447706050385,0.01769310680523115
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.10363875688013237,0.0813920590916136,0.041961532574035225
HALLMARK_KRAS_SIGNALING_DN,0.025362653794001353,0.018354593262268112,0.057411636666235645
HALLMARK_KRAS_SIGNALING_UP,0.08002052611001538,0.13402538553616072,0.04124811735727781
HALLMARK_MITOTIC_SPINDLE,0.07931482871668512,0.06275421785336777,0.04943316233654706
HALLMARK_MTORC1_SIGNALING,0.012306402776514451,0.03969653935305233,0.05283691935747374
HALLMARK_MYC_TARGETS_V1,0.008767335381501686,0.06563659003477726,0.06552145160508203
HALLMARK_MYC_TARGETS_V2,0.033725855765880455,0.07544430940510458,0.00244581494300451
HALLMARK_MYOGENESIS,0.08821562072932969,0.07171180777237394,0.009369514744820335
HALLMARK_NOTCH_SIGNALING,0.08395138630754864,0.10632195963985992,0.006482504281188513
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.01408853596651846,0.04107900431749345,0.04218304974412262
HALLMARK_P53_PATHWAY,0.04425339166345605,0.030056912560817637,0.02393575886593109
HALLMARK_PANCREAS_BETA_CELLS,0.05423029768064719,0.0378965350356739,0.08853210779698628
HALLMARK_PEROXISOME,0.09496620863599663,0.04335318487825672,0.06989919626456025
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.07736946223607241,0.05919484907893242,0.014272832295421315
HALLMARK_PROTEIN_SECRETION,0.09981295455364772,0.08921271425387763,0.07852429520827531
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.07509391888682125,0.01915580286232203,0.02379570671630442
HALLMARK_SPERMATOGENESIS,0.04126453678685831,0.06455593950220159,0.05374786630968941
HALLMARK_TGF_BETA_SIGNALING,0.06982672736013926,0.09442683264738705,0.001812431955522844
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0847134045816009,-0.011736959451146107,0.03230539794393493
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0608818304701564,0.06084090689798734,0.03860049994069842
HALLMARK_UV_RESPONSE_DN,0.03715139828571682,0.07658248177954101,0.02395727836914397
HALLMARK_UV_RESPONSE_UP,0.038609273888579355,0.02080486382095011,0.04310559507720655
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.10510593179157186,-0.010329759656610088,0.012200129782122569
HALLMARK_XENOBIOTIC_METABOLISM,0.046747711318106434,0.07497724343965881,0.04634698114338634
