,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.14989092916082833,0.10618560288014423,0.05248757481625145,0.0014655753514864432,0.0810580598319236,0.03180499902130213,0.05075099382317115,0.01896611933058705,-0.01995256250536495,0.09557529016643804,-0.021410845047871715,0.07807156948026886,0.02453227658795031,0.06052170551916899,0.05074636759768621
HALLMARK_ALLOGRAFT_REJECTION,-0.08841183328799007,0.05313422545849121,-0.024798413295883587,-0.023685196924664177,-0.0056217382934549065,0.14010942149879183,0.08394262525873149,-0.04767866435794206,-0.03224692872858917,0.1503317330104301,0.003787505534540921,0.05296128670920255,-0.047510488393286525,0.03407189648526087,-0.0650976752158466
HALLMARK_ANDROGEN_RESPONSE,0.2021054780408333,0.12463953748046541,0.04151463028526225,0.10968691253596143,0.025156761194002543,0.10665047976802132,0.08240460769173473,-0.03919014313230263,0.03771804303609715,0.038763546691275116,0.010448822810569717,0.09596064389041296,0.0016450920460768267,0.038859006850679854,0.04641382042490298
HALLMARK_ANGIOGENESIS,0.00577912207014148,-0.053337191232519045,0.04890828858807722,-0.108980806263163,-0.10400565754855311,0.12301745985918983,0.08320678755944855,0.13200134665321023,0.13241455594242962,-0.1506777775277879,0.004881969793948909,0.055845500227313244,-0.04192593748854605,-0.02520331901096854,0.03347109615529559
HALLMARK_APICAL_JUNCTION,0.19757204580281582,0.09281871051332831,0.015178013620288283,0.02521536547116601,0.018108075300263902,0.12076074322634157,0.10372620521314145,0.05579791641459367,0.05991356926079811,0.09548360721403765,0.00221956952624731,0.0886522163657871,0.03933352299055836,0.052237902401793226,0.04853739165552738
HALLMARK_APICAL_SURFACE,0.11398282706470975,0.10122691448641578,-0.028711531135806274,-0.020448351037390625,0.04055226690718957,-0.051214158716107794,-0.03752421837853099,-0.03774635881703853,0.055176513629267,-0.007439747737643422,-0.020688070545741524,0.1074483287113969,0.03707072573434028,0.01779934105996476,0.029438440957933066
HALLMARK_APOPTOSIS,0.036205241495592254,0.033512908666059445,-0.005483382905101139,0.06352670727824916,-0.019144238105328237,-0.020005442351680124,0.02398486053547493,0.07035721180508976,-0.07092471326723415,0.098079960103893,-0.06803624144698904,0.012429261134716036,-0.009187126372295181,0.05752532685026823,-0.02531585912125256
HALLMARK_BILE_ACID_METABOLISM,0.12110863011575944,0.002980520746793262,0.020299452220765568,-0.04339864518867614,0.04163265662214747,0.10937830631331781,0.05489994659348517,0.05350174824520945,0.012545760154261799,0.10922379403996153,0.03644181643543018,0.061051755245004766,0.014872716124914212,0.06112362447623872,0.06153503317387704
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.18428281387100773,0.09585134743251189,0.02922432237442719,0.016313071285607248,-0.005453246244572002,0.09294146730844452,0.02419024927910829,0.10524674175774944,0.07802146029629752,0.10061654039901957,-0.030185351081219978,0.049301352319015654,0.04120930466892125,0.07395054043132367,0.015278629871456322
HALLMARK_COAGULATION,0.13665423817191874,0.068324843551194,0.04259294056398905,-0.05042847775493498,-0.036442380789625986,0.1056955623070234,0.05993034988368469,0.005472138932922197,0.00738050861879917,0.10650915227394282,-0.06719349994039672,0.05841443771201621,-0.031378485168195525,0.0365899546276071,0.03335040334317109
HALLMARK_COMPLEMENT,0.03923033863980491,0.06697078672904216,-0.01076456905843258,0.02232981720292649,0.005736063842374125,0.029666540904039893,0.11204672308170076,0.11997861786971156,-0.044563552083758194,0.148949620878416,-0.04410307014196065,0.07264462590464897,-0.012759173167625613,0.06083412626388188,0.02574156307232629
HALLMARK_DNA_REPAIR,0.11113258639326057,0.10427134274277579,0.03709805316793866,0.11448860800827632,0.07019540178817252,0.1152663616881848,0.11116055814413217,0.01632279530041654,0.06733798082091667,0.11165076797969103,0.005951819700806033,0.0835778336008696,0.08328755309579276,0.06480702224273387,0.08219851400498203
HALLMARK_E2F_TARGETS,0.09475133071173795,0.038849931501551645,0.023385921586143617,-0.03904267065336482,0.07548736751906057,0.12988855749880132,0.08848514473893253,0.011288742463984012,0.05643361802493978,0.014237435627751998,0.004885158201743968,0.07854877419567999,-0.03467421081908446,0.07938736205395414,0.06162659794552415
