,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07815795251080164,0.03602359070941124,0.020594828330042645,0.03870524994127814,0.033867690658393665,0.08950744387940951,0.046810226281192586,0.08416653134326338,0.017802312493237694,0.07881077424327323,-0.0014534013493017113,0.0399960450407894,0.11107780986453357,0.06866910835571882,0.17979115480161847,0.054805718844685714
HALLMARK_ALLOGRAFT_REJECTION,0.023944972912719305,0.11321070755251163,-0.03560274110860932,-0.01058724824266265,0.003174786183733408,0.13232539864523585,-0.0599884775177928,0.08556998438990747,0.056818936301205325,0.1419810328554607,0.061163380457663036,-0.0356476524897924,0.0210184356843965,0.045049633703181255,0.15091978058090705,0.03233562870221078
HALLMARK_ANDROGEN_RESPONSE,0.08908382231928187,0.0838338337511382,0.008188802304146047,0.0235151555397324,-0.00935320974854801,0.0871121273129236,0.032417655371731274,0.009022990061686047,0.09088417980493133,0.0619896025322447,-0.058669032309748466,0.040444735095992494,0.07889933464053935,0.02874524391131858,0.0895237174315113,0.07706085777770691
HALLMARK_ANGIOGENESIS,0.03373992426133863,0.027218369820004456,-0.01829755269714575,0.033584697629817944,-0.03375330251244978,0.11010080458807638,0.023800940816198258,0.007037183224715105,-0.015006728836372744,0.12036240551107383,0.005068623693600314,0.03722707167573896,-0.039270815444431846,0.06375913021839291,-0.14612291263382512,-0.022527000167797684
HALLMARK_APICAL_JUNCTION,0.11793255502374604,0.07490436350331071,0.014768092183622152,0.06718727494443033,-0.005478000705780191,0.1334991714835828,0.08108730531954858,0.13427029011092365,0.08426947742980169,0.11317899824705266,-0.010509299077477679,0.06473360709616817,0.09733465529158065,0.07402631277813962,0.14073051016602867,0.056143867270155294
HALLMARK_APICAL_SURFACE,0.010590931916147095,0.016366787731017598,0.023324857570323827,0.014834042959170091,0.02600915570473076,-0.01396014735482543,0.025406260881772655,0.06972696586766575,0.09488035352034968,0.03906898300901543,0.023264246897549485,0.014166335725236066,0.036108212049083606,0.02920471560726281,0.08959514967402235,0.09559635803135419
HALLMARK_APOPTOSIS,0.054108193004122875,0.05142429981978333,0.07115593844161633,0.015815009894870988,-0.06750791154111135,0.04330087399739578,0.12410111513164351,-0.03224963496978518,-0.02102095956615601,-0.061305821765699355,0.04900101784818534,-0.03889363029143706,-0.0076016123927611905,0.06516992146952438,0.02960565227924977,0.030621563220246614
HALLMARK_BILE_ACID_METABOLISM,0.10973969013123985,-0.029425930094754398,-0.013105965544636937,0.010411969019614805,0.010122507706862705,0.11840493802189922,0.08688776082154617,-0.008597200705866467,0.10451908669056767,0.06393883283805878,0.006590534240991614,0.032550187557851794,0.05276903254242109,-0.026196691685023255,0.1454866138315371,0.033396011873584854
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09564426736338619,-0.04673819199833624,0.015257150557168041,-0.019402660741716964,0.045188185023361305,0.06267211024281903,0.08277304328436426,0.06687265587346239,0.1290912457127979,0.06492116776760144,-0.013642322065991875,0.04757459980286358,0.06650314832078279,-0.03589023696557381,0.1305206777192747,0.04676562476032769
HALLMARK_COAGULATION,0.08683381683066653,0.11395536737902477,0.006619888460365179,-0.021787819942793604,-0.11838935136040318,0.11871028121291573,0.04125265705700949,0.11981853431499154,0.10586308690754047,0.11277663037138835,-0.08003343667122773,0.03101496448532502,0.06136975664137266,0.12421883553779416,0.07105235310034494,0.11289911862570633
HALLMARK_COMPLEMENT,0.045025943749610796,0.04307468088642461,0.000741170765660211,0.04038851730296146,0.005901897239096162,0.12192692139722348,0.0704873664925206,0.033749415040194276,-0.012015067900107658,0.11357116467276565,0.04912419149116518,-0.002648095954092008,0.042825888844314444,0.04972202037280593,0.13940624378384708,0.03424695060730299
HALLMARK_DNA_REPAIR,0.04276272491349626,0.04462223005604188,0.05383678618704442,0.031529056676259395,0.03313624213725819,0.11813175914316489,0.07386503632437778,0.1169031724817923,0.04835315956756734,0.10789593232452635,0.02211846703223805,0.04381377103147704,0.10612537731656571,0.07350808998902801,0.19045153915990903,0.0285861101005885
HALLMARK_E2F_TARGETS,0.06433117821931433,0.024387797911930263,-0.008784550263584092,-0.0005336160961182007,0.0684083027327274,0.0901002740138309,0.07661776693864582,0.07937435405620184,0.08200368554832974,0.003466481055436215,-0.05990900115730952,0.048591419720116345,0.035183367821927186,0.07472031071230696,0.15867557615982392,0.06007114550170829
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.1085417781984822,0.12059627026204647,0.09510667594638475,0.0695800702106189,-0.022992954555206984,0.13225855712017173,0.06933672886871771,0.08760513618179804,0.044955329744135596,0.09519175914993004,-0.10129760799691014,0.023997604458563363,0.003114231215912344,0.12109891523254028,0.005190077839196456,0.024202797471884228
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04295967092224373,0.05579695954802598,0.009934122015601815,-0.01915791214687134,0.017825851675810835,0.10995049731714741,-0.037153399520095304,-0.028765742699655913,-0.03302845074138251,0.010622279703820252,-0.057520170870337825,0.05686492086934409,0.058872939768847214,0.06767523741931095,0.12971756276087787,-0.006186321254948787
HALLMARK_ESTROGEN_RESPONSE_LATE,0.09953198131408647,0.03400242239874757,0.032215216206400034,0.017066724964365877,0.03707488326527264,-0.01809388631606709,0.10164909298061929,0.07435881564403282,-0.009137732949373357,0.07996561205761378,0.10736975299499091,0.036997537461441375,0.07472616475314652,0.029733390156922057,0.12169461236719048,0.050384359690706225
HALLMARK_FATTY_ACID_METABOLISM,0.004992303956064662,0.04758728476752489,0.05219371986752675,-0.024724213928034526,-0.04680600017648141,0.06576987476531053,0.056678247462107666,-0.027702972300468042,-0.04100983125485336,0.08418798421565431,0.11107571057665502,0.045760034105105644,0.03059914373716841,0.040516159305048774,0.10038158056883371,0.015438604635891848
HALLMARK_G2M_CHECKPOINT,0.07721284613614489,0.00012552396596893843,0.057590177837937434,0.058415103051497275,0.03357103530504611,0.11389919752036927,0.07885843741101908,0.056434174889060634,0.08864552200412337,0.033841453390046836,-0.04371457003758223,0.08232716768001974,0.04607321669553975,0.038808818732207005,0.139613525292717,-0.010043021843564853
