,UKF259,UKF296,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.012405629329251445,0.0030232919040205997,-0.018436312410581714,0.17429303866387696,0.024699156821494997,0.02364897170126246
HALLMARK_ALLOGRAFT_REJECTION,-0.050711499826087414,-0.024925489061923354,0.04276945737664984,0.029097506629761762,0.024744418095938848,0.10844046071210367
HALLMARK_ANDROGEN_RESPONSE,0.05302428017945942,-0.003025260416415918,0.07654094607195762,0.02349691841417284,0.009088825349356833,0.06694982980062296
HALLMARK_ANGIOGENESIS,0.056194270948146295,-0.011762311550716074,0.08024158945539175,-0.16524099271543258,-0.023941950237460787,0.07744220299821022
HALLMARK_APICAL_JUNCTION,0.005979690654406973,-0.041862646465164924,0.02607239803042396,0.18832406249553418,0.04107540769706638,0.12235283062328874
HALLMARK_APICAL_SURFACE,-0.015775042258585472,0.052650309603490784,0.008903379551336969,0.1465191299077695,0.05998595298162702,0.12364552444873265
HALLMARK_APOPTOSIS,0.030464449121454896,0.0424822793859793,-0.05622832462183654,0.11307795004398176,-0.05556191474929413,0.0019984360241533648
HALLMARK_BILE_ACID_METABOLISM,0.004696732601008709,0.014210286142479286,0.04913355728257779,0.1338508273140997,0.04559990673132205,-0.0321344377062871
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04637756392843164,0.0010291331633441167,0.027785675398735023,0.14820038642338934,0.050550426187509524,-0.0391048936007934
HALLMARK_COAGULATION,0.020094992985406665,-0.029342772182840492,0.022001033925178767,0.10669170451784771,0.03155526546681868,0.07951035622427521
HALLMARK_COMPLEMENT,0.013511942552224382,-0.02418716447553622,0.03325029691844797,0.09593580984892837,-0.020982803075627277,0.0033406468659270432
HALLMARK_DNA_REPAIR,0.03039340795540399,0.01098746413649287,0.03277151761180479,0.20470916445144752,0.04278226758450731,0.017025715659739336
HALLMARK_E2F_TARGETS,-0.0018359427160629957,0.006349174864771077,-0.005453769830904777,0.11319788354902971,0.022601367099990617,0.019502634654576412
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.02965697823973374,-0.041257354488245794,0.008272404726570285,-0.01678318275764989,-0.05252119166685872,0.14244980275810817
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.023537163035814,-0.01961912310371983,-0.03980970391936795,0.10441360592671269,0.029245930965930023,-0.03346652084638201
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.00778496680846361,-0.031433723641181265,0.09199969334133681,0.09991144547042753,0.06159551398850246,-0.04986620973483871
HALLMARK_FATTY_ACID_METABOLISM,0.049306224525811036,0.02412770275937489,0.0016040769092807929,0.15737372163703184,0.01249352835328687,-0.009841229954628633
HALLMARK_G2M_CHECKPOINT,0.024646945856244717,-0.008086773833215544,-0.03445096598601449,0.024835611936557887,0.03886442009069461,0.013262172986657416
HALLMARK_GLYCOLYSIS,0.04392844072189341,0.05588538665262328,0.0545934015735026,0.0878570060082757,0.05098227395210805,-0.0007546956129153049
HALLMARK_HEDGEHOG_SIGNALING,0.04856680808266185,0.06335120017363861,-0.033532603952345905,0.020378077635803536,0.01588277246376075,-0.005294227015640041
HALLMARK_HEME_METABOLISM,0.02911918592285072,0.006668803787576946,-0.007090471717275279,0.1582647294863039,0.0390749168561275,-0.021235671200219495
HALLMARK_HYPOXIA,0.04361112408931262,0.026992961344515377,-0.0017716139344881425,-0.054196466430780944,-0.01678081451842762,0.011192764984242301
HALLMARK_IL2_STAT5_SIGNALING,0.07909248393970324,0.012656946255147964,0.11620279670229568,0.14854838385016716,0.07414763347347313,0.024174313618799778
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.04775827763502776,-0.06489582472818607,0.10632344872917172,-0.11835418118835227,0.058287016464755564,-0.03826860896420165
HALLMARK_INFLAMMATORY_RESPONSE,-0.011142946711461025,0.00855089126484199,0.02926126427324417,0.07456421066779294,0.018771838850144187,-0.081003317305758
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.012804298168529068,0.004342828804998809,0.027846179195533057,0.17393858143873658,0.05689089271390104,0.14240972036516975
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0046478567372958786,-0.03002569097118968,0.023930576052336172,0.16235911374683748,-0.02732401091372456,0.0014197994328073206
HALLMARK_KRAS_SIGNALING_DN,0.041578005539447155,0.03770393226330529,-0.028631307037048616,0.1595750317961327,0.05193174570979091,-0.022821683753979253
HALLMARK_KRAS_SIGNALING_UP,0.03512436308286493,-0.010656517772392815,0.04706973230328947,-0.018552540897145087,0.04500133397559097,0.08447333180378888
HALLMARK_MITOTIC_SPINDLE,-0.0064676558929765504,0.014060551277228984,-0.02295487950535826,0.1573103768770749,0.03568380915129125,0.06863482116926657
HALLMARK_MTORC1_SIGNALING,0.056202069102016104,0.018410199141603318,0.09755935452645274,0.04037825137092868,-0.02759785063262872,0.044943404135080064
HALLMARK_MYC_TARGETS_V1,0.04883639478443083,-0.025460208063495648,0.025586689800075047,0.13240653260825402,0.040762413241702836,0.059210995709207445
HALLMARK_MYC_TARGETS_V2,-0.042136838424937026,0.04193934169465866,-0.03433787383328852,-0.02633295218239625,-0.04545812227167828,-0.007318788663920932
HALLMARK_MYOGENESIS,-0.0025137206101234094,0.007975479138914185,-0.028819164762271848,0.18194265896993644,0.039490078918287395,0.13574630386419775
HALLMARK_NOTCH_SIGNALING,0.02138657360483375,0.012746600857910882,0.05665651967828731,0.14407708687494736,0.0784424482847686,0.07220082510605125
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.017144321761113315,-0.0031946698707671336,0.035208867507363524,0.1443035102129661,0.0462440062033508,0.03211800375381683
HALLMARK_P53_PATHWAY,0.038868729261702345,-0.01630496543354422,0.056799005381800764,0.18486429930764123,0.04539946649871401,0.015262789160918354
HALLMARK_PANCREAS_BETA_CELLS,0.01763108806885736,0.050810805504074,0.025926680900608273,0.17901076498403717,0.031124978720376097,-0.0003350214773604386
HALLMARK_PEROXISOME,0.011437738048394309,-0.0469975050284369,0.09277091672833078,0.08174633297383925,0.05353046211035835,-0.018003597713710854
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.02719495573094751,0.04655473873240096,0.008692482378007058,0.16912661269872675,0.04693163126267556,0.06673123024306818
HALLMARK_PROTEIN_SECRETION,0.03779435180288343,-0.007866995745189627,0.05582448178042775,0.18994685043056067,0.019026188535314598,0.024877279696236865
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.08630957994995088,-0.002743973840930784,0.056333540172950856,0.06876351681121773,0.018183087443004786,-0.0010821808159300868
HALLMARK_SPERMATOGENESIS,0.03932309342355671,0.03837235509493299,0.008386242593058311,0.15537248294008993,0.03948880534752757,-0.007415585424635975
HALLMARK_TGF_BETA_SIGNALING,-0.05596332601457905,0.013855034369216855,0.04244945295850991,0.06584991989087438,0.046720862178656876,0.14444358335255586
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.008009146851400332,0.018352663798428228,0.0500478878012203,-0.0010673705982169456,0.022002849358115258,-0.12054756732303377
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0335694287101682,0.05832627580374647,0.052660713466411546,0.19997505508006103,0.044797843224683484,0.059576977222156664
HALLMARK_UV_RESPONSE_DN,-0.031200065809705475,-0.030627327354371632,0.01214638772042273,0.14874084482677735,0.018074521724788673,0.11600432300091186
HALLMARK_UV_RESPONSE_UP,0.0443313627427571,0.016574300971620163,0.08059977286457833,0.09945429226214833,0.019918485768098335,-0.007347168696543977
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.02167559837500336,0.012368569724086115,-0.034290140384665595,0.06032626821557129,0.038026774997525416,0.05120499136233838
HALLMARK_XENOBIOTIC_METABOLISM,0.00737493403643984,0.041488561386004166,0.05746986812498547,0.18528167975386833,0.02790618266372034,-0.026644747381089778
