,UKF248,UKF251,UKF259,UKF266,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.05301128023258879,0.016009377888407235,-0.01956899738835008,-0.03361825572203328,-0.08763359479542512,-0.16843926539859605,0.033777559432669496,-0.026134579327819193,0.013861109284342307,-0.0874548636895728,-0.016752297535309567,0.012674403753995455,0.002259296507563404
HALLMARK_ALLOGRAFT_REJECTION,-0.0026789276351593086,-0.005678689661446014,0.009325676810864053,-0.1288302009450188,-0.07368046034373305,0.2582967365734635,0.022058705097866085,0.03954895103058758,0.12361113447165552,-0.09267557325773414,0.03659369045729229,0.1810361221525867,0.2363680893296173
HALLMARK_ANDROGEN_RESPONSE,-0.06984511772913163,0.0332728934318236,-0.0065593461905716285,-0.04131139564419532,0.009191769047587768,-0.0025885043577964667,0.08071771966475813,0.05907411602828329,0.06680273813534054,0.007449475969917284,-0.05031137068763801,-0.06041895766575825,-0.018419199308231073
HALLMARK_ANGIOGENESIS,-0.032810465851400766,0.03527139923611246,0.091276217710988,-0.15620818052273489,0.15205479718804624,0.14633852805869985,-0.037227939020267616,-0.10351182865388805,0.026863847564789777,0.08544802637017226,0.06796636346913221,-0.009850594738212348,-0.3774285927197492
HALLMARK_APICAL_JUNCTION,-0.061064986542736406,0.051437890639475244,-0.02213304810358777,-0.09041595112262323,0.10581178244004895,0.022973022628531924,-0.010527607703772321,0.021590816753498145,0.07709853030457783,-0.03294771744632433,-0.05445048582511615,-0.05058233772831582,0.0006556288419662417
HALLMARK_APICAL_SURFACE,-0.03585637600676703,0.034920574705447995,0.059090207159879324,0.08927295591826731,-0.036607852726832035,-0.20255769539447482,0.028680292394131723,0.021732771719636286,-0.10601067498581496,0.021131338106147635,-0.002542466041452951,0.015326026658562003,0.1058316214373983
HALLMARK_APOPTOSIS,0.0030055653896210862,-0.03331404430195942,-0.06045555422919904,0.05280203504122377,0.06425359174697871,0.10249475512229865,0.018555095137881367,-0.08447987206414222,0.020519818819449188,0.05271130615182342,0.029483418076517554,0.12447463183187847,0.1774621986108666
HALLMARK_BILE_ACID_METABOLISM,-0.017455267019304985,-0.029118892706325828,-0.07031035477987845,-0.029430491428527848,0.11821007643735826,-0.10662619556632733,0.10309921635921344,0.02242112527300542,-0.045481363627200885,-0.03158596225731416,-0.005368173488149816,0.05724900793436501,-0.0658696506223311
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.062387029109313166,0.01833482460311693,-0.036912258718657116,-0.09551973511130069,0.18288764054801873,-0.021772234063248512,0.02615396807368675,0.051202031594220286,-0.04668176736931057,-0.004594557630506307,-0.011770047547449656,-0.15433333248037986,-0.08580676166027594
HALLMARK_COAGULATION,-0.04446144123227651,0.05937083682891533,-0.021546120961444884,-0.06925906479411202,0.014396148551961545,0.14266085002340323,-0.03373381943603406,0.06752013291571407,0.1183421354926455,-0.0332027649323157,0.025182465667410562,0.11966506079561874,0.09081089861666564
HALLMARK_COMPLEMENT,-0.016064684798642342,0.05074075321399428,0.02023355447155639,0.009917330394789278,0.1875019089491056,0.11420586387747438,0.017437853609902233,-0.03367355488792313,0.03988048601576027,-0.01941617529570718,0.06861091016879468,-0.08298211973377106,-0.017733049943827853
HALLMARK_DNA_REPAIR,-0.04844450851583966,0.04402429741990413,-0.053089642015750234,-0.05921213883208964,0.05031255721230425,-0.10657987211457498,0.017603366229539095,-0.020287535845328216,-0.03668401438103047,-0.021493196182385908,-0.0445641555964009,-0.09533840685709136,-0.19605585253148017
HALLMARK_E2F_TARGETS,-0.045929310641242435,0.021670392996715873,-0.007757620911936095,-0.10863245271393819,0.1261675287756679,-0.13916558570364268,0.01104789300648393,0.0882177948740827,-0.02902584342191384,0.0011001230147151795,-0.051940625133542286,-0.08185377624081004,-0.1217017375978016
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.05405877857943331,0.08675267308853435,0.09522150232900746,-0.09330578692375595,0.16304746869806172,0.09939545908762636,-0.12310523971007065,-0.05925598797037169,0.0453181316941377,0.2971219783386355,0.050426394895050505,0.08941349455488451,-0.17768796635926204
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.07058226736816167,-0.0019189853633201153,-0.038387789523277274,0.03999941438780052,-0.10214779283798127,-0.23543038319926984,-0.07382526775755945,0.021338292392639884,0.1082838154485666,0.06318615954438882,-0.016569835060685118,-0.02142828392451876,-0.15721622440150365
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.04761350894434885,-0.024255107287978923,6.908760933086263e-05,0.03203952496022662,-0.007995336316247647,0.19504813667688703,0.05698104629938412,-0.034720295664481766,-0.03783657633574179,-0.06582312980210933,0.07488291032982766,-0.10671891080900459,0.04855070933318533
HALLMARK_FATTY_ACID_METABOLISM,-0.09581690613287135,0.04442909745559411,-0.01602380253821832,0.03309467674016648,0.07257521593542826,-0.0610361927051292,-0.1579950122805256,-0.035084998641673464,0.11473801822821608,0.20258671664284558,-0.02628524359475231,-0.15146922833780926,-0.18939127951748524
HALLMARK_G2M_CHECKPOINT,-0.013352144277877736,0.031340934557255194,-0.07898599019555057,-0.11256251131391996,0.14784591875602865,0.02390124391728033,0.047947250273115576,0.05477488153972424,-0.01886434767356073,0.03539407834256054,-0.07841881112808353,-0.21412908406958855,-0.3431381566004196
