,UKF251,UKF269,UKF275,ZH8811Abulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.031405192400679696,0.026944786791690004,-0.0018521580986735806,0.049134079543999044,0.07040459095866172,0.062353359510692534
HALLMARK_ALLOGRAFT_REJECTION,0.025272173984445166,0.10817126549992187,0.07999668869197822,0.03399267530422721,0.06187841226865159,-0.010367494124538171
HALLMARK_ANDROGEN_RESPONSE,0.08015619027779612,0.11506870855179788,0.0644396999233931,0.028626848987142663,0.04557008033790054,-0.023697572606829462
HALLMARK_ANGIOGENESIS,0.06056945915305944,0.10447085271899013,0.04942238044336651,0.00038991709341456725,0.08426076171112454,-0.06531418868020951
HALLMARK_APICAL_JUNCTION,0.053730013033169335,0.0912149042532939,0.080463158884077,0.046179972458483355,0.018637610184923995,0.0011071409965929902
HALLMARK_APICAL_SURFACE,-0.05790259369768666,-0.04306389223393394,0.02614207975159471,0.07819933701086633,0.04401742290995468,0.029445516658482784
HALLMARK_APOPTOSIS,0.0066167749132628444,0.06637507225897579,0.04804632396928135,-0.024463477391674475,0.008184603129987391,0.05067213766718361
HALLMARK_BILE_ACID_METABOLISM,-0.005062823345664185,0.1286742507713748,0.05550976427519414,0.013981333889844025,0.09631418033241024,0.03044201677717496
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.025629418934286476,0.0987140978942889,0.011906482031987303,0.07154515300538812,0.01777293305194904,0.05796985558097565
HALLMARK_COAGULATION,0.024500805794229565,0.10767566245575648,0.07528922312692117,0.03200778880179849,0.02558845545636367,0.03077561991025244
HALLMARK_COMPLEMENT,0.033908610165533086,0.0859993460809986,0.03725558466808436,0.0736443091794366,0.04152310433975011,0.027508342343591015
HALLMARK_DNA_REPAIR,0.037153652569219035,0.10033202962628905,0.11546149953524616,0.06004584240618623,0.020363782291849715,0.0420478882296587
HALLMARK_E2F_TARGETS,0.027525073114668345,0.10046382684206594,0.07210514781781836,0.09292448348672937,0.05339773783117211,-0.012279467617452798
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.056370813555653106,0.08799808207113458,0.018760031493525262,-0.01954333192788059,0.014446262366513406,-0.011390652831728845
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.013661449914434997,0.028279583974319025,0.003991218268034863,0.03540803932583473,0.04004574039910641,0.04497745877707045
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03818124090488897,-0.02810397233195062,0.11220638547057271,0.058145388828049455,0.05329321447298944,-0.010709266351799824
HALLMARK_FATTY_ACID_METABOLISM,0.03814167894373261,0.09084727876657202,0.058879004476333444,0.04143062991892352,0.008348729818330425,0.001354723901343511
HALLMARK_G2M_CHECKPOINT,0.050565644379507925,0.10473548757986603,0.08947218899157912,0.019419674889648526,0.06105406837979296,0.005092884061536783
HALLMARK_GLYCOLYSIS,0.02754444170966834,0.05614280856243383,-0.02608580611927834,0.05481637642941608,-0.0031617267042963427,0.02178458147818218
HALLMARK_HEDGEHOG_SIGNALING,0.06450499656773463,-0.0802485867896515,-0.02703234764092618,0.05327299861733922,0.04982556854914272,-0.0019374423945539769
HALLMARK_HEME_METABOLISM,0.08752708584724277,0.079445021416948,0.014400629114618603,0.041787045166650376,0.04592921681652267,0.045004898931151296
HALLMARK_HYPOXIA,0.02025072060343756,-0.07474128558427848,0.003595654822315665,-0.047935699130753635,0.011711125210936209,-0.018784671362088105
HALLMARK_IL2_STAT5_SIGNALING,0.05786940574117451,0.13711957710712103,-0.04740964678372705,0.08130056176725878,-0.003292058490893083,-0.007006289980109175
