,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.04816403098538359,0.030771918154821706,0.0037414246314210384,0.007871487770551019,0.015112858077284422,-0.0027578585472524254,0.09273746549921431,0.08262713656533514,0.024051478442830575,0.08945632822129865,0.059047704010625826,0.025725980331452552,0.11062033730973747,0.08902689881615154,0.06446653687927596,0.05194093167379475,0.07368230607082898,0.07916669954214056,0.06671956753835874,-0.00029169050801169634
HALLMARK_ALLOGRAFT_REJECTION,0.0001907031669483795,0.026662824098443397,0.017281008416481888,0.013569401109125048,0.04722921198154903,-0.07518107570991926,0.13401776462032314,0.11374618041477805,0.017224140063001395,0.04480981106771597,0.06521526165833137,0.07897217910181253,-0.04319696847590137,0.0421033132012348,0.1031593229585083,-0.032009189954954824,0.05142842526927639,0.08307806734013379,0.029224658145939927,-0.0713439286044927
HALLMARK_ANDROGEN_RESPONSE,0.04237151470534247,0.06569565080422791,0.017870264674125183,0.009995713977067566,0.040610650621026305,0.01499302617095798,0.11164901236386468,0.046657863994754786,0.014304484321566927,0.09770447795767494,0.06367134312694595,0.016123807138238164,0.010839855368102369,0.05126974203408292,0.03821404296446373,0.04498987443886664,-0.018888253264208836,0.13098049931515834,0.04500997017351047,0.016677948753975495
HALLMARK_ANGIOGENESIS,0.008665393168036451,-0.007078638870908774,-0.023619119363998423,0.006748295990185263,-0.07222744322947117,0.05644858116170811,0.10932037431990387,-0.0019332546407948676,0.05865682103317476,-0.07765824830286121,0.11993033680170774,0.1034076807717191,-0.05566583321156203,0.09296084451155796,0.024255400259679313,-0.02293726706417307,-0.03894995692546007,0.07286081160012427,0.021155856675934046,-0.05963341262108195
HALLMARK_APICAL_JUNCTION,0.09578878951124573,0.0473573092281552,0.04125939072518564,0.08075322966322386,-0.00020391294437408603,0.026406447916289613,0.12943797155350617,0.05830817873702784,0.0483506361341535,0.09204163306491922,0.11632700735272863,0.01947669950162527,0.034391359086132105,0.07610967099514189,0.1391452387775048,0.05000859098007697,0.06681762427887923,0.11539077147833521,0.08338207228942879,0.02023628774731042
HALLMARK_APICAL_SURFACE,0.10499359648094563,-0.0008824310946628722,0.04683601766146438,0.032498874684785926,0.062270467331894,0.04477122071017906,-0.05512577012835581,0.06126921207678951,-0.017943216912731926,0.056587799753275256,0.10040339960336124,-0.05282021201695905,0.05426079396786601,-0.017676756141347193,0.06743150851011116,0.07279364790640615,-0.051821895461408224,0.142622629813569,0.04602743370505057,0.11790163914351746
HALLMARK_APOPTOSIS,0.024078840730733478,0.027917803556726833,0.015030941540009186,0.10298653339422424,0.011727962565963668,-0.01112625438697338,0.024562711144494587,0.0486869108879483,-0.003143064463162366,0.03480184861558667,-0.06206578995331559,-0.0036502185563763397,0.04437744034207147,-0.04054911352260011,0.07603796047460462,-0.011088848679046295,0.03534361154565731,0.010810268035396066,0.03585234267624786,0.0866459040931085
HALLMARK_BILE_ACID_METABOLISM,0.0090190507777208,0.030232491630027333,-0.05015004156007772,0.05381788225334968,0.03910572928405638,0.006100452842001104,0.10687683065703106,0.08636697675829892,0.05889689017618935,-0.007364475560889222,0.11485552789471844,-0.046719934149726194,0.11176736297074413,0.027187633738629303,0.08394799232240228,0.07639423087984465,0.07777518406355768,0.010357157951835042,0.02818986639017358,-0.0009993884453253603
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06306864466245818,0.01222537154128646,0.013274816067879749,0.10921845763573353,0.02430310124264147,0.07719998891439804,0.11694042824334512,0.020856604668816964,0.010148139569246754,0.11223648946470845,0.12002922305327304,0.05381373975433435,0.08146868461465538,0.06692905402579577,0.08141444911700757,0.024792725172820922,0.012426415900649563,0.03822579884962775,0.01618962762655018,0.1682155837343011
HALLMARK_COAGULATION,-0.016567836675126388,0.031299371853399295,-0.018621595658846444,0.09493652026789748,0.07843133804580928,0.045222016390096084,0.1395029252844904,0.07238671915023517,0.04816055393630206,0.00013442343855979693,0.09259777849409344,0.051089075715370066,0.05749671431742819,0.01367679025273241,0.14080878811018338,0.020862033852002086,0.018062131893030065,0.1133019621644317,0.11043616972598443,0.11194105102395847
