,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.004981186607806655,0.058007331698109156,0.02655199862612751,0.01414780369368259,0.011110119519338393,0.0807221815081313,0.0713037264981858,0.02405453307981109,0.021275501738412868,-0.01689902299358174,0.05121018853449765,0.09689059889984321,0.05817536989001463,0.1536876610955705,0.03846888469582538,0.11655918778724295,0.08498425234851192
HALLMARK_ALLOGRAFT_REJECTION,-0.0033692877197473835,0.06759825523998722,-0.007964494109672059,-0.06743242874411294,0.08194924216154273,0.14452578540139022,0.047369169339364504,0.004913338920833429,0.033489731584960644,0.014839429173574883,-0.008332062900151765,0.06189161917518238,0.032146485504188735,0.07399747436160482,0.020672717566342515,0.07695779678538275,0.02962937163286928
HALLMARK_ANDROGEN_RESPONSE,0.03900123967220744,0.010777071038588805,-0.0345429282749097,-0.0035531612838180064,0.10715646005271781,0.12612032625555453,-0.02960566967808527,0.016229955506775882,0.07154712644609072,0.010129561141683317,0.0008709289660860537,-0.00851899184837999,0.057245986399690155,0.1388601001982776,0.07348255931951843,0.02132983463656788,0.0023976961281294367
HALLMARK_ANGIOGENESIS,0.05382352913605772,0.009215010122359184,-0.008851245409913718,-0.053822687966451135,0.0942711172489414,0.14276800862614566,-0.0338039855725003,0.029531970890613452,0.014742415703824636,0.011860073254412521,-0.023124691579514363,-0.0272951598082297,0.06344436251616,-0.09684208460639232,0.08348595080779785,-0.1259828823973345,-0.027763949176592972
HALLMARK_APICAL_JUNCTION,0.03507761987784238,0.0497681563812843,0.04900503280597645,-0.0016997180012410578,0.061578240207993955,0.1659455451637012,0.017467022745734386,0.017854309316252866,-0.020800381829313878,-0.03279278485789747,0.019081712296022523,0.14124569627027508,0.0389615298624236,0.1574621949381379,0.01296281964964048,0.044285626749284886,0.04731697343433535
HALLMARK_APICAL_SURFACE,-0.03601042768998839,-0.09218392893034039,0.03217064931256194,0.00934403898614661,-0.011707553163655317,-0.01846610789931362,-0.023648164802135774,0.001334433657375355,0.02879039543028909,-0.02615565242551101,-0.08006421947896196,0.11062770017954557,-0.01976467283488993,0.14121848072368612,0.05668829098653681,0.020516553621220388,0.025622157607303978
HALLMARK_APOPTOSIS,0.025883724726676584,0.01650849244988122,0.023055039695292434,0.023500502451563286,-0.03240936323631399,0.06219688213987561,-0.054841713779564434,0.02801316800857236,0.08549264075417731,0.026421241743992754,-0.01954228883549479,0.006523698278821117,0.05314138266894641,-0.05640360056434191,0.029687359064435856,0.05450749252360763,-0.04414733212947933
HALLMARK_BILE_ACID_METABOLISM,-0.029922940652427687,0.06914393196693361,0.04585918241271253,0.02628585040386916,0.05547697606053793,0.15434006728720467,0.010410487967128998,0.016456093693735397,0.04696584856519396,-0.027299533336278752,-0.022847892443984046,0.08813507297719746,0.034307458339907164,0.18334173863931671,0.04669150688888694,0.13551455954438493,0.11164715659915543
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.022992321545699784,0.08993027089935754,0.02102070740402906,-0.03104775151282575,0.08855451336193798,0.06994044674200928,-0.03395620683121852,0.03688738264045032,0.10372012924603025,0.004447481648302086,0.0774276492590077,0.1580885628157012,0.051838559130074,0.1615298616662289,0.05678266814375643,0.11079315518040517,0.10469262528964843
HALLMARK_COAGULATION,0.022952725584120006,0.045603224800307075,0.0041425015154192436,0.023041735212438318,0.05539787019889666,0.15360518827847566,0.00030129210774448644,0.024685508100762907,0.040790122122361015,-0.048528610668449865,-0.00726797298483786,0.12566098895486996,0.059820148209129884,0.09332430350674485,0.06459815236064322,0.047691074481050394,0.02425726423692895
HALLMARK_COMPLEMENT,0.06133456663794204,0.0008686711921676689,0.061673800568374015,-0.019439685178174484,0.04431830427493531,0.14600889429666639,-0.0240716534127114,0.02819773887112135,0.07884870609128243,-0.0026658661599026847,0.048135001949110134,0.07273670126694932,0.06274358030118345,0.06831844913417699,0.04353182168162123,0.11178927114555329,0.053879392074849194
HALLMARK_DNA_REPAIR,0.03884325194818269,0.06829460666638532,0.021216229086665064,0.022015777030324504,0.06551098484242103,0.12853381972143615,0.04988270333449439,0.04639955416759898,0.009134919282920364,0.01204753518607448,0.08304667274030007,0.16327912854512971,0.05400635499998706,0.16271220657180333,0.06463754599963367,0.13058552334371903,0.13486640311746922
HALLMARK_E2F_TARGETS,-0.021834956315864004,0.0714642997450536,0.03476591379252129,0.022876897252313053,0.10451544376491347,0.11780271676854812,0.020235572819047913,0.02635075407296391,-0.02006654179251889,-0.011578912843486859,0.04846620710681406,0.06819452181045184,0.02705062711530238,0.11468556678446462,0.01611408975281435,0.14039162946679798,0.09915322718806895
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.10016127987029068,0.035090085605605253,0.022298690416797894,0.021226254331243668,0.05867729517449013,0.16975965126919285,-0.043299770367790306,0.03767421398848611,0.034391824428688156,-0.00428653276622538,0.017356551100303163,0.08493692769931742,0.038665662747118024,-0.06685749518588968,0.041926238953633795,-0.007978885483560917,-0.002712884552535653
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06532347584570246,0.05119320349167646,0.048118568835483634,0.0452264390328161,-0.0010869810148784415,0.05695410772599611,0.026900422723894913,0.03573299990481513,-0.02373991574484135,-0.01917913723653901,0.028329726639148036,0.09750335503389955,0.03165184924177942,0.0751291033766366,0.03346933643610896,0.10859524095351102,0.0896330399105459
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.030654271067628112,-0.0038145576481385625,-0.013691889688681017,0.05638161793874716,-0.011777375021388807,-0.0174104792195721,0.00775943130748557,0.007202468114498747,0.017413865267799478,0.011485436556300577,0.0666788959865616,0.025632927809962736,0.09056883533668109,0.1200170607922599,0.04272424218607546,0.1042434460058262,0.07743003387766885
HALLMARK_FATTY_ACID_METABOLISM,0.07808382269153458,0.03213513023522217,-0.003467402838371747,0.017283208520132876,0.037188475786725766,0.0705377308610145,-0.0025433214487904274,0.005459067298748296,0.011681185524164212,0.0039873836205404235,0.02850642775811587,0.019602200972987014,0.02784553409849478,-0.01579700673068711,-0.033868597003984514,0.0672909441844003,0.05027230604168221
HALLMARK_G2M_CHECKPOINT,-0.012277260660095568,0.07343220416129645,-0.008872059384565301,-0.010029973433200045,0.08124579871896222,0.14213332591322694,-0.03784071803293689,0.01587918624506632,0.09672042542305097,0.007966457096957672,0.03716864518850815,0.08662277023994387,0.06853581525613242,0.05984681177639542,0.050476017698405005,0.09772159315320877,0.05126841595381872
HALLMARK_GLYCOLYSIS,0.07079369779419624,0.030846415609230935,0.0033015049730631654,0.038650860401689836,0.04640484418895446,0.11527648965350791,0.008739206626304355,-0.0009436132580483809,-0.02478818858212505,0.023413636147636384,0.09073352677468996,0.1154846772132085,0.03376656480733801,0.07801898812130002,0.04820155130064247,0.10807888449584424,0.04743182878008705
HALLMARK_HEDGEHOG_SIGNALING,0.009864501726766001,0.012365860019409869,-0.016923511017516036,0.06927249993709898,-0.07516280868833713,-0.09308649954641451,0.06646278779274195,-0.029777300450945298,0.004246292031718385,0.018000742757123798,-0.01577750952415114,0.10855689458098809,0.036857987807190316,0.04411736029179293,0.021829030718993732,0.04688284791620911,-0.013942500281300107
