,UKF296,ZH1019T1,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.08485627196816897,0.10382850757720766,0.09903856250190142,-0.03914193054021617
HALLMARK_ALLOGRAFT_REJECTION,0.049438180970073936,-0.029279918845208894,0.0878338645030832,0.010701702958824763
HALLMARK_ANDROGEN_RESPONSE,0.02273364928888594,0.030005867035855407,0.09171615558686692,-0.0027075695269174597
HALLMARK_ANGIOGENESIS,0.10418440593433205,0.061911640191497384,-0.07401872288278033,-0.009165422905935385
HALLMARK_APICAL_JUNCTION,0.07949234612889977,0.04122717203664892,0.10495834764933366,-0.013602389834935879
HALLMARK_APICAL_SURFACE,-0.08765268458524109,-0.0368576795628512,0.04013454034732397,-0.006050929047361874
HALLMARK_APOPTOSIS,0.033250199195504156,0.10825775930128959,-0.049746044424816414,-0.057416023224478925
HALLMARK_BILE_ACID_METABOLISM,0.11613023147650144,0.010980625352461464,0.037987135533562484,-0.09260953738112122
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08298709634066476,0.10727588922438429,0.1277893709583403,-0.0445552485444482
HALLMARK_COAGULATION,0.12153982161092608,0.023409428846053376,0.0809167206790859,-0.0872803845540484
HALLMARK_COMPLEMENT,0.01622827812695463,0.03182413741015461,0.056758566073939275,-0.03405383331762848
HALLMARK_DNA_REPAIR,0.11684646800471683,0.039716305894421246,0.09909535467719935,-0.0008518178393672302
HALLMARK_E2F_TARGETS,0.04196650369598839,0.0023631326288084706,0.06420473772692192,-0.006532882665501101
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.1457794425615755,-0.0038632133278248193,-0.03391385025404173,-0.028598820865196942
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.01590920190819981,0.08432413499450732,0.049694368132708486,-0.07269055245956083
HALLMARK_ESTROGEN_RESPONSE_LATE,0.026579034336779585,0.06350901908600103,0.07574368933051952,0.022488332697930293
HALLMARK_FATTY_ACID_METABOLISM,-0.009479713233948165,0.06346958281961912,-0.025954354404907325,-0.004117887812242832
HALLMARK_G2M_CHECKPOINT,0.1119716680249011,0.014854420384310618,0.008908675677407926,-0.008152391105609743
HALLMARK_GLYCOLYSIS,-0.0490060496331981,0.1189261416159885,0.04985156960791928,0.05462494952638792
HALLMARK_HEDGEHOG_SIGNALING,-0.08994858845395096,-0.045482761571219596,0.0946401984439822,-0.002544842402146389
HALLMARK_HEME_METABOLISM,0.09110937262176275,0.05019182360123501,0.0639391558626385,-0.024569217479335246
HALLMARK_HYPOXIA,-0.017603790592178026,0.05940268123960027,-0.09175521832766634,0.005526840310366037
HALLMARK_IL2_STAT5_SIGNALING,0.031569694744681576,0.013806818952202411,0.12530124245223562,0.06750978890998503
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.023956818181024825,-0.01856640830059153,0.07131896416144264,0.023289296851632203
HALLMARK_INFLAMMATORY_RESPONSE,0.04721151324796828,0.01591456451011794,0.016578845211585078,-0.008335558344833764
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.062150855750923224,-0.010625762623520274,0.12019454142847279,-0.011218565864383492
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.12627042765415947,0.03570697336842647,0.029110296503696374,-0.01715735590290586
HALLMARK_KRAS_SIGNALING_DN,0.035046191100791414,0.08111855356119117,0.09031192271975216,0.0043896648737305555
HALLMARK_KRAS_SIGNALING_UP,-0.07664792496616565,0.006334276790941655,0.10401958308396775,-0.01522740228073531
HALLMARK_MITOTIC_SPINDLE,0.0668027868904324,0.018977846855020217,0.08920117786884108,-0.03614630102511335
HALLMARK_MTORC1_SIGNALING,-0.010753609524582947,0.06162752589523874,-0.01614609801064117,0.10194893910532757
HALLMARK_MYC_TARGETS_V1,0.11188815464350736,-0.0026903250294164727,0.10601916309507975,0.018274549405837837
HALLMARK_MYC_TARGETS_V2,0.09731902429150073,-0.008685618014303034,0.08616515809071186,-0.06973275641729754
HALLMARK_MYOGENESIS,0.09739188552997499,0.048900333628599656,0.11321333896668384,-0.06971261981111172
HALLMARK_NOTCH_SIGNALING,0.1486913697782085,-0.065300026610341,0.09257732681056402,-0.041467370026224616
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.04289419889477991,-0.0009999519297507371,0.11378777117646315,0.00036398666690072833
HALLMARK_P53_PATHWAY,0.06379356051958257,0.03626706512716331,0.06901049710552926,0.05556383484071896
HALLMARK_PANCREAS_BETA_CELLS,0.06806869519361276,0.010382510767952475,0.09063387838725055,-0.0036196031146520477
HALLMARK_PEROXISOME,0.03962521946982915,0.040420110182181695,0.0995633956002654,0.053768816908434346
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.009084129375948536,0.0581452029774932,0.1127801183446987,0.005948921086112807
HALLMARK_PROTEIN_SECRETION,0.10394085185210504,0.044881043349840714,0.07991300568280416,0.010697827391721178
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.02624735614284631,0.038680725074345494,0.09148016437262728,0.06942870241893806
HALLMARK_SPERMATOGENESIS,0.002518011967695857,0.13901552580673449,0.1098703698670849,-0.011991630604297535
HALLMARK_TGF_BETA_SIGNALING,0.02068444887646247,-0.034779628991439576,0.06498394105173184,-0.042652943358075374
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.04145501041300388,-0.046232152502069246,-0.011287950373398742,0.007485510483966778
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.06735769223994187,0.03157064766044052,0.10252881692435867,0.04257834452802878
HALLMARK_UV_RESPONSE_DN,0.06342010385101275,0.0550499972487293,0.07469047431094739,-0.07785865913072676
HALLMARK_UV_RESPONSE_UP,-0.018756131142095952,0.08084190121265607,0.07690460580201207,0.029890055930897434
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.034078966398582274,-0.04990516256513898,0.04056929867021057,0.07671316931858066
HALLMARK_XENOBIOTIC_METABOLISM,-0.01499970546051818,0.09893087219593308,0.07358041573704958,-0.007544449454768008
