,MGH258,UKF243,UKF248,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.08284475913688888,-0.03351141533280147,-0.04709789693848157,0.03029198138581145,0.02094243098822128,0.0595546157571041,0.10770633059657711,0.03768029435683505,0.07253368273320072,0.049645124422478995,0.02025991238733114,0.048190462326017654,0.13260439621959688,0.07671388742332726,0.0625700664640046,0.24104078888956643,0.29123436762741,-0.002709056451994874,0.08138166584727967,0.11148745481482948
HALLMARK_ALLOGRAFT_REJECTION,0.04461397473831082,-0.03632010253080165,-0.024755746368662093,-0.04873255612674047,-0.011428096180768227,0.14584015299381636,0.11880783636955167,0.031935707434065326,0.05620367333134177,0.05321091810125306,-0.006216820220281095,0.02095837184686774,0.10326927464339483,-0.055153599643767114,0.07750744309402309,0.10781384094348767,0.1857064715934975,-0.020184101950985047,0.0496018739408898,-4.2486898151371804e-05
HALLMARK_ANDROGEN_RESPONSE,0.13016020685713284,0.018870486444953753,-0.05634092241920175,0.008698210741129092,0.03335088053350941,0.13011381803196312,0.1189940988920336,-0.019648347578088317,0.03165060857832782,0.07828620134363827,-0.06657611831847811,0.06185052861401917,0.0986548575013327,0.043094765189608704,0.05608779940392,0.21885890731126137,0.27499758016876197,0.02122127808039208,0.05688000162784473,0.044268048053811286
HALLMARK_ANGIOGENESIS,0.04620660134632928,-0.05698115285442253,-0.02182256053131066,-0.02319474859173961,0.031144978676198178,0.2213022943123028,0.16044865853075982,-0.049549266564729466,0.05169558453351951,-0.04981829447357608,0.006838788629545553,0.018458629215613514,-0.056252184995266824,0.09645789198706657,0.11523664016965633,-0.02758417364927145,-0.21480706201722471,-0.034917549692883944,-0.007033863670739061,-0.04377959230406808
HALLMARK_APICAL_JUNCTION,0.09988881589549894,-0.04367615002897631,-0.02544474395688563,-0.0017885701565319427,0.03462494618998473,0.20631624536165713,0.13956550247534197,-0.0025930355545232616,0.053771397125028694,0.01965742291845207,-0.03150228585553328,0.04510306505308741,0.10316886472909842,0.030349094262870257,0.078574001261236,0.2521531112739539,0.30361185401868646,0.03845724271000152,0.20094216650070262,0.07917869825809454
HALLMARK_APICAL_SURFACE,0.0784005326141344,-0.04001354725206976,0.03083326664112127,-0.08330709577563222,0.024811516524834227,-0.03705912432149862,-0.10630655982640183,0.0038623515937062074,-0.07332387856113938,0.028247994951026263,0.0003113479626138822,-0.016180797556636095,0.10648129587234345,-0.013103690363075349,0.059813943026453535,0.21418478709891078,0.22810354092063106,0.032184985322757396,0.07191643752508857,0.04228679522373693
HALLMARK_APOPTOSIS,-0.011275571191969624,-0.0024528213268044338,-0.04653834737766258,-0.014968290844320635,0.04976657027598081,-0.04480404621577041,-0.004557219496180908,0.001112778058758183,0.05057616543802678,0.014891692515030372,-0.0007455116727974314,0.05151814072986514,-0.017343185651306294,0.016458231825530606,0.08271960293898573,-0.12796255154108255,-0.16126428078833488,-0.03430187191105804,-0.07304807555431224,0.0513298524525959
HALLMARK_BILE_ACID_METABOLISM,0.031184363311440883,-0.07847272409995527,0.06209389691442286,-0.024363943031371238,0.012266455979572988,0.1832192450282139,0.13641286671473524,0.01810768826351791,0.037310821495805134,0.03876234870242155,0.04246117142821521,0.09000843156068804,0.06479530272591183,0.023689300746517556,0.05768068532998589,0.22186320181229593,0.2694486843296718,0.0362094551792891,0.09096389808654669,0.10983205888954252
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10760296630209983,-0.015898764418958523,0.02192810986885951,-0.038573639811481555,0.06571831149266381,0.1914608341622978,0.09385426586781784,-0.031999644538087825,0.08824291123858792,0.06524853976710247,-0.016099457279735992,0.05574271951519661,0.07034323477319007,0.003670641146254985,-0.0010972951920511511,0.2729335022759831,0.3241055493218636,-0.0245995472873863,0.1313905521384053,0.1084771201201158
HALLMARK_COAGULATION,0.09836715528248141,-0.029867275328086605,-0.07223287365143827,-0.0467943386829611,-0.0038014237223552736,0.10733441048810069,0.1432712890999831,0.06963337520738883,0.12388948160971608,-0.03483166240290262,-0.009645731631635079,-0.0231952804238239,0.08127499599512511,0.04145274616382912,0.06270079562183496,0.17133730027262903,0.16558906268030577,-0.049553395911033554,-0.06702781492655917,0.046532159000182496
HALLMARK_COMPLEMENT,0.06590185420010382,-0.04335439753862307,-0.026042461529751672,0.08137161775486842,-0.031202705953061505,0.09893286789997954,0.13691005416358823,-0.012179889680136623,0.040213357466967956,0.08890391443165709,0.045774298096615436,0.13320395865608559,0.07083600920318232,-0.08101505954428946,0.040069414947541494,0.16754439540270868,0.1962804859193675,0.0011775199040850645,0.05649786156737465,0.09294279273681924
HALLMARK_DNA_REPAIR,0.10192294624782505,0.03205725121840773,0.0032008975204895485,0.04883912403033713,0.04636965624540732,0.1780284121095573,0.16415628301771568,-0.03596260831168608,0.08038876774691045,0.03838729627707226,0.011583425033258894,0.06131110158986229,0.11589056385428241,0.007486056809509089,0.08101889465204452,0.2689917862646129,0.3367667152068088,0.05438406676504503,0.25193965523794665,0.14094112302861778
HALLMARK_E2F_TARGETS,0.08455747576250795,-0.01887671842546392,0.007927404387116704,-0.04332603434181917,0.014533093918616017,0.21250664737554367,0.14337045624122258,-0.034894218300367985,0.029215370059125476,0.027424037697647567,-0.00853970362994632,0.007485326152088849,0.08269622989870903,0.016003754972311903,0.053502398289690695,0.20185295163385547,0.17637148764526178,-0.006371259981634529,0.16192265056471913,0.11722300752790246
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05962227752755685,-0.030218746310532552,-0.0745745793955261,0.04973355695048014,0.029457570488177053,0.2024441043468825,0.12764685747853657,-0.03127819635787298,0.11818201483887791,-0.10518413226510016,-0.036023423086473993,-0.0034465165311796126,0.08614413016906047,0.029648402395013047,0.10566189405888364,0.050319636350617536,-0.10587790673189057,-0.016311577885604854,-0.018503133615364768,0.01579304050625373
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03969784728599363,0.004190971564400785,0.004499671856355903,-0.008423964059235772,-0.019205368878136512,0.039535485641567364,0.10493478853320423,-0.0007849284310021366,0.019876338417318288,-0.10102655751849295,0.006423827381522735,-0.015113866088143394,0.034836184703189915,0.10963036212334802,0.10245650975998946,0.24606970371712766,0.1877535339629307,-0.03948943512237914,0.1699181000698535,0.12249649431098616
