,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.16898792700731147,0.09449779358833929,0.13603238621862396,0.19128628712417917,-0.013773798462235247,0.1134442873157236,0.24063576745731713,0.0476409570799149,0.0356766341892884,-0.005444951546357762,0.13563363091545677,0.1077855000115039,0.09073283164519075,0.014520686534004425
HALLMARK_ALLOGRAFT_REJECTION,-0.17409200515924647,-0.01445446656697035,0.08601784254508153,0.057845986363264795,-0.01723364770162797,0.1315858954053438,0.29350502086673186,0.08324964743454642,0.002825235863780685,0.04931758115587773,0.02603878455165981,0.059818688763121755,0.05608809091732455,0.04811293759426978
HALLMARK_ANDROGEN_RESPONSE,0.1641802226127746,0.10763894584673321,0.14997262686888171,0.01522400608091768,0.044780372569008485,0.06092919882561729,0.2689739687101672,0.07157169826987493,0.011843780993943138,0.02016234134076879,0.09875779111908094,0.08459629681588413,0.10015045138409398,0.04804159931486497
HALLMARK_ANGIOGENESIS,-0.040353937191246234,-0.01694602338246975,-0.049715430254443596,-0.033846541261733344,0.003717410185683938,-0.03114126731799794,0.2685915819079883,-0.04207800567312946,0.03788798415051733,0.03659338968092362,-0.0720560742308063,-0.003261558115338897,-0.08494408491674109,0.014733063858512967
HALLMARK_APICAL_JUNCTION,0.23673691036154546,0.10631759554161649,0.11763114051849782,0.14830207654529037,0.006638590359018022,0.14464262435166544,0.2833583595157773,0.08716403270079594,-0.0018648473859418616,0.07322466794886208,0.1255806556422036,0.10744332226488132,0.0975741206001603,0.0447794944510245
HALLMARK_APICAL_SURFACE,0.2289808941037268,0.08900309880568376,0.10663414511067508,0.16534594949384904,0.020609477531696556,0.13234029220064783,-0.11366654973433331,0.07063040553855202,-0.03951434525647293,0.0394613381539825,0.0035157467769387166,0.08503160508228907,0.07515966400565681,-0.04996343814941776
HALLMARK_APOPTOSIS,0.04330677881688952,0.06356250848451372,0.03648510682808297,0.11753226700003531,0.03474365916252326,-0.04060023451570527,0.06268511242603311,0.10756859773706537,0.021005128848113883,-0.023375061248541596,-0.04051627452097148,-0.04158052546772692,0.0014187607688554355,0.0006061531631887608
HALLMARK_BILE_ACID_METABOLISM,0.22000290757978208,0.06913759899778632,0.07469243976565923,0.13161959154091668,-0.011705969400683327,0.06661950320616222,0.2462349922297713,0.03480339467410507,-0.04076829333166367,-0.02151022871132067,0.0647271067694771,0.11704556265280035,0.07666880766232229,0.0069844933360895265
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.17024786591986965,0.1359652099953664,0.015644406808625316,0.2751834620871721,0.04393730824918782,0.0844557303162858,0.20420043276128635,-0.0037942707205030125,-0.03407716034869164,0.0508287581429072,0.02646909029464903,0.1159152359348246,0.11472507321833254,0.04307689035411508
HALLMARK_COAGULATION,-0.2045578531359357,0.12852323342519598,0.12540665227079933,0.24737008102635996,-0.002365877828719051,0.05175379263835034,0.24798849129245748,0.02921521056245402,0.022317392943670897,0.045254866729445294,0.1175176574830646,0.08480549111974851,0.038665974064323226,0.04292793787086771
HALLMARK_COMPLEMENT,-0.07351236916088148,0.10650282805602773,0.11271232927792424,0.16111193255876385,0.020842772659835425,0.07696329065388738,0.2785789960435249,0.08565087865698319,-0.03923639285805711,0.01769315363713708,0.07751155021679437,0.053017595704704816,0.08220295812446624,0.03342465978753127
HALLMARK_DNA_REPAIR,0.27363705730338167,0.1382291636943902,0.12136068623162406,0.17440318066280097,0.06869223999383171,0.10654402727727638,0.3261346723685262,0.11285094677032474,-0.008938415257347449,0.060460560332738576,0.13764459869610937,0.10731077187611766,0.12249043646532014,0.05689540228870763
HALLMARK_E2F_TARGETS,0.20331840836418766,0.08319163599250647,0.12699123346042837,0.10479387512020702,0.030840567186584768,0.10280617983481895,0.32333093033012045,0.10333429984761827,0.021672644024284825,0.058850022035010455,0.015349037867135396,0.03019502452253414,0.06128646621977133,0.019672814493686106
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.2362462849646587,0.052625152835048324,0.011010628371977358,0.06302924626800714,0.023851455574712667,0.046408087809277104,0.28915338063333423,0.006740726374513716,0.00877497514577124,0.015912951960896794,0.0880706675376113,0.026592579852237345,0.00935201483973307,0.04793969549744729
