,UKF243,UKF260,UKF266,UKF269,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.07950379248624743,-0.02743396492665307,0.06318128799655783,0.062428175998743035,-0.021939419790985914,0.025141528440048407,0.0975361488613446,0.08040399320373796
HALLMARK_ALLOGRAFT_REJECTION,-0.011022609954619478,-0.11694399353806875,0.019121369308487447,0.08688407302796892,0.0017180402952559084,-0.020166013486885577,0.07622598472166878,0.02058496987715653
HALLMARK_ANDROGEN_RESPONSE,0.11579405158743347,0.0598438567818296,0.036338404882704116,0.035174476589836585,-0.003635477698676947,0.055891751776930614,0.11742931547895837,0.017683802718145025
HALLMARK_ANGIOGENESIS,0.030117267354377555,-0.05491275524548309,-0.035235077072216285,0.09542087005463852,-0.07909670323271205,0.04792168108133066,-0.028876019216125634,-0.0327871417449222
HALLMARK_APICAL_JUNCTION,0.1030781336269701,-0.011592275523786649,0.05427393738150202,0.10013306305208802,-0.0857168450691731,0.03403771526392654,0.11049773922848671,0.08284670255215783
HALLMARK_APICAL_SURFACE,0.04090219872151347,-0.0025939356332861725,0.03844353845664625,-0.012593093288931996,-0.08072709668185643,-0.009675024383398383,0.09979833737456627,0.04882486029486747
HALLMARK_APOPTOSIS,0.06569576401101154,0.10289144499520042,-0.008542797799850788,-0.0011984177446860936,-0.03912093192728747,0.057543922387927424,-0.015091250455482786,-0.05689913641464058
HALLMARK_BILE_ACID_METABOLISM,0.07625514892798507,-0.04529751658497789,0.002846776318693875,0.07194497924226231,0.00939813518038423,0.016156806636090707,0.07504757853558769,0.06444717047732856
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08364208456123393,-0.05061047495123329,0.05885302071756318,0.0377120316264816,-0.06156494499926977,0.018406250531149703,0.09088051098529747,0.03319948005883507
HALLMARK_COAGULATION,0.07883758899993684,-0.042605318704713575,-0.0177535948878171,0.06601894485765271,-0.11292599682062239,0.03881390406295787,0.0818312566184343,0.045744990654396356
HALLMARK_COMPLEMENT,0.05372422057065171,0.022306807167689298,0.032952537565331785,0.10188467012750714,0.0388837159195955,0.07340196634332583,0.11467987714879664,0.046570074156791784
HALLMARK_DNA_REPAIR,0.04526709240869722,-0.023974346947972517,0.0998062891382579,0.10293392552880053,-0.014880105183877463,0.039818377948279776,0.12252813329286187,0.06460685729708088
HALLMARK_E2F_TARGETS,0.054677152096507455,-0.03879771646898181,0.07704487909009969,0.07618812108826163,-0.048678064331063094,-0.001608486249193365,0.10472509952482408,0.0690032620792813
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08281958352894228,0.02985052694474437,0.029429664172817387,0.10303777322509365,-0.09294791251271131,0.07279090538698339,0.0464631340272897,0.004755576390978533
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.040358362866128886,0.09642411547605312,0.03854864081894663,0.03483410020032469,0.03752298210261026,0.0627681084287968,0.05518556285388561,0.047584810526793024
HALLMARK_ESTROGEN_RESPONSE_LATE,0.07277848351833077,-0.033033217767559485,0.0559993367729096,0.06035803484572332,-0.02163812709170987,0.010197172243677645,0.0976542412194426,0.02376229390319669
HALLMARK_FATTY_ACID_METABOLISM,-0.05203519999535473,0.025186930377320817,-0.005422542662328878,0.05520960704989029,0.05413012903442288,0.08817420318669851,0.05835385284596569,0.04682786706596936
HALLMARK_G2M_CHECKPOINT,0.11205503816904905,0.012615524079737189,0.04296425150635629,0.08039690059467303,-0.05460942439390838,-0.009124166830607789,0.08991080998327992,0.05430968273278051
HALLMARK_GLYCOLYSIS,0.04984977688247873,0.05752096038357252,0.06574340356856877,0.10750424709586147,-0.017750182108882035,-0.0014389674407239532,0.08601964055094284,0.030014937972246875
HALLMARK_HEDGEHOG_SIGNALING,0.05489688847723709,0.029484186451204007,0.027728122074485915,0.011427110834093097,-0.012302767445057983,0.07245905356915938,0.05777744001801402,0.01911919807507741
HALLMARK_HEME_METABOLISM,0.10237255078117104,0.0687548806226523,0.055908077531283004,0.09606623901282078,-0.05081861831037281,0.02261271107758359,0.11727325768947258,0.05582108437296535
HALLMARK_HYPOXIA,0.007259109653568403,0.07598313025562933,0.05183170116895958,0.02846857676641593,0.041497038138675425,0.07448036270115789,-0.032595399575476074,0.0009043870548879905
HALLMARK_IL2_STAT5_SIGNALING,0.0320112965635203,0.04580003322191012,0.09327649627487565,0.09595244600117381,-0.04326151483791887,0.1020106476425498,0.08775773982661111,0.046916460040455646
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.050136313479123014,0.04304051495114504,-0.0018032417403683343,0.06318920126629156,-0.08621011187772237,0.03816828617747982,0.08301768852239211,0.024676380777371654
HALLMARK_INFLAMMATORY_RESPONSE,0.03831019095667976,0.10133451941921542,0.05498538678990553,0.08627802312904617,-0.07443708632197558,-0.011647829371371899,0.02617915280738703,0.00603916349937172
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06697214054393093,-0.060734553330751395,0.05301481121229054,0.09119234915520613,-0.059735325085612946,0.029734782492609326,0.1269921050148187,0.04253429762955618
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.06174095882608706,0.00225667242489149,-0.011098248367998869,0.09825577031519318,0.0026510131358672283,0.03219639891268625,0.06123454629585157,0.014564054085758846
HALLMARK_KRAS_SIGNALING_DN,0.08289332911521329,-0.04339272594828251,0.05037147953270201,0.02796400704553336,-0.06137691702446493,0.006979544025167426,0.07541501106765419,0.02970193517827721
HALLMARK_KRAS_SIGNALING_UP,0.01729313518116949,-0.01020252659983859,0.015241491161632007,0.08327202693188399,-0.06996415356727904,0.05131239388562413,0.10104855018071601,0.06931634765725432
HALLMARK_MITOTIC_SPINDLE,0.10458094704214882,0.04324332941708732,0.10949981075663512,0.07082967529778637,0.030872423035057685,0.03957280836889452,0.12127619069070074,0.07809856439194902
HALLMARK_MTORC1_SIGNALING,-0.002064382225774456,0.021553809826514527,0.054533004775645655,0.09462050544309639,0.0279354324677431,0.09756128347372908,0.029442069093025477,0.004408101985738614
HALLMARK_MYC_TARGETS_V1,0.029106698158884985,-0.04048202982322859,0.0661833916373819,0.09926639633818693,-0.009414047700997323,0.02809645539380596,0.12715462549749537,0.06672874692798002
HALLMARK_MYC_TARGETS_V2,-0.011555894189654964,0.005869554193825552,0.02011434778060773,0.01406976832272711,-0.056297602049944016,-0.058334159266869356,0.08080536220088119,0.04433437413489435
HALLMARK_MYOGENESIS,0.08464533440488942,0.015187708272825728,0.012803992637331861,0.010020316709318366,-0.12713039580077126,0.03448288860158316,0.10963502142313185,0.04059663587200028
HALLMARK_NOTCH_SIGNALING,0.06662208942580981,0.003610884757223663,0.10785589632431782,0.10003859124968398,-0.05002288562743526,0.009181185763681567,0.0944655880833246,0.07206033793704082
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.05745749515417116,-0.03306497886237945,0.09394763052463433,0.0893517239730403,0.015825769646157402,0.030956157745883506,0.11174408464411709,0.07143386206550795
HALLMARK_P53_PATHWAY,0.04091644563506498,0.06620554523289926,0.06507629170902365,0.11736110217314683,0.08635650280127151,0.01901925312104514,0.08557714022814304,0.048136460227461715
HALLMARK_PANCREAS_BETA_CELLS,0.029842355348759207,-0.03499247829401,0.07568342705154736,-0.010820032209368873,-0.06506409974990614,0.022703494013025665,0.10694843762305468,0.06875845040637482
HALLMARK_PEROXISOME,0.09635090577788445,-0.01396329697165596,0.0771933807531948,0.06912667624094107,-0.04744772359518754,-0.01761289618962553,0.0979278679241799,0.02977684941723007
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.05585570575925378,0.08560983636092537,0.060052748188742795,0.06913634336565565,-0.10026144350141071,0.022496004063585432,0.1279588284791559,0.07737023953722208
HALLMARK_PROTEIN_SECRETION,0.09815709386066115,0.03777007562247164,0.07407463872510116,0.10908963526431775,0.010606377563236779,0.05797352915321209,0.12201676249916957,0.09457539043204165
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.05735632425931349,-0.023761647699764986,0.009165468832212486,-0.03978932459718584,0.09779293375209257,0.00989138011562747,0.08638881992134594,0.008112869317593493
HALLMARK_SPERMATOGENESIS,-0.004976998971442978,0.07101403819664998,0.06576254393835683,0.048361063527275205,-0.07313392340731571,0.01983017310383354,0.10303832929814574,0.0667968992990842
HALLMARK_TGF_BETA_SIGNALING,0.08494829056940181,0.05433382051003546,0.06832778518242613,0.11601476814730641,-0.045829296532187855,-0.009074657568145336,0.11134982262289493,0.03553498764563103
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.018161925326022097,0.054394880254634084,-0.022102064281496532,-0.005709465869758346,-0.002443553115112623,0.10482545789527287,0.016286673403310994,-0.020239943764781852
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.016696078199349047,0.09471811406378994,0.06120315506849407,0.10172380928816938,-0.09772734259809086,0.04485442177191704,0.12232268319291824,0.056237065183025944
HALLMARK_UV_RESPONSE_DN,0.09600566744524745,0.01639725314148535,0.029311849833402796,0.05624994006599297,-0.013123499423114221,0.0228757856720416,0.046341852319754864,0.041380658508730586
HALLMARK_UV_RESPONSE_UP,0.03255119670903627,0.1089010094813815,0.08621021349655583,0.0060463619784602305,-0.04095667368198445,0.041620539352389574,0.07523849396672379,0.04862382022339562
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.04715343273668263,-0.04324799604843142,0.038983474261094324,0.026855752046161807,-0.0019166695069839455,-0.018899631263578343,0.05912407099648972,0.055465921623583866
HALLMARK_XENOBIOTIC_METABOLISM,0.0970039353213204,-0.03298338896707543,0.04137158607398027,0.1008670893385317,-0.07229766285686492,0.07613003647032195,0.08925598785153994,0.03970657925650194
