,UKF243,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916inf
HALLMARK_ADIPOGENESIS,0.09640575908502383,0.019210939051425114,0.04526523490377725,0.038782644628968486,0.03149717675706695,-0.012678612018701201,0.04179158952604331,0.04938964764242532,-4.0154191860472004e-05,-0.0006896418237080901,0.15069379754507226,0.014868693125041655,0.12061772337231177,-0.061225976850175216,0.03477317868607499,0.10971442928629148
HALLMARK_ALLOGRAFT_REJECTION,-5.682856255253087e-05,0.03223263843476496,0.040633617272104613,-0.01182418122699283,0.06000821481733526,0.02938306198980991,0.007807646947796836,0.002715825468399011,0.01559244123262007,0.06468048176496363,0.14462107407222263,0.11154000140459358,0.04405824502449923,-0.07949084531554772,-0.019595028777962025,0.12251830621780369
HALLMARK_ANDROGEN_RESPONSE,0.030879848457443536,0.06501375410062454,0.02165118932424634,-0.008853235205951078,0.02722493978689698,0.04942651028343164,0.012586964950147383,0.10211936658387995,0.09564193690349443,0.05328550223305856,0.08841350303833263,-0.003689740286053401,0.08795847205936844,0.0006572385999001474,-0.002879099896603821,0.16199302280479833
HALLMARK_ANGIOGENESIS,-0.014961968247874834,-0.020575518311788547,-0.07773117444662617,-0.05857997957695504,0.04211526151748119,0.04330710511759706,-0.1075822332361578,0.09260295109140607,0.08087247244051027,0.009963271578366363,-0.12125067028875493,0.024811697892179813,-0.07276027190682702,-0.1147750328259248,0.021260730190553377,0.04188348238931079
HALLMARK_APICAL_JUNCTION,0.05812735776536944,0.04013478769587329,0.01467295500098032,-0.000511714865570933,0.06488881543233545,0.013289113606334937,-0.02047809977643654,-0.004384377403133183,0.05343545642302079,0.048932592803191545,0.10558314165663586,0.051104908783888583,0.1268493407390787,-0.042351193148198116,0.09141286154092217,0.16053153735159376
HALLMARK_APICAL_SURFACE,0.10248818008660265,-0.003282434735194461,-0.03790133655415624,0.06125180228450126,0.020442913417732272,-0.02275358662423583,0.0762739480873949,-0.018727867600226718,0.015701572432439807,-0.033200082302321944,0.09645946183792231,0.07479830983884614,0.0738273607941003,-0.06437545980718913,0.04063961545947777,0.10171385203026592
HALLMARK_APOPTOSIS,-0.0012486971452876936,0.006165519607083686,-0.023850254752531278,0.006654277126730972,-0.00880398940929531,-0.03425448618495748,-0.019118091119960014,-0.05264879762275023,-0.008901989040302186,-0.032518626888979114,0.01673347099236509,0.024221526319410696,-0.03967394355761299,0.02961253002602107,-0.017049269322981512,0.028713868467588437
HALLMARK_BILE_ACID_METABOLISM,0.07411980113228937,0.05368846746139332,0.004827692934764243,0.03668139616727907,0.03690037868315057,0.08651626079249325,-0.04031059019326289,-0.003710265508830644,0.07588612689242773,0.02710261570384596,0.08319116511317046,0.030697925134538808,0.09257315885577937,0.031762856513953094,0.07127929147280569,0.11007246059110783
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10003552888105112,0.045226205142543795,0.010735386668700515,0.003174711045961882,0.09683025838728332,0.016096175642139433,-0.06208361398971689,0.05455880241874491,0.08917020056228757,0.059921910325005885,0.14257647331185358,0.018469459695291627,0.08375433110177623,0.0531011431462267,0.05308011753285744,0.09384093753756004
HALLMARK_COAGULATION,0.04899348777863815,0.0204751173914425,-0.020464185142546245,-0.004518825872314868,0.031210416084044516,0.047351034802492434,-0.013942911543874595,0.10196809844817369,0.05832817979381554,0.07066542393731769,0.09390021459063533,0.059857171827294664,0.0879932978553992,-0.09926752011185078,0.10423042749061494,0.21093184646653573
