,UKF248,UKF259,UKF260,UKF269,UKF275,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0251102535928283,-0.011734642843748866,0.07722504737195661,0.0847884959011661,-0.0015736567571539106,0.08672150393278016,0.07693486468784372,0.07577363071485473,0.09655133878906426,0.10631383962516967,0.09875206268050157,0.0507918802359187,0.0777307983058493,0.06946523377511793
HALLMARK_ALLOGRAFT_REJECTION,0.01853183462083667,-0.014004521322507986,0.01364150603173892,0.1297409511569218,0.03973953969098424,0.11518183778348823,0.0006944252898980309,0.1286287374255347,0.05239450002719303,0.07397282888720541,0.04096613541247567,-0.004291301899788417,0.04350070728857326,-0.031887585640705644
HALLMARK_ANDROGEN_RESPONSE,0.018452038014575397,0.04430586734067033,0.02682482516361174,0.0988670011605034,0.053773639259166166,0.15121637599628332,0.017915923042362628,0.03874993892631981,0.1009647787137388,0.11689038587659464,0.02726145931341522,0.06764899562286486,0.06294631846754097,0.025253402337489773
HALLMARK_ANGIOGENESIS,0.014994291365772681,0.039641224841916144,-0.11223628862357053,0.14987247051221117,0.08431344332343675,-0.07480408982186043,-0.060249931613842164,-0.037435251324862896,-0.018585923404093742,-0.07502563903239699,0.07739965931249089,0.02553235567978324,-0.00801005642279449,0.017297465489515548
HALLMARK_APICAL_JUNCTION,0.018509269047080893,0.041861613644818566,0.10806597521855459,0.11712457336343156,0.062999877241224,0.09605198791802404,0.09016177550779998,0.0965057076182078,0.1030065673765105,0.10472664799540016,0.09200437955007557,0.06454148991484351,0.0591725463595067,0.02846897820381436
HALLMARK_APICAL_SURFACE,0.015597169321859446,0.021807587951071152,0.10510704368644783,-0.07964081286092871,-0.00915039541995991,0.12223385983121618,0.06286282093953688,-0.03407986493700739,0.04448392124408411,0.09000827375906076,0.015804022415586916,0.08785851556438021,0.0783818333354303,0.06895649506023875
HALLMARK_APOPTOSIS,0.024722716578220914,0.010334957065567887,0.01637902187102397,0.02221804971108908,0.06235892049723208,0.038226900137214075,-0.0070423403336212324,0.017924225804011713,-0.015359643048457172,-0.02386534148353412,0.0746938491570959,-0.00972338821334863,0.0778530221756663,0.02853508926388418
HALLMARK_BILE_ACID_METABOLISM,-0.03215126492879214,0.06015787091873566,0.03752122265325268,0.08920403658065866,0.07985696821553273,0.05925047526816883,0.04311553506315575,-0.03530087925542999,0.07995493655459358,0.12698314392476037,0.006886455590812564,0.013775929591136224,0.0404640722815538,0.07466154127262943
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.011943944523179184,0.08125667426335266,0.0836897216977246,0.07052492526389924,0.018991434246305377,0.1195346602632445,0.12759977582333581,0.03529779058215664,0.0864482341809274,0.1151466267537274,-0.0015385034264345013,0.06903068290773304,0.08187218697745703,0.08671941296621286
HALLMARK_COAGULATION,0.014131228870903078,0.057571805844551974,0.02033088530137298,0.12071764820588127,0.08421517661519075,-0.0035952621277874817,0.041808265057271955,0.03648185201353684,0.09335600666042604,0.07871158412746328,0.08733157278027638,0.015146729787492978,0.06577443445066757,0.0973221273824594
