,MGH258,UKF243,UKF255,UKF259,UKF260,UKF266,UKF275,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04901147106027509,0.044135190664962104,-0.011404515914357994,-0.015595363468284508,-0.02316361423261217,0.07656674468375703,-0.028458002884659196,-0.07289775815520472,0.060066594440221395,-0.06949781389982175,0.052242845131953104,0.07076173051142441,0.1278457815216873,0.029340627939773562,0.05551488755793953,0.020681942651069533
HALLMARK_ALLOGRAFT_REJECTION,-0.03113094949617924,-0.04401241282557781,-0.041465209197062376,0.049484752001535674,-0.0008537680204502978,0.023992344915105747,0.0003358504795560256,-0.0725704129479072,0.06816155031645732,-0.061181555195289346,0.00638848811931738,0.06752123912878469,0.06627093837301545,-0.014457278135363296,-0.032017330368601576,-0.043518384310149365
HALLMARK_ANDROGEN_RESPONSE,0.06288995394850441,0.021329276619424686,-0.04873183235106624,0.04577285982316237,0.022092342558996187,0.03617750490162745,-0.02447164069523315,-0.01438470453546303,-0.005844052442227647,-0.014539971952906522,0.08477639182689,0.0658846125675501,0.12146616968099729,0.010249216211610191,0.02998183718166281,0.021410402852275558
HALLMARK_ANGIOGENESIS,-0.05041967361199017,-0.05388462560449432,0.03672555022882001,-0.007725257324096444,0.11079346391963255,0.035973410053991614,0.0033455292826040585,0.09525929458582874,0.009296381324088634,-0.010747496999843408,-0.06881290506365183,0.01743275285342146,0.08176930177209486,0.014060089825679857,-0.06846090106839096,0.0033203556610672514
HALLMARK_APICAL_JUNCTION,0.05705313049628281,0.012397456881596722,-0.002088219703103398,0.0036434521769644025,0.049537366175801845,0.05778248558542908,-0.05178744640025344,-0.060178395232749586,0.030591916971484275,0.05333011401407852,0.06011003710829771,0.0643006842305996,0.1569764876516788,0.054692278630329896,0.03019550383688766,-0.0009946365250024958
HALLMARK_APICAL_SURFACE,0.09499004734284898,0.027807543347950194,-0.0225050347748918,-0.008689362562880451,-0.08550265882988478,0.014091626956356103,-0.0264717888580403,-0.0467563588876707,-0.028660008616090492,-0.08080987878345228,-0.0019600586189719477,0.06993132714956828,0.09319471497936357,0.05776643398271605,0.044843097384794244,0.008744537295670573
HALLMARK_APOPTOSIS,-0.03276484624630225,0.022738361746807947,-0.043170413064917514,0.05530569047499019,0.0993798846390093,0.02435840922345992,-0.025059776219532807,-0.03914036349335063,-0.06804859152433201,0.06136672278829344,0.030637772728720942,-0.011099885980857876,0.03015933331558728,-0.04758544251698479,0.005031747531080786,-0.04083982985884399
HALLMARK_BILE_ACID_METABOLISM,0.043448462846769745,0.006317932448608952,-0.04586490406907884,-0.0034250696958341618,-0.029441183668690443,-0.01201636410647987,-0.06370025682479313,-0.05632450041815969,0.004135155149179887,-0.0073015941153662094,0.12125885617298607,0.026159814100185183,0.08814206609583777,-0.007933973360953023,0.10400934195775133,0.043861339608462994
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06195821285216043,0.0008967292376878384,-0.01772555471385374,0.010039134837884347,-0.010272797473846025,0.016483921628406024,-0.03026598695202759,-0.06866971392518613,-0.009460883584545157,-0.021470945816076642,0.0823890878676478,0.06525969719536316,0.0534974016086979,0.03867845579682059,0.103109054973549,0.07029426864136348
HALLMARK_COAGULATION,-0.015245405655070252,-0.016845608024517948,-0.028623157053405977,-0.00963125269599126,0.05986724604367856,0.0024078972759009423,-0.044740056149211144,0.007990154842088305,-0.03145283219928695,-0.05257931809106837,0.0067456308880966525,0.0549491080521986,0.1274910960031981,-0.010351436268863128,-0.03349081679833438,0.028567339301259508
