,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.005138095956001184,0.07608710014232253,0.04700949353420423,0.02214771784996101,0.008976635915447168,0.0061021512960654015,0.1000639666371377,-0.0005646417316537691,0.07453192561268042,0.03333692212353145,0.05413414231850138,-0.007564690981400313,0.07338981386837994,0.06779082226330965,0.1588143045101103,-0.002121544624408852,-0.031347435507723134,0.1446401264351945,0.09890140832208243,-0.11352181232788931
HALLMARK_ALLOGRAFT_REJECTION,-0.06812704376849438,0.02533854338669414,0.0623538122695334,-0.016241135720851632,0.048101524962252486,0.013085005270304173,0.1375614073563443,-0.034496874625878894,0.03534301821213333,-0.07423931200052744,0.07279477118993728,-0.03987502535414874,0.018102667355433515,0.060750949123360085,0.15368309505256528,-0.045657675781946704,0.05233304770389935,0.06437331476302391,0.02342612956181772,0.06280982627204444
HALLMARK_ANDROGEN_RESPONSE,0.0632252434372582,0.08224405090220571,0.04146452185283728,0.04165586500764174,0.06267156095432229,-0.013813311837355126,0.10710626989527175,0.01576564515547003,0.05868765919950976,-0.015520248629644042,0.07262609023377332,-0.010264939562683933,0.07120617712428205,0.07350815344087971,0.11816350798093163,0.020271133586702236,-0.011477700639204998,0.04037021672892786,0.12308465292449032,0.025966857245721706
HALLMARK_ANGIOGENESIS,0.013362499362793741,0.037438649862505606,-0.001943076369238689,0.005549321264567005,0.015515541325111383,-0.00023685974709833203,0.11408047280640247,0.05522915248453315,0.01310139998268266,-0.08321596318579368,0.0783537455273854,0.019842962627603933,-0.07927700660419613,-0.014677590010885073,0.024961783131283315,0.058429557768087115,0.030905270656067567,-0.12878296458838182,0.04580683663960961,0.09691897020347459
HALLMARK_APICAL_JUNCTION,0.04721939546452115,0.061592445964832716,0.06928623584780595,0.08212618506827256,0.043978820369982054,0.04528122421858182,0.1391938238334273,0.08278985614264338,0.018569648265252384,0.058634353467363454,0.04998206914833247,0.01864726544467893,0.05152600417678183,0.05794280258021076,0.1762511385396078,-0.034555061278518255,-0.04571481938918076,0.08193624779111171,0.10535718057262512,-0.12717074592789543
HALLMARK_APICAL_SURFACE,0.02239578966479211,0.02760797083984551,0.09873159006454274,-0.02112087718654903,-0.0033676683744524338,0.08738555187932145,-0.09120493020953016,-0.012977001738645383,0.0010683670367885663,-0.06362087301350243,0.069745154449534,0.015345914486515932,0.022633393528141588,0.07076011909824659,0.10289182537366968,-0.0280514471207781,0.000810383124204037,0.061416722833913855,0.09872634660895169,-0.050631378599294466
HALLMARK_APOPTOSIS,-0.0038104098207688876,-0.03989543154069685,0.04277964886795744,0.032915541093637694,-0.03715640209758683,0.04779392982430584,0.005156915213307101,0.08490574874714117,-0.012191076011616439,-0.016562810194462818,-0.05945589643318073,-0.04418804051581477,-0.025475008559288817,-0.01147228895714124,0.09935126728815796,-0.018386336810053697,0.010831928433872456,0.01378300896769359,-0.009694262975513526,-0.005749082775511017
HALLMARK_BILE_ACID_METABOLISM,0.027132789981531878,0.09193471490326995,-0.008542917824363786,0.024157231424946947,0.06090399925946181,0.07255019384596352,0.12005735277053625,0.027915148323835424,0.03683627388478202,-0.026374395775569465,-0.014888046588778889,0.028863778770872026,0.1220563143397048,0.062159178027744434,0.1640489341190296,-0.03335772016360562,-0.0383161166471415,0.15576281453098406,0.07001639998754744,0.02068978954337952
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0645758289309262,0.07127990665486875,-0.059371294203211196,0.030622764252443067,0.0031123550939292726,0.04034141847028023,0.058541759152411374,0.08005252115223867,0.0395957533225439,-0.029198305550707012,0.04578040109063195,0.0014235311198818059,0.11461165909705542,0.07197890158149703,0.05071026832016779,-0.04342329494058709,-0.03568527488566375,0.10035447633020594,0.09864028768987533,-0.0045952385149359105
HALLMARK_COAGULATION,0.004647079906631276,0.01175854460858903,0.08825449982358606,-0.01634356401144581,0.05560208540783779,0.017518036545690265,0.09120500903044951,0.08221326549567103,0.07982520576129644,-0.021728737869678716,0.07477715518271079,-0.017602805433846177,0.0244871228552063,0.04233652582878662,0.12844436799053835,-0.002961843483459719,-0.001921054117741045,0.022001137149160105,0.04324941085163036,0.12096199793109606
