,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF275,UKF296,UKF304,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.15116925327962738,0.1682704307195302,0.07191207259120268,0.057635828063225564,0.02191894949214899,0.002355820078680538,0.08614514365269037,0.017422216509555766,0.056426333891796514,-0.09055777608071146,0.019332756472992603,0.10218216643593744,0.24286693940133802,0.224168048359646,0.10493001387982613,0.04006239637562005
HALLMARK_ALLOGRAFT_REJECTION,-0.1256011639490662,-0.10568069892737716,0.04149513206831024,-0.00131353718017255,0.031190940029130695,-0.06967150702099821,0.0836058345520804,0.010125892300255556,-0.08378781416208524,-0.05313804665500262,-0.07008257099747481,0.05237495342993601,0.07912796047516904,0.13045343549479346,0.032738120651353946,0.02819789402578301
HALLMARK_ANDROGEN_RESPONSE,0.12270234518283475,0.16087027702304435,0.10251984192622275,0.0020008328097549295,0.06948816644896251,-0.011978736690786692,0.031544598095336454,0.008702677841421824,-0.002701791326425091,0.12512943418145947,0.038614414481112885,-0.0019243621749166458,0.20354478362258158,0.20781627712274248,0.06025437877774646,0.024497267070488285
HALLMARK_ANGIOGENESIS,-0.12492844973799536,0.11374237692992549,0.03595916328986349,-0.009076998569329368,0.034239881946642334,0.0003869200557292167,-0.06965784999754954,0.044986415266254395,-0.12383371639541699,0.22048430143180545,-0.008087402253450294,-0.03045978656579693,-0.05220004399440741,-0.2050475486941995,-0.014012435266364705,-0.015407428995763297
HALLMARK_APICAL_JUNCTION,0.18373773448072625,0.2278606759576603,0.08480383232636388,0.05785260297142144,0.0035956794029854467,-0.020765119083329318,0.040882680518831926,0.040233385765766634,0.01030028427484719,-0.08973867968110846,-0.005867793788197889,0.056316515218793245,0.2110184872702032,0.21954936062153374,-0.01152212229707355,0.006063053981913816
HALLMARK_APICAL_SURFACE,0.20200245373224499,0.1602965127103102,0.09029506028951118,-0.010994534090167032,-0.0013894605412521285,0.019196212294139425,0.0633812086591092,0.03800473169576449,0.09660246967208284,-0.06265256847489642,0.014999969481156757,0.10066777119111645,0.1932319975913901,0.17740826037630697,0.050503976177468615,0.02229949941445772
HALLMARK_APOPTOSIS,0.019293266629894997,0.0360481846436489,0.05355807139730877,0.012664793606407014,0.08437412088636621,-0.03314229195266816,-0.0376740762301566,-0.0007124679608535167,-0.017366018774543992,-0.05497838177091197,-0.023913174486901972,0.05618847080515074,-0.08584467952609497,-0.07496649200776166,0.031418344791334,-0.023071890565939234
HALLMARK_BILE_ACID_METABOLISM,0.17930447271106356,0.20614525504914677,0.03920288578295092,0.022795805816056267,-0.05260092703558454,-0.06575105797306406,0.07943018631497575,0.0338695433921202,-0.065556774553695,-0.04787652082218633,0.05777807338707554,0.07505829786942851,0.19237350953627871,0.20825848539463657,0.027239424472751343,0.029670578655718184
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.17967091632052834,0.25444718170140235,0.057343637939301355,0.038207498948494734,0.08489684166261358,0.031930573480056276,-0.03669643222077047,0.0308198516880781,-0.05222121753763945,-0.0441859560775912,0.07241012119029772,0.06340140447316193,0.2612052703344696,0.2079614707032903,0.05670446481336381,-0.006459394441125416
HALLMARK_COAGULATION,-0.08523251293374558,0.15799608335338647,0.06987918800612741,0.03244006969927446,0.02091793044840771,-0.055420073844262396,0.07290261726716085,0.042829784404273714,-0.07256927700207819,0.018334445943055486,-0.017221551228764866,0.0931191265732071,0.13224412212832243,0.1161204739545069,0.1061395036971635,0.04954329940151542
