,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.004755876199132149,0.0942536289784427,0.0012306008842348844,0.13503635186360408,0.027622316451858794,0.20077317331475122,0.04534720472870579,0.09108880832879984,0.061715038755859465,-0.00617407545289236,0.11925375454871126,0.041073100089142146,0.060803738632729476,0.03363390656424656,0.07604194400723487,0.021127289728947857
HALLMARK_ALLOGRAFT_REJECTION,0.040504820961267396,0.05482172533339892,-0.06899010266570132,0.0872293305885802,0.005205538843775548,0.12184472138404324,0.10397548704426667,0.06319241035828782,0.053317437987937644,-0.01937038810361756,0.16595113211877932,-0.0029129096004977544,0.06998997317740792,0.03789730842521352,0.10565808055771068,-0.011099162011651996
HALLMARK_ANDROGEN_RESPONSE,-0.006530317347316774,0.05430138905201149,0.008445071056484016,0.06772500755754983,0.052091961955624044,0.1695316676358273,0.07047444717364895,0.09279336518962113,0.05989182864157255,-0.025664106059357424,0.10843468070530188,0.03485850556953525,0.06275323882733028,0.015785017373709,4.4658059758856716e-05,0.05892663918388127
HALLMARK_ANGIOGENESIS,0.021470608584306057,-0.08328580877263198,-0.044173595699718946,0.13933741983772993,0.022108055819889474,-0.07846591156010971,0.16273264185962447,0.11163288681706895,0.08182961194037261,-0.0920314295728242,0.05910663797698631,-0.023562689596937334,0.042074707442854256,-0.08669941028653622,-0.0808680634305511,0.033680467290101754
HALLMARK_APICAL_JUNCTION,0.008148635669204455,0.06255822982859238,0.05877642430148209,0.13748496327696272,0.06148411151590386,0.14477896117265088,0.12846901545637676,0.10873678959930376,0.05480700405011185,-0.030101967622043077,0.09536112844621218,0.054766395171658225,0.02080669824040655,-0.017150417775369263,0.06513243551069663,0.07546957040243074
HALLMARK_APICAL_SURFACE,0.09311860356429459,0.10599552821040609,0.040926877861982354,0.1400320756312298,0.029658085577365656,0.12387701774237424,0.014534407222600644,-0.028976550096615747,0.08073337109313208,-0.008944696210366187,0.0681922245389766,0.0013036612522947294,-0.02602838501649277,-0.018433292182438228,-0.0003260541652044913,0.061100795593548356
HALLMARK_APOPTOSIS,-0.002867197008252655,-0.06171753719082371,0.002096432944583178,0.010932274485939765,0.016262821466622324,-0.11875625063145427,-0.044299645913614356,0.005811879084988986,0.03429311657260973,-0.0036999235944150384,-0.00044120547571198853,-0.045571710434949245,0.06907635873730987,-0.025819428861030305,0.06875077416193023,-0.029927098999277098
HALLMARK_BILE_ACID_METABOLISM,-0.005438677392608083,0.0914113443730191,0.04670218776023293,0.05070818530111366,0.05378488595219707,0.12143156123617509,0.08462475843001063,0.09001692594229467,0.06790722142070081,-0.03632563918273612,0.07129197225414244,0.044885540533076154,0.04353786624307912,-0.012021137571234691,0.08684277117119417,-0.04070561021125424
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.023430148617339754,0.07026784111971164,-0.039282634494138456,0.07042281798522998,0.047897641369621984,0.12069226179436841,0.1763641661330744,0.03001097022506778,0.16671595948399506,-0.026404988455738413,0.10574695173328164,0.0427828962655723,-0.030879941999386405,0.037064622686827385,0.059096898353007105,0.0011864088223787629
HALLMARK_COAGULATION,0.06887026632279801,0.04389734599351055,-0.07735075963734958,0.10726342172816351,0.02594178803016818,0.014051237702554092,0.10658642489952724,0.09451516420827158,0.026966205747675047,0.021305876067048667,0.14485702027643763,0.007486423398336067,0.07666465056539033,-0.01801765407595672,0.08106976438273705,-0.014413845142845723
