,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.05794375415110813,0.011099729673341415,-0.004118018735800256,0.019878221873465562,0.02606770236806196,0.06243073972572727,0.0085854683860901,0.015751908000119205,0.054418697901824346,0.10706492375638998,-0.012992817750266124,0.07812923263107538,-0.003303301826242783,0.046889658088125875,0.06352643994470185
HALLMARK_ALLOGRAFT_REJECTION,-0.0014823277956163197,0.06215341419450843,-0.007512488025560482,-0.07221968004000084,0.10752228864493021,0.051475018819181984,-0.023228360847535146,0.16320329832122316,0.02427705997509091,0.13857125404273798,0.033918546302891546,0.02517933927598432,0.0055968574547205765,0.0005260986128483145,-0.01231265914873694
HALLMARK_ANDROGEN_RESPONSE,0.047957011746770126,0.00451304862924189,0.06066932003895307,0.01077900314032868,0.10661750107032703,0.052835866839689334,-0.009605369543900049,0.13266266596864082,0.05053464644745364,0.05831606208800363,0.05170847375909595,0.05874853650501651,0.002122087944526336,0.09231485507997696,0.046084243618744344
HALLMARK_ANGIOGENESIS,-0.023546914656736542,0.0223644834299692,0.027636202110073418,-0.0702329526041286,0.136276832220343,0.040474816005059304,0.0026290743590966807,0.12702347459809982,0.04373561245470173,0.165304210040702,0.023491598846778667,-0.04470869648857032,-0.10543689620487459,0.054799048250406095,0.10055857233049745
HALLMARK_APICAL_JUNCTION,0.03418426590862351,0.007879198135198752,0.028206530473712847,-0.01554571082819077,0.1440802500205527,0.056501624026191355,-0.06499353576140207,0.1048640505730286,0.11038802229101026,0.09003327425611829,-0.0376634070009433,0.08511215723132423,0.000645192314303203,0.05856973031225579,0.04418259802401677
HALLMARK_APICAL_SURFACE,0.11263033019305534,-0.10751436306544206,0.022121616436123866,0.02125923280636669,0.02632849108040512,-0.0753434294001946,0.05551627378449688,-0.052498519136027995,0.047119393720665606,0.0593193196916209,-0.01280385837735447,0.022211068996339296,0.011618501281184801,0.034476818334895694,0.005088529796861283
HALLMARK_APOPTOSIS,-0.05939900379637963,-0.027449944199067988,-0.015314306991720508,0.009160959981508498,-0.018442570369153862,0.011630597149248639,-0.0018583042518380637,0.11618185282640885,-0.03780576516928179,0.03219467094652713,-0.08441237060718179,0.033795383889613353,0.007717442496871232,-0.029828296853022244,0.006539193921631638
HALLMARK_BILE_ACID_METABOLISM,0.10390618821541861,0.006492938767807005,-0.03832092187238906,-0.027983063940687728,0.08542468676175648,0.04437573154916255,-0.002444710437935597,0.05140065343995335,0.04610619610697518,0.027894663588112878,0.04164922695819553,0.08451679756494519,-0.01558264520951233,0.044577666970551315,0.07260863987557983
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.032893663732108086,0.049190814792979376,-0.011779250910302477,-0.015538831897868447,0.12203329327511321,0.02735558571204547,-0.04769684949167382,0.21861173143932622,0.1170736583519622,0.08244311737583813,-0.07453133217229181,0.049928318763811055,0.005839196378825221,0.05252329856112258,0.05792166586829028
HALLMARK_COAGULATION,0.0011663909735841096,0.05007074329537759,-0.038835883819047,0.020578604932105195,0.08460374119101695,0.04693995935696064,-0.020580031086881258,0.1964666862492703,0.039632977747093304,0.03673298963006622,-0.0044277002430556265,0.03941710980605834,-0.004709428315658904,0.03437963783525985,0.039868721324215935
HALLMARK_COMPLEMENT,0.031601186155143506,-0.0173990483345056,0.0639294846397914,0.05343936183420239,0.036298206646344484,0.047544421352824474,0.01128912832066905,0.16260501231429447,0.06668675389891203,0.09383052440967235,0.012421108629507674,0.0498780470913174,-0.013669691439727946,0.03282065590518797,0.06437348540198316
HALLMARK_DNA_REPAIR,0.06593444299393629,0.016019573437127742,0.03322306179908094,0.027158078085231442,0.11231659382750706,0.0743597108026617,-0.019175359210484123,0.06132172350985262,0.11450513991887401,0.08489542948176308,-0.03324742512370724,0.05868486303826234,0.006191790344876191,0.08516752880526042,0.04683810634789012
HALLMARK_E2F_TARGETS,0.03888672442908938,0.022765969112683665,0.01175352535390809,0.05855796728998648,0.13631178731997073,0.07139794405838362,-0.03553705509242517,-0.08595080388638066,0.06815114105950709,0.08406217967167107,-0.05177897510876971,0.01788807577350095,-0.029354993457844338,0.049080072190098634,-0.038228849894322854
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.01631844213931496,0.0008324870699099202,0.02675247703913471,-0.02277091702716752,0.10246681875616835,0.06796952941799171,-0.02159961416258818,0.17551310358511574,0.06206245141390887,0.12545693897879898,-0.049446006611209424,-0.009464426409679405,-0.040143890585666545,0.059517218861122455,0.06413442109946314
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.019694856234927425,0.019501063535561525,0.0011850652174317017,0.08217263699803715,-0.009422320924749686,0.05665507663061591,0.028458342667866506,-0.1007866417278312,0.00583686063874007,0.017939003943552922,-0.0208001109148779,0.06738058715689926,-0.05825889975237061,0.11121687217492394,-0.006279065037711258
HALLMARK_ESTROGEN_RESPONSE_LATE,0.022332912483027833,0.0068987175741695985,0.015736186227525123,0.02208047873074277,0.0767145089602321,-0.03784770755983543,0.009626783953718666,0.12375250996364193,0.045754151511528264,0.022851863647838096,-0.10718213433866622,0.04151303804939392,0.01030732922569738,0.023950621595605674,-0.053511964019491855
HALLMARK_FATTY_ACID_METABOLISM,-0.022065844178463957,0.010104091632160259,-0.009933256015810263,0.024080883663121628,0.02374243779609472,0.04020655038553028,0.03888496693829903,-0.014899370435331311,0.011396736580590644,-0.0006975898655197449,-0.05376552484732173,0.010411695753656367,0.0659876956965364,0.07216428501068259,0.04532591868833151
HALLMARK_G2M_CHECKPOINT,0.06354831788963157,0.03959541574239521,0.020668174827019485,-0.06000589516164124,0.1413451398332716,0.04382042270253217,-0.00777426702903293,0.11141763758268391,0.08971258233053135,0.027383707887638737,0.002839204217993165,0.02020125614791071,-0.012580889718220465,0.056214456962517305,0.07574965564010804
HALLMARK_GLYCOLYSIS,0.038842986236408646,0.004126520996243747,-0.03460765267977576,0.01583725153005884,0.06132566657635,0.07413224045605452,-0.022838055916148858,-0.05178392893278963,0.06105938235690508,0.12004817388096997,-0.1084445203494379,0.04145684854625,0.05347386278689606,0.07863523284956608,0.09919231610232072
HALLMARK_HEDGEHOG_SIGNALING,0.07271938565525858,0.012667667866519426,0.043656108194576965,0.11740516151434464,-0.1037827278596144,-0.023946259857795395,0.03732594624114917,-0.1384670376766414,-0.006631511236141822,0.10787462878936686,-0.13720889144671244,-0.016174252091828642,-0.07676970316047878,0.021772452748329025,-0.029795289499583644
HALLMARK_HEME_METABOLISM,0.03940876964058442,0.05282167368549847,0.0363531571344008,0.06982267208912575,0.06638496728761559,0.049568495422949964,0.009719983569132099,0.023042907151886362,0.09708936637959052,0.0831631791106535,-0.04448943329051731,0.07923635114881894,-0.02531744214160466,0.09095389989280006,0.05787856449404032
HALLMARK_HYPOXIA,-0.03035309305547559,0.0033399497159891534,-0.02049794291283243,0.0023607349374701564,-0.0120632184583481,-0.013025630867336893,-0.02686415934555601,0.059303867957363046,0.053633544020488484,0.05440973050634418,-0.11224204128657303,0.008977245484601422,-0.0211549416455173,0.02966346371454156,0.007223281782919904
HALLMARK_IL2_STAT5_SIGNALING,0.03097220081578085,-0.00797393526254927,0.027007272515357145,-0.03774877245711675,0.06075971571448862,0.047692589860089674,-0.0396482860242684,0.0833990872635004,0.044285571406501176,0.0671799011379686,0.0028447361207898495,0.02702200827791545,-0.0023124092937422754,0.11739014805476634,0.041381532196242014
