,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.022627480877405043,0.12967771568574887,0.05851231285721487,0.07147109783293311,0.03480161823477708,0.06953640880253187,0.06283151300113489,0.24902704169939688,0.045861372749972575,-0.03655172008196994,0.09234832811181626,0.01622014789881571,0.09854270497471522,0.04949665239157699,-0.014429825990535244,0.06276499068655964,0.17552311515346683,0.165446226929062
HALLMARK_ALLOGRAFT_REJECTION,-0.0038236938991236115,0.07972704421537832,0.042135313537369885,0.10549304462676239,-0.02256398187381967,0.026076224986280344,0.14878798175935953,0.28575879162306883,0.06158693071813888,-0.01787514093729472,0.08357611688374385,0.03443493657491711,0.18459331765314974,0.040980835988433356,0.015107383163694234,0.0594912304161205,0.08312604933880674,-0.02206356915520002
HALLMARK_ANDROGEN_RESPONSE,-0.0031392334640833854,0.16056828607703777,0.026137765028672214,0.06787386150036108,0.0103617926191391,0.04192628771486621,0.13563959268689385,0.2456722930687943,0.07450247451456786,-0.00953541701990043,0.08009843747744852,0.01791534884011652,0.05551343102640369,-0.00546058036182409,0.0059903549793329305,0.06593282146078933,0.11112005884472158,0.13018638303720514
HALLMARK_ANGIOGENESIS,0.08163628739255627,-0.014144082688396259,0.03954452179548005,-0.0006821992613887351,-0.01831949942492367,-0.018908900023650893,0.1949232593173113,0.2827775771770349,-0.00804676578168633,-0.004065078217131068,-0.07689984304769308,0.025992428917649798,0.08826504469129555,0.03189128064577901,0.03802515243032853,0.03134277688780506,-0.10955655754415179,0.04362106253520014
HALLMARK_APICAL_JUNCTION,0.02680065356255753,0.17297146957531614,0.04575189092260367,0.15661075772412633,0.025482783768438363,-0.013989672312619772,0.18010138628853758,0.27338098343809036,0.09582941665657974,-0.008287164733217323,0.09531959895051502,0.07219605575630084,0.05775656708257183,0.06872662868643588,0.04782618621118593,0.029393903516982817,0.12419858009383701,0.17402650700626174
HALLMARK_APICAL_SURFACE,-0.01577113348717858,0.10869126031644988,-0.03604672958168091,0.04869793492924426,-0.03118652489559119,0.04749458578650183,-0.12391696875490639,-0.15043682847182913,0.015253692270811218,0.041203638232289265,0.1272155719434494,0.06228370335151471,-0.019554985515448636,0.010939784560873314,-0.01717752099244748,0.07695200102362798,0.10478870454768513,0.022843729587099994
HALLMARK_APOPTOSIS,0.07495330234674757,0.050663249372835596,0.01504725088194603,-0.023474551949544606,0.01517701219630053,-0.06767201274530628,-0.07403739678756895,0.045654902881592296,0.0009640649112614974,-0.03541555475293908,0.021681152501930055,-0.04657914996522675,-0.01756056922246117,0.05170641968843694,-0.002960092975852109,0.027459523777067122,0.09199497078216357,0.012838666331454966
HALLMARK_BILE_ACID_METABOLISM,-0.019923020230587063,0.022104245764890673,0.026430258495673126,0.11681480017531774,0.058668853469565165,0.08058024770197167,0.11306232707929527,0.23823243156503715,0.06132955892714165,-0.017666221013943266,0.025090707453126273,0.0243710608461871,0.08829009424492876,0.10184590634672258,-0.01983155628171728,0.028983035944112973,0.16483460945472117,0.222287680163896
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0005868604336899744,0.06278795076136538,0.08612949109816856,0.000998365209495613,0.019705323491035015,0.07787434449555139,0.13205318074218675,0.1761284063910337,-0.042252113423547906,-0.041108271224787066,0.08959342634426518,0.048620051713284894,0.018401770979367,0.009166420998110807,0.013830122620184895,0.02612490009830881,0.17572481661402714,0.20702272707918457
HALLMARK_COAGULATION,0.011878645469726513,0.17675580256841275,0.01372125593468279,-0.05026294617659897,0.03349981134537786,-0.032860018734158204,0.11428930940040966,0.2532741827888245,0.054398052480149436,-0.06596527589356414,0.043281162715286155,0.045816417328044534,0.07382312773894013,0.03192227284954408,0.06365150192047501,0.09633867292687139,0.0935809284602188,0.08326652834917028
HALLMARK_COMPLEMENT,0.026244424610517483,0.10724819629136292,0.028766588694248835,0.07401355289511624,-0.015394955868425767,-0.025993842059420978,0.06251032568520941,0.280489063147972,0.07062366959024347,0.01648284510589227,0.10502648520550582,-0.002362824240820213,0.057696242267109954,0.07916920134803267,-0.008153594950289689,0.10185448290464605,0.17177239941899697,0.05246736661960838
