,UKF248,UKF313,ZH8811Abulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.08203004412284978,0.015698568594477505,0.030160317798395092,0.06781432694421341,0.07744096921560607
HALLMARK_ALLOGRAFT_REJECTION,0.06944555230910458,0.041535273775553494,0.08139056834017648,0.022947655109267825,-0.0697573489656616
HALLMARK_ANDROGEN_RESPONSE,0.07663372011756178,0.039722228143683785,0.033140600475220536,0.06409406251271794,0.0010205819523780289
HALLMARK_ANGIOGENESIS,0.0052435262350232275,-0.011468658919927441,0.021341697760357985,-0.010781671939974462,-0.02316701751134866
HALLMARK_APICAL_JUNCTION,0.11208802030020222,0.05918965107477737,0.0038669261355685236,0.08016665864018886,0.0690759510526674
HALLMARK_APICAL_SURFACE,0.06388805966231392,0.05405113858176576,0.04941909748850558,0.06972070879685442,0.012828829645516486
HALLMARK_APOPTOSIS,0.06042514815802834,-0.03039386588448892,-0.021131686727593257,0.02735447245651131,0.06578391812006998
HALLMARK_BILE_ACID_METABOLISM,0.017816794181177775,-0.02144762748776647,0.011102129553944151,0.0390596215019525,0.06332693897909714
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.002604327644100978,0.022927966745097297,-0.006096503982499872,0.05563345592350512,0.057944792612162045
HALLMARK_COAGULATION,0.09686680516914915,0.09556788039404363,0.061995562943974805,0.05942573574267359,0.06672157311618335
HALLMARK_COMPLEMENT,0.019113657616337237,0.03058898082142796,-0.002247078766328409,0.05541530767736009,0.04107874820831136
HALLMARK_DNA_REPAIR,0.06917028537640249,0.056987011080323786,0.02384108504545319,0.056235432362465886,0.049815019435239194
HALLMARK_E2F_TARGETS,0.0778131720085252,0.056627789942476955,0.10022164826738512,0.06168676986445328,0.04297379147150687
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0764176805563691,0.024322596280229137,0.024001887153647847,0.06474295691391369,0.00854275532139538
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04624439335989141,0.010452440694044213,-0.01609712247504927,0.0636762525467596,0.05490154054835864
HALLMARK_ESTROGEN_RESPONSE_LATE,0.030519292378077142,0.022546909633725878,0.03898081355164631,0.036489364097721515,0.05215674683011513
HALLMARK_FATTY_ACID_METABOLISM,9.630219667044763e-05,0.030749212348883836,-0.025386344135131786,0.017717689428364134,0.06514283274168702
HALLMARK_G2M_CHECKPOINT,0.05249271338390306,0.042617207435902485,0.0489360738399271,0.06354115372063819,0.00946628420728382
HALLMARK_GLYCOLYSIS,-0.010203341798334124,-0.02265672663384533,0.015936080776073527,0.06576186935492447,0.04099597864603248
HALLMARK_HEDGEHOG_SIGNALING,0.023929189785519868,0.05049758315048883,0.05398853832983663,0.07483290260493967,0.03134229722441391
HALLMARK_HEME_METABOLISM,0.0720693780307034,0.07622108626108236,-0.005083960964483022,0.04790778824315402,0.021768788364308633
HALLMARK_HYPOXIA,-0.07387650101606012,0.009999296823242167,-0.08246126500525743,0.0022167209147225795,-0.004646762316813909
HALLMARK_IL2_STAT5_SIGNALING,0.06225280870196218,0.003534188548826501,0.04525370815244019,0.05573954638330008,0.05554423921509599
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.02303973898825071,0.0443775591300285,0.10358079951575577,0.06563609471455302,0.004313008369939929
HALLMARK_INFLAMMATORY_RESPONSE,0.029479183000146274,0.04385642365675797,-0.06746739548133569,0.04082182596656568,0.010662970355515953
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.11760617550314498,0.028019474099169717,0.059176263687286464,0.07398621627163868,0.02250732029414567
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.06712324301988014,0.009860423014637947,0.014169957838789505,0.04215139544781206,-0.012304176468123863
HALLMARK_KRAS_SIGNALING_DN,-0.0014534176134446495,0.0017970719257936994,-0.01860109004516675,0.03260909572480767,0.04366970897969046
HALLMARK_KRAS_SIGNALING_UP,0.05740219218748206,0.06566566031333139,0.06525146999197544,0.05961540114327368,-0.043600101489473526
HALLMARK_MITOTIC_SPINDLE,0.0938308147899335,0.05927691228755942,0.014195721402420895,0.06112772618846779,0.02915086141172202
HALLMARK_MTORC1_SIGNALING,-0.029635224873378798,0.01424348604748446,0.004182784490162689,0.04219205285812833,0.010497568950695771
HALLMARK_MYC_TARGETS_V1,0.0664390741212464,0.06252589893108881,0.03468664093303205,0.05710570429692773,0.029182163140646603
HALLMARK_MYC_TARGETS_V2,0.05278906438347503,-0.010624153576055083,0.025094990952949415,0.08555067045625986,-0.028871132950471477
HALLMARK_MYOGENESIS,0.12504815737728037,0.046322296644397014,0.04949309434577864,0.06439061807865007,0.03286435608977655
HALLMARK_NOTCH_SIGNALING,0.08340161710050063,0.053986439641130264,0.03089790988959442,0.05234806374681943,0.03724335188826018
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.056631799894774196,0.045728218416891425,0.02287440531497319,0.04724366325959891,0.02220097257504789
HALLMARK_P53_PATHWAY,0.038707424626731685,0.02512145991628073,-0.031673581805658456,0.03469155940828357,0.045504726111554185
HALLMARK_PANCREAS_BETA_CELLS,0.045476448829496134,0.05650151936040628,0.01071225923274838,0.04148726475207454,0.05071025675218135
HALLMARK_PEROXISOME,0.033352560896823306,0.012649451874177705,0.05907595933055466,0.061129546470595,0.02185136118410527
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.11331883281745415,0.03345651315902707,0.025669417405275785,0.07051939756544541,0.023517179781241557
HALLMARK_PROTEIN_SECRETION,0.06484346992100079,0.07307127342469676,0.018463841221686053,0.06638055202336657,0.047502291882245584
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.03408581739337693,0.07357913611489164,-0.002983617521481154,0.030759433939413015,0.06304984686710863
