,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.10413170285862654,0.04868661006050938,0.054749847701791324,0.11844636166266483,-0.013821804220582483,0.036265881816061676,-0.021729061060313706,0.10533067657163382,0.08599874760370561,-0.05280492756592694,0.030866065589176414,0.11578546206349784,0.1610752017057491,0.12613539055780398,0.05428855335307453,0.07582381675559612,0.1833792024149186,0.1421214753807448,-0.11142175838743068
HALLMARK_ALLOGRAFT_REJECTION,0.05146780405976823,0.021442639462231895,0.023874330011432097,0.11516367737993741,0.02280371384327666,-0.009423518170639956,0.05924140846036191,0.12060707248732912,0.05090636315559018,-0.002567168247572458,0.10505222750505214,0.16071642280559106,0.08056958493659472,0.06120067350369863,-0.02649429006956872,0.09460283171481874,0.20782226064724524,-0.0077449462951895455,0.07121767879019535
HALLMARK_ANDROGEN_RESPONSE,0.06592370518589377,-0.004532229664463768,0.05167158699713527,0.06856990770945103,0.10059366414776824,0.07243823824968215,0.11572777253688542,0.0956775282609559,0.07151218756113922,0.019811033725729628,0.08114439245720166,0.07747554795925075,0.15104240061715613,0.11501066146906126,0.03763088588452721,0.07207049611693539,0.23023299209385853,0.15506410094389297,0.0036710846576595616
HALLMARK_ANGIOGENESIS,-0.0453014759153908,-0.03473979454954924,0.018989310314532867,0.10405036659446465,0.029961538365139068,0.07101105322324894,0.11728213513828607,-0.0005504865947998319,-0.011510029576427465,-0.0839863326250422,0.025584184102111687,0.012650561292862426,0.009924308618082358,-0.0739840663131173,0.05865885727636574,0.022582701185676925,0.085966903117949,0.0989891877890294,0.06359691834484514
HALLMARK_APICAL_JUNCTION,0.10170991964142694,0.023974339915652447,0.0695457410236152,0.12500509737993873,0.050304905471870213,0.04166760060897174,0.02820310338983796,0.11729466953568563,0.031770697023260124,0.04462217493834533,0.10395860635853922,0.15254879914787875,0.17818153528661151,0.1479093920188641,0.10820829652427907,0.04062699652666386,0.2634000213438093,0.13733930532230862,-0.0407514465157964
HALLMARK_APICAL_SURFACE,0.0632152342798702,0.017890107827182717,0.027408454834683273,-0.029620300638706867,0.07411643714355416,0.03630543173574735,0.07095893615263238,0.10060538028369684,-0.00615115993744193,-0.030163205360171728,0.0594219524857883,0.06974098301312344,0.1434571264438934,0.12758110349578097,0.07262245764547536,-0.03327471079847491,0.23073435641377402,0.06483251333380745,0.0593585422131223
HALLMARK_APOPTOSIS,0.07408408706690699,-0.035066697483286995,-6.549556934764676e-05,0.05648767688908573,0.09870666092570052,0.01620563268336955,0.03593632561724471,-0.03272376052478221,0.03616785409872164,0.07664744729409065,-0.09214327143436306,0.05282607270137302,0.05706898094817693,-0.054755570699204864,0.060203409891025614,0.008309254042557945,0.06179079194688957,0.05480990303348109,-0.027009439443763286
HALLMARK_BILE_ACID_METABOLISM,0.009169497841713427,0.050552797606000864,0.06064837922380282,0.0888231226037253,0.03629934648543959,0.03995802182565994,0.0575608780730136,0.00028467156260913946,0.05949215409243995,-0.012851906926594022,0.07431986455538298,-0.009988009912847014,0.11842136570504512,0.1345884032434122,0.06716543521439654,0.05501211101210261,0.06609958882406591,0.142091602814534,0.006280966330450732
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.007706347308104427,-0.019526584331430265,0.06302396685075223,0.06696274857548695,0.025402006444892055,0.022243019663320925,0.0957086785414652,0.09799209571689443,0.050457395129058225,-0.07286006672966462,0.017077558718289303,0.003979788764121296,0.1304473689887297,0.1585008442006868,0.08858319173657976,0.04681082424075284,0.06968437595942657,0.20671858020175268,0.0305268287839057
HALLMARK_COAGULATION,0.11423371057851606,0.007959779579844164,0.022952051877218202,0.10898939661070302,0.07615528066494406,0.031670529033953836,0.1257228477195436,0.07538539604048676,0.07651060793181806,0.06213474174411901,0.04568899996454696,0.18922601801734637,0.20919630627043886,0.11128372980559398,0.06377512579449277,0.07895098217686114,0.2698540782167395,0.12743433020623227,0.07072714681314063
