,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019inf,ZH8812bulk,ZH881inf
HALLMARK_ADIPOGENESIS,-0.005888426714439937,0.02668631430198191,0.009064644268455088,0.06086339764340549,0.003182217103822031,-0.06203863407837245,0.06787618803936925,0.03142326388705077,0.005439054590456097,0.044172335330519286,0.06381101179637923,0.04371972372797515,0.017316418291227105,-0.034306474272410306
HALLMARK_ALLOGRAFT_REJECTION,-0.0652892103533284,0.03932293836191954,-0.020909838677435035,0.04927443859510301,-0.006389666421280263,-0.061905529119792545,0.06784931720771337,0.02434992391381952,0.07232937337415346,0.06057570594417706,0.005243014454310738,0.02674588980663212,-0.031192519654229884,-0.014897891339901586
HALLMARK_ANDROGEN_RESPONSE,-0.01812929814191759,0.0311221057753959,0.01823240866939863,0.049303231216097775,0.043477944459746704,-0.08433085229826368,0.11625886544079674,-0.019808794395833544,0.1320288182133647,0.07003926637176024,0.04976982919800273,0.06715926454448261,0.020096566021167626,0.007884499664316095
HALLMARK_ANGIOGENESIS,0.007942356671891856,0.050433284393829714,0.04637617284980884,-0.07502069959171852,0.028842502990367124,-0.09094486960434159,-0.016624190206935216,0.03283229822580244,0.22127206283179784,-0.022062197375774528,-0.0271745105424688,-0.03762660086233409,-0.05184024255302873,0.07242302680137384
HALLMARK_APICAL_JUNCTION,0.015126282456809992,0.0007576451326019108,0.007854128266273692,0.0352630786370095,0.03956526971788144,-0.0903565044782866,0.004892756742581069,0.002612555143783303,0.019090088606971298,0.07608184797639311,-0.024307510879634953,0.028280152055814644,-0.0026892665042462854,0.03266194943085958
HALLMARK_APICAL_SURFACE,0.04514715074694889,-0.05885844339685383,-0.03611242193806876,-0.02655146653515126,0.07142546386073186,0.04433478942369082,0.1027351543624306,0.03435124968731558,0.013184932336736318,0.08421065779928232,-0.0011237569912524344,0.031688137411879314,-0.005490726133996541,0.07019953082204376
HALLMARK_APOPTOSIS,-0.04492275051862603,-0.010191843698014675,0.033181651734406056,-0.05738955541294079,-0.05375027435223729,-0.030124725618660437,0.08216279127267871,0.02321625946040757,-0.006150285795056441,-0.030837542753542828,0.022543899093423084,0.010494614472212352,0.002728412725355977,-0.016269492517388847
HALLMARK_BILE_ACID_METABOLISM,0.023693871207103125,-0.053801656158745416,-0.02968210376884962,0.015980025743298022,0.013040020276161317,-0.10058616104562917,0.04364804766563843,-0.023478647974430136,0.07852140164526916,0.011898121835049324,-0.012090540753024539,0.06643068463600166,-0.055549390758262686,0.04744907915860945
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05992053828270004,-0.02718925015884905,-0.014707562385336935,0.059661663015599206,0.01954615527712126,-0.019062508925669127,-0.0025909795411990883,0.005757886321803531,0.17428843350555423,0.07241667228527639,-0.011544823604187288,0.06202827802468387,-0.02714125737058152,0.07665773714748805
HALLMARK_COAGULATION,-0.02061087851332066,0.04347232555010349,-0.00675675216047458,0.003806728330801875,0.010590273506156296,-0.07883198391875271,0.03226063779540473,0.016142286159217614,0.16212105341120603,0.03440245031276848,0.00037739457581493623,0.004108011213198006,0.04535945412939459,0.06818411572264257
HALLMARK_COMPLEMENT,-0.03240206603254396,0.02720666250106597,0.02307650239558215,0.10345924830489063,-0.0125552546605354,-0.0689914568018964,0.09106329380918925,0.018444821248751353,0.10724402547135227,0.036309983107251,0.0343130405702616,-0.028867478844459806,-0.017065383287612514,-0.08326664647718054
HALLMARK_DNA_REPAIR,0.01105432024292827,0.004623028991352491,0.03829105225119666,0.07777169583053697,-0.005556191282134534,-0.08435301228057024,0.09753559473055039,-0.0008623237005463089,0.031667931855325626,0.058152731270940394,-0.002615921796657257,0.012326825879884989,0.026260440762080013,0.019962032898027796
HALLMARK_E2F_TARGETS,0.04143977598896231,0.004594373065440387,0.004627103198754123,0.0041093973951606515,0.01985856908948106,-0.10297228663711504,0.05658868129841469,-0.02500991553512837,-0.047869482769634146,0.10216177422258785,-0.0036432364722643767,0.015896584075133034,-0.016159333308567416,-0.026177505742676046
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.058547740716193106,-0.01328006995782053,0.048222274526837125,-0.07308409111017262,0.009116516705219988,-0.0958031576103624,0.002908662086089539,0.010707713297369801,0.11550451366184923,-0.0001626795643288449,-0.023108966769388565,-0.046836625412776764,0.005445406006181673,0.02038669253337643
