,UKF248,UKF260,UKF275,ZH1007nec,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03564187593529353,0.10187634799732365,-0.008545799113144523,-0.006792590718636713,0.09296964547497408,0.024712287601022318,0.0251572654253057,0.14052270283278898
HALLMARK_ALLOGRAFT_REJECTION,0.006642061934478183,0.0625279307864339,-0.026272390304167337,0.07918680986377458,0.014271531456511397,-0.04002168445988961,-0.007190240336941824,-0.05256102405780553
HALLMARK_ANDROGEN_RESPONSE,0.03486130074037576,0.11489002556194759,0.0013471348506482307,-0.06973103580059074,0.07247982352439618,-0.023158483513004226,0.06558874752311858,0.07925593402447217
HALLMARK_ANGIOGENESIS,-0.016375670518616905,-0.0989643883940175,0.0030659387010129545,-0.09353898162426641,-0.026627679715494297,0.046808769648725365,0.018754902290226298,-0.017201279413311968
HALLMARK_APICAL_JUNCTION,0.0275285912774495,0.10689352121658954,-0.009115425407071583,-0.010755016304647869,0.09651407700988646,0.0657191480523443,0.036497925182203725,0.10262136316246688
HALLMARK_APICAL_SURFACE,0.014475072371902813,0.1549021603757313,-0.020754498778408036,0.004194470736337473,0.03615958879691485,0.037092759099153806,0.03564519683070205,0.02698109231972965
HALLMARK_APOPTOSIS,0.0019161776475019857,0.0048032178232056055,-0.00485114132751291,-0.014654444031974575,-0.007565297784944995,-0.0103575040355975,0.005815819833032333,-0.01029387442439228
HALLMARK_BILE_ACID_METABOLISM,0.017370340078949383,0.058151529758788296,-0.02333822530186094,0.08409367682914423,0.09886149450818776,0.06134122386205519,0.016121554601649896,0.13618742928992933
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02248944593982015,-0.012113432461279322,-0.019097334974997753,-0.06421859154047387,0.10067944087922537,0.006149417269043268,0.04860230091763793,0.13213527241614292
HALLMARK_COAGULATION,0.017475425191763618,0.012281548882970573,-0.00526634219410253,0.022806034845170093,0.05909151911520892,-0.03915382309884026,-0.03006112363877147,0.11393973298037863
HALLMARK_COMPLEMENT,-0.023781522123968276,0.034624899111047706,-0.06117441638050821,-0.035273859854770474,0.03869375742205027,0.018371284432969728,0.0035438452650977197,0.1391013368347251
HALLMARK_DNA_REPAIR,0.008715817313462042,0.1301954781536262,-0.01619037159738305,0.02550439250040024,0.09582968627717825,0.047894788353495206,0.037322721181006144,0.17619581206113819
HALLMARK_E2F_TARGETS,-0.003709242121272499,0.0641067220716449,-0.012631285861187334,-0.05005549435617515,0.05196411590528439,0.039390504582315536,-0.009056554030807979,0.11372454052899895
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0182337732599283,0.011453034437996269,0.018444059908374544,-0.12218948030235643,0.010355190174202552,0.011972211236480169,-0.022420362415832236,0.044058462405761646
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.012284426168919683,0.07282984622971989,-0.00014197795778490876,-0.0704725920799301,0.11997282179778532,0.03842905218697457,0.07712848825046023,0.1323573538758988
HALLMARK_ESTROGEN_RESPONSE_LATE,0.035570207224665557,-0.01111731100296483,-0.024001930598962842,0.07522734078286401,0.0650357683022192,0.06404005338924891,-0.01329493517878228,0.136981087710498
HALLMARK_FATTY_ACID_METABOLISM,0.00896826064100778,0.010621761669940374,-0.04302537165654661,-0.02515880540419037,0.006889409100907181,0.004159167256320624,0.05257853712507904,0.06660715770474461
HALLMARK_G2M_CHECKPOINT,-0.0010809651959436404,0.05651791032130845,0.006315329998289261,-0.022346662802657444,0.048494111713721665,0.016863823503654514,0.03794873407262321,-0.0032813255061002215
HALLMARK_GLYCOLYSIS,-0.016250073345070008,0.03560076478233401,-0.006975150618508882,-0.08633768445052574,0.10888696890957693,0.05720164212685859,0.08512126968773123,0.13242294496256915
HALLMARK_HEDGEHOG_SIGNALING,0.033114472169784484,0.05151907839508977,-0.018916148440249064,-0.027880470849631318,0.05847460897536124,0.03529774338136812,0.04690013695756248,0.05336550017834449
HALLMARK_HEME_METABOLISM,-0.01442061231369265,0.10720784820467183,0.010336085461401044,0.04194282411012574,0.09142221308401698,0.05583249379009972,0.07734165905563646,0.16648821081426227
HALLMARK_HYPOXIA,-0.039036977457340104,-0.0527387160535293,0.016559377816132034,-0.055330486706637934,0.019961199167776705,0.0061784059401030446,0.0849913742286428,0.0349362387151383
HALLMARK_IL2_STAT5_SIGNALING,0.01625993309531014,0.04609745957296364,0.02929309537054223,-0.09213431770092795,0.09148070048141303,-0.0018103606348301843,0.09399948847272686,0.06461375815463542
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.007063408658033893,-0.04670264576745898,0.027979585191215073,-0.08727297281409338,0.015930457890535668,-0.0009860905511129504,0.06259659736408094,0.07488278598800138
HALLMARK_INFLAMMATORY_RESPONSE,0.04645228823708589,-0.02528314063725019,0.03396108116531808,-0.05456657438872974,0.054700990486443696,0.009032027358994698,0.03292777768878388,0.03743557898201528
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.026530261764081582,0.12359804375329662,-0.044961138519293335,0.08315016695139278,0.09919973465452585,-0.032601678039038615,-0.005963711648616517,0.051866910052153346
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.037658786057800875,-0.04951111122220949,-0.014722941887364721,-0.008181054614026727,0.017180445085536428,0.004453146929076414,-0.009861317371567115,0.05030307755457385
HALLMARK_KRAS_SIGNALING_DN,-0.01321642118138,0.060195178847923275,-0.015061730778829248,0.06153562391179473,0.1070190148649594,0.067747369926819,0.008258910524537685,0.13026598289275654
HALLMARK_KRAS_SIGNALING_UP,-0.008595090411926798,0.005161965737982468,-0.008576352858524993,-0.06319167176882291,0.08493693965765475,0.012688305724757196,-0.005112848101634866,-0.03362256302062807
HALLMARK_MITOTIC_SPINDLE,0.017845949257617098,0.12528495145215204,0.025611924776805167,-0.029046285610905102,0.08585930961614413,0.07814923297774058,0.035010796831824544,0.14203445633368883
