,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.009490858158960041,0.03852995730262427,0.1242840625970422,0.010694231804495236,0.021286033427335777,0.07940007434966734,0.015522282932054723,-0.03973734912035141,-0.023137663836522708,0.08519493243200148,0.07115168616495463,0.11726009670585742,0.056263695380002615,0.17194870173433466,-0.027531994051285622,0.046726553656173245
HALLMARK_ALLOGRAFT_REJECTION,-0.028563798623029744,0.04037112148663127,0.04919593340918072,0.06127788988679051,-0.015377626691775665,0.08233216066165189,-0.05586434107039917,-0.0021019881536559182,-0.04017922279173761,-0.0796215853933557,0.005030373005877383,-0.06587761144647968,0.06096957164111111,0.060882363893499186,-0.033549271700300407,0.04560408992581611
HALLMARK_ANDROGEN_RESPONSE,0.048487534894381706,0.01761578058975007,0.038152965987920916,0.06279818785069086,0.12288663093605148,0.10102068148099663,-0.034885271763915274,-0.054119884347997374,-0.024525637568302835,0.05443570802600579,0.04543392509928529,0.037602153876724005,0.04195629420246783,0.13471103277509452,-0.039012905521852936,0.03896675252863831
HALLMARK_ANGIOGENESIS,0.005730246348495436,0.08232936744204043,0.1139900361418306,0.025607699659121547,-0.07460320089434923,0.13343695524056146,-0.1303196314353341,-0.03391083742626134,-0.07785176653983808,-0.05033176868636059,-0.021606966833930357,0.05275638403882807,-0.08698523820385154,-0.10677244420730385,0.06702237092769493,0.022545089213953824
HALLMARK_APICAL_JUNCTION,0.028311116732949785,0.0815716452964719,0.0689556573198725,0.0033160408307871645,-0.03213247815060939,0.1606512924592029,-0.04750937781221121,-0.08866561741965825,-0.006679001505208631,0.09494052140662,0.0422303973670717,0.08937275006419321,0.008752536613285367,0.156498222570966,-0.00927299379506981,0.04640249697699604
HALLMARK_APICAL_SURFACE,-0.011922603341168549,-0.06884764818560223,0.1586793025333515,-0.02821690165292447,-0.02111384055625482,-0.026316736369417337,0.08574106300906685,0.009983894670145219,0.03769629680383033,0.07497124948208587,0.03394842317453824,0.0147578023802514,0.03618569356940657,0.1519957176987191,-0.04837739150758378,0.011666380112494976
HALLMARK_APOPTOSIS,0.055456666871525555,-0.011379801612624819,0.0046318113774700955,-0.01924230978851316,0.04012651553758018,-0.025348270995870677,0.05002279691231318,-0.04452032407907432,-0.04099982673933128,0.03279679474259692,0.03953917209033804,-0.05864622744143524,0.0005409330812390315,0.11329590430349527,0.018720718959293198,0.020022434986603922
HALLMARK_BILE_ACID_METABOLISM,-0.014761399560928366,-0.00804074145207769,0.0982766328778222,0.0037321522104896876,-0.021694942280148434,0.16864296529923112,-0.09922388038882299,-0.062450752432635766,0.009457566713169907,0.0491856632939406,0.018706180312253275,0.10997208589104013,-0.0012358043120693502,0.15914512209591072,-0.015601983725244307,0.06840857230406433
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07524214091671767,0.08448618854646238,0.07166107206930164,0.02406150395590655,-0.039025282981142245,0.15466495357513702,-0.0038527138783438684,-0.046978570804456714,-0.0038016141578700994,-0.02112611050231439,0.05766072083810029,0.177212230641573,0.0897118266132381,0.19979912581822032,-0.01974062899839657,-0.038649372248001544
HALLMARK_COAGULATION,0.03358644215818529,-0.007004805361508191,0.10569824662305187,0.008959266239035412,-0.02197539921813039,0.06404432707783264,-0.05892721788908776,-0.08022848542719302,-0.035040060805379046,-0.01814177865470701,0.06985958610011754,0.04343932832922603,-0.05945992113705744,0.15600658215766275,0.025993224875412835,0.002369830731088842
HALLMARK_COMPLEMENT,0.054413561236379,0.08019941693004365,0.12200186940114095,0.05700055528934217,0.07356540560111435,0.04710943018832011,-0.03429276714137502,-0.03882777752785485,-0.04351312222347157,0.018735095217693273,0.03760596302129781,0.08108623543671975,0.043916069537633565,0.16989585553973827,0.003478244080105153,0.010687199448901336
HALLMARK_DNA_REPAIR,0.02596907198700097,0.08037656460583546,0.08896406562284019,0.04266980710318278,0.029669261073673747,0.18421931266473487,-0.019863658510257908,-0.031869839566651834,-0.028324817612880446,0.08809214603332959,0.0453194705467605,0.14743408339939595,0.1029949946242158,0.22344512508665737,-0.02080023599194116,0.03245482110176587
