,UKF248,UKF275,ZH8811Abulk,ZH8812bulk
HALLMARK_ADIPOGENESIS,0.04610951049096142,0.046639512948619045,0.11048299968220275,-0.05404396518244793
HALLMARK_ALLOGRAFT_REJECTION,0.041689326738273316,0.043805853059084826,0.05907376673123864,-0.039796525114227266
HALLMARK_ANDROGEN_RESPONSE,0.056864984764176375,0.008380862777779432,0.1293390347783071,-0.030099212522314175
HALLMARK_ANGIOGENESIS,0.03482092287197954,0.04255833591896799,-0.038261133305281476,-0.005779169478355936
HALLMARK_APICAL_JUNCTION,0.024273866352471397,0.05101173501712363,0.10457830809234953,-0.04740450217604028
HALLMARK_APICAL_SURFACE,0.04507113782651688,-0.04690506581623058,0.14337435784010963,0.06845956671190168
HALLMARK_APOPTOSIS,0.04844856107180371,0.03711604988722599,-0.07605093150347714,-0.033544474705361635
HALLMARK_BILE_ACID_METABOLISM,0.025544437283868963,0.05756132266441052,0.11124723260591533,0.019698193715425538
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0035510079082342514,0.057213675879085164,0.11283036448106708,-0.04726514156001645
HALLMARK_COAGULATION,0.0597858266227579,0.07989798981191466,0.07202558031368037,-0.00010154160113568293
HALLMARK_COMPLEMENT,0.0699795261600126,0.04439164658953558,0.017825055117921495,-0.056192825614842803
HALLMARK_DNA_REPAIR,0.006360057101753888,0.056236693172504924,0.1354558517797804,-0.02925274768483911
HALLMARK_E2F_TARGETS,-0.018649776565322115,0.06775136287550802,0.07303542300324162,-0.006756195988400183
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05735209915554348,0.03530161409458545,-0.03482711778830634,-0.01770751247743965
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0526296823755752,-0.04441305480651597,0.04223144724838567,-0.037799879926459265
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0018968325986084295,0.016656070583329217,0.12019716047569667,-0.008112481375169043
HALLMARK_FATTY_ACID_METABOLISM,0.01788075523082966,-0.004481925948803389,0.021410376660930406,0.004859719746659282
HALLMARK_G2M_CHECKPOINT,0.01296832251272546,0.059872842922158324,0.06690051311216648,-0.0432568117672563
HALLMARK_GLYCOLYSIS,0.04335403765773307,0.023137539876172276,0.0676101163230513,-0.025727061863188534
HALLMARK_HEDGEHOG_SIGNALING,0.017583650395281456,-0.04304576480044452,0.0354999178667071,-0.06970829174119669
HALLMARK_HEME_METABOLISM,0.06308287415855302,0.011112610485390653,0.11073007011398268,-0.015594311183382755
HALLMARK_HYPOXIA,0.020708437598912454,0.019427466263013515,-0.05899810262200267,-0.0040380025604521775
HALLMARK_IL2_STAT5_SIGNALING,0.03337072162782981,-0.0012904179710308346,0.11287997870286558,0.024948502348671187
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.1034158101395122,0.02578249318491256,0.03479959512997131,0.043318190127628754
HALLMARK_INFLAMMATORY_RESPONSE,0.029829690876689526,0.03381933538544131,0.015642344087910515,0.003497991072390878
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.003595261298926926,0.0477469933712682,0.13003308916000353,0.031044334143110516
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.046434445419910084,0.06821313651366347,0.026888128107534676,-0.04263429897387581
HALLMARK_KRAS_SIGNALING_DN,0.05743906460736657,0.017948443988852383,0.13833246587940928,-0.039145199019602034
HALLMARK_KRAS_SIGNALING_UP,0.07545511379013435,0.03432429523064918,0.0680415010064199,0.0012846407619636316
HALLMARK_MITOTIC_SPINDLE,0.04937504533643094,0.023013419851898566,0.1207143350725956,-0.03129529336330695
HALLMARK_MTORC1_SIGNALING,0.033725557712054495,0.04038361668532892,0.008843059174966441,0.003825681962277693
HALLMARK_MYC_TARGETS_V1,-0.02398745668468281,0.0767683719795299,0.15051406668479544,-0.0441506942405512
HALLMARK_MYC_TARGETS_V2,-0.005295837648925333,-0.00326345924130358,0.03154838074379965,-0.010906756267756001
HALLMARK_MYOGENESIS,0.056825170274976654,0.003764694892143653,0.06509536001545967,0.02681074193132456
HALLMARK_NOTCH_SIGNALING,0.03467448858566909,-0.02809602108882715,0.1323416615769249,-0.001373522048649571
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.04411235903772813,0.04096596710617981,0.14575503550618024,-0.04438108854618985
HALLMARK_P53_PATHWAY,0.02106159194260027,0.033693902201793816,0.1110337373156111,-0.014932995348312137
HALLMARK_PANCREAS_BETA_CELLS,0.03308657130026912,-0.012963521496846042,0.10124531255398105,-0.010599161945493365
HALLMARK_PEROXISOME,0.022645400611413485,0.00903653197889482,0.13054958789628507,0.026435167549891402
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.027576760090664124,0.03614640327851986,0.11485055423378461,-0.02305610172173544
HALLMARK_PROTEIN_SECRETION,0.059777251979830824,0.055661123117048066,0.12732563389417903,-0.0504059209384612
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.06015568668126643,-0.0031964823914134278,0.10563966951840419,0.022127025965829064
HALLMARK_SPERMATOGENESIS,-0.006582429791642356,0.021367985381932676,0.12095995896090495,0.03388188628532773
HALLMARK_TGF_BETA_SIGNALING,0.049563976280672106,0.003633406133445434,0.12300601299157694,0.05639362936262351
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.06474123945930771,0.02333837530046326,-0.013718590566567766,0.023341613984320286
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0348746077316603,0.031698120959228054,0.13234632602393198,-0.01986819368749372
HALLMARK_UV_RESPONSE_DN,0.06216593784019963,0.037754217448975134,0.09777778443785598,-0.041020268318787516
HALLMARK_UV_RESPONSE_UP,0.05512389506126368,-0.024642771695677735,0.061214961761893345,0.014122027720713973
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.04408010440304803,-0.002347538445604138,0.05799884370796011,-0.045958605578907054
HALLMARK_XENOBIOTIC_METABOLISM,0.04036277969538196,0.0017085226229523191,0.1065387477315023,-0.05345404236026608
