,MGH258,UKF243,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.061851245948095074,-0.008093683945013174,0.0526250247867177,-0.01268204947957555,0.0017735724847567109,0.10724987781570701,0.0730206741158824,0.021536104136509793,0.013852367066310768,0.007866212243960726,-0.002546975495377859,0.12226169210936542,0.03280994517027603,0.15795601820950236,0.06353589739774873
HALLMARK_ALLOGRAFT_REJECTION,-0.03921468673373386,-0.023207557561988033,0.050919793759557595,-0.004687731057359037,0.037545180629471826,0.0858568669417789,0.04309618715618669,-0.01619149995566942,-0.02381358226409723,0.03175297774018281,-0.017287177359098717,0.10432203216527998,0.009061749319575593,0.041384676558054855,-0.010679075270315062
HALLMARK_ANDROGEN_RESPONSE,0.04680434528401978,-0.014034662523497147,0.02043948231439176,0.02318893838832282,0.04424760235158611,0.09008314518476027,0.03085546565849606,0.02858389671285707,-0.006770965742474805,0.030608512388765614,-0.058387443818451124,0.08784548415600676,0.006576809802022483,0.10851743228195226,0.06990301425407414
HALLMARK_ANGIOGENESIS,0.08174742875967705,-0.08354728531939912,-0.02415062865806888,-0.0039059035012320186,0.018277657006195686,0.06990761994071161,0.0035064905813517486,-0.0014629369478202433,-0.02011920835250826,0.05202892839036862,-0.041815114581250555,-0.01768588222219601,0.0448099371238309,-0.1045225673097662,0.10329834937243068
HALLMARK_APICAL_JUNCTION,0.047076709185981225,0.015069718528126427,0.07972719242962212,-0.004026085787882969,0.03978546311262851,0.09095415476365051,0.010217360373170191,-0.008573226897098355,0.03983037986110259,0.043294711576730385,-0.04116466336587487,0.13981804237119502,0.005725499399415997,0.11301225430563376,0.08729183735767379
HALLMARK_APICAL_SURFACE,0.08787319991417075,-0.0045091322394673165,0.008193596540563827,0.014113958972540823,0.009259162336743502,-0.03308237035541265,0.02399673299003526,0.010551044824560823,0.03137974636457693,0.02255960545715656,0.03769715650093835,0.12652440020600333,0.04902040692791152,0.11808113667138717,0.06706914065796186
HALLMARK_APOPTOSIS,0.01764356408690545,-0.032650121557253574,-0.00967755472323036,-0.04580877106099129,0.022417126392987655,0.024920712911796265,0.05364585319992911,0.052282162596612246,0.022623815459782034,-0.06311394621540885,-0.059231510348382255,0.0690100344837068,0.030666483141519815,0.024839102474482053,0.093052359583178
HALLMARK_BILE_ACID_METABOLISM,0.06894968735302795,0.03621368380085081,0.01772280687692121,-0.007836783369244782,-0.003459663519438692,0.12649690793562576,0.1058085076710411,0.012460838381125702,0.06349635548938316,0.04272378550092598,0.06090181041874596,0.09302157394552261,0.037504052528645304,0.14041522622182737,0.0773813601029959
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03955066538701407,0.06812612053908411,0.03359087927414097,0.004976513713293208,0.016415135896219672,0.09569741591966442,0.021965840442867028,0.009006655803723732,0.03665655402519292,0.0429678454333985,-0.03135394326542358,0.12385011163717304,0.057693607025614754,0.14487493610449376,0.060823916170696615
HALLMARK_COAGULATION,-0.023806421365087663,0.004520622916901145,0.011503764516740182,-0.015636913970348824,0.045053650941988675,0.06979505328913595,0.051453903617215045,0.0030050264407898903,-0.02868224667908529,0.05963778843425781,-0.0409346932848973,0.09092577116282353,0.03820096426216869,0.055353352011161594,0.1387885364381622
HALLMARK_COMPLEMENT,0.0066745773211842096,-0.02867270187914769,0.025514424454794755,0.040277925602442706,0.006939021827450016,0.07592043646882593,0.0898136929878175,-0.0489488421768387,-0.042207274020763255,-0.026897365619973673,-0.01685538312712986,0.1182353075210635,0.024757423491542356,0.10907675615415134,0.08356312988139764
HALLMARK_DNA_REPAIR,0.0541412994998378,0.011750887092951839,0.06549292606915628,-0.004592400247945698,-0.01375518698189505,0.12307547279252233,0.07929987503100541,-0.015631972187444537,0.05320252166902446,0.040027104716507736,-0.04303964652681614,0.14091545380730355,0.034927364616395,0.15539989502674895,0.07439156816776113
HALLMARK_E2F_TARGETS,0.04458319274901234,-0.026795237504651237,0.059754740923437605,-0.03156028189490365,-0.04573125831078427,0.13779508297115045,0.056391296555441936,-0.005965568001441882,0.038075245833323085,0.043544788838641865,0.02745888811839879,0.12630180589162326,-0.02447056726428941,0.12521135051685073,0.07256394614593199
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.055970904271970726,0.035463823865420116,0.058339548630867995,0.01008649785783716,0.027418809102645558,0.07420247015896991,0.018425528560198263,0.03674636973138027,-0.0011525845537442919,0.011869641421318371,-0.10016969474762581,0.0589421387577834,0.020220937219295496,0.006373737805947381,0.10169788086072713
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.013224727172182673,0.05170295464676541,-0.0021866649139786814,-0.016603628931240302,0.05458870107405034,0.08885842086150594,-0.03312451827585735,0.046624708505309864,0.03407867046011076,-0.023396159707532005,-0.020293441970783376,0.08672577425897911,0.061767487244424796,0.12647108999526221,0.09910710460940057
