,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.12418483505790279,0.01591568908902231,-0.009085748117958755,-0.006919520935987026,-0.029439205958985824,0.0484962219889059,0.05628802579480401,0.07465674801196362,0.010500341908292918,0.009539207785077072,0.1236828328686369,-0.014133045819967452,0.20491302547588125,0.07612706431213387,-0.02046862979953657,0.13289003452028103,0.1417757667925273,0.005144642391163606,0.08064458797427386,0.030099483512363447,0.025888266091726203,0.11783322201145631,0.027741842437057452
HALLMARK_ALLOGRAFT_REJECTION,-0.05334831506256364,0.0858623848092305,-0.0058789952242634036,-0.030829786154843882,0.084340879322799,0.11704173125544966,0.08487722840078903,0.08214289293315974,-0.032309181623883146,0.028178360325953267,0.19224968559183273,0.0248244391686113,0.19082037685882594,-0.09522455108658183,-0.00823294110315112,0.12390009587516596,0.08854979385164716,0.014773153975374079,0.008390283728244134,-0.039064509103980544,0.09600442484878101,0.06047221867185955,-0.02125312544802688
HALLMARK_ANDROGEN_RESPONSE,0.1280138363170548,0.08290639504114264,0.008174726027513575,0.035184777658090624,-0.010715855188420617,0.08971636612803723,0.06619728591288589,-0.013814725904331452,0.004391895770788256,0.04311594848526473,0.17151976847085884,0.031614824852937456,0.2229151592199664,0.021761587229630897,0.03338073314476885,0.15211984840440293,0.15717363027739142,0.03807411560502234,0.03524394486854941,0.03336748665596089,0.057971178111337215,0.13651071287153943,-0.03472307991964598
HALLMARK_ANGIOGENESIS,0.08853710400492595,0.07318976667398704,0.07783406465987902,0.06812166736299248,0.024590242304061524,0.06250821424289481,0.08108002637942942,-0.07343314822824741,0.004811087371731179,-0.013188054940698158,-0.019288664347245504,-0.004385930445047257,0.16181956109078646,-0.0511195826025327,0.0026657346714019127,-0.004633146087833327,-0.0062622579767385445,-0.07179473560583448,0.014269267181006809,0.0699162096543893,0.0574860352606402,0.0186153993065083,0.09138272147064606
HALLMARK_APICAL_JUNCTION,0.12351207771761613,0.07345788647404321,-0.012268143500105182,0.012907864322660547,0.008791552852603909,0.0948853406822784,0.09764816687260867,-0.010172492256919996,-0.05459898888306204,0.014147685875687929,0.17034674575550646,0.01153944865636114,0.22721638634455496,0.019789855145115574,0.03299730443368712,0.13169274769055211,0.14192645986637675,0.03971014612141499,0.07177587762796142,0.03167396761998444,0.1161629136253844,0.10702770007639856,0.028750156984645985
HALLMARK_APICAL_SURFACE,0.028295585107722065,0.01183032181273529,0.03797565927227445,-0.009124990662637993,-0.007465512800207403,0.03763551894768532,-0.030706455792014167,0.03297419075671696,-0.0020829096116980264,0.017303292211250404,0.21390909296355803,-0.025192727169334968,0.1410659533370438,0.005959339509169449,-0.08135192392075284,0.12411623003152013,0.14407961065026575,0.055096971661600797,0.006394572838062274,-0.01913850821196958,0.0988843418184264,0.013705527335667933,-0.008276945010211827
HALLMARK_APOPTOSIS,-0.029413074782767574,0.05377975438251137,-0.02128395422532787,0.058142354582588776,0.022859261507257058,0.02435613038188117,0.014005608841990709,-0.1309101914613899,-0.04572358771171727,0.0711805910327439,-0.011665987009747818,0.03778533524697607,0.03888851682851777,-0.09124193495083673,-0.03903215520000394,0.04580872909401297,-0.006620216803418965,0.0690478205300087,0.005354506248874669,0.045283235114195575,0.048367736606977414,0.04436054193465348,0.003643830054866326
HALLMARK_BILE_ACID_METABOLISM,0.16583844960837474,-0.01219984293960718,0.015851067144823767,-0.04853024125310109,0.05416831651522132,0.059412599302533606,0.06184560478597932,0.04061664445733856,0.008974152815202524,-0.039352629908662715,0.03268030057814475,0.017949058808164088,0.14794775440686567,-0.010551263532079037,-0.04735958526208944,0.07934863140178033,0.14333046185353657,-0.00734830453328191,0.06836856207376873,0.05814242842463539,-0.02039882219711564,0.07741700567643993,0.03716269578195919
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.16803317269205775,-0.02416579751760053,0.026119300590962978,0.044049548660791235,0.026555180671580813,0.12712868057916582,0.07054618343787337,-0.07928967592707466,0.031315555876947614,0.02193951755845034,0.1747619361801054,0.030652048481175045,0.11679177587687613,0.03468707346522936,-0.024062373514215224,0.11677870694062394,0.12557140509250866,0.06965030682737984,0.03579771666575153,-0.008094550566532048,0.005263263911629236,0.06039500086189408,0.09963677049274856
HALLMARK_COAGULATION,0.09843151102960551,0.08695179759916369,-0.04247068455308273,-0.006002301835623167,0.05983057402247613,0.07702543209838814,0.07398512687681415,0.019135723840969978,0.03471513315811482,0.03751208525701398,0.15749331863876315,-0.007401250668996137,0.14440075790867846,0.006100466967604092,-0.006784915348748889,0.11532014066766048,0.13128128420478305,0.06927782108785106,0.013292972551547317,0.028264736595287325,0.12091627646718692,0.11617403406722367,0.11063009190755838
