,UKF243,UKF255,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.04343100853609803,-0.12782593157276997,-0.017888380171853617,-0.1053458774552304,-0.08857313648218774,0.042033010825347536,-0.018683922066645132,0.07754865327675481,-0.012841103334143095,-0.036743194770789134,-0.01275962767705863
HALLMARK_ALLOGRAFT_REJECTION,0.08320957509970313,0.013665773781126243,0.04249283410620024,-0.0420041670916087,0.0033539324487835607,0.09046457071087602,0.01584653607580917,0.05086053388984663,-0.0321287502645628,-0.07713725735656894,-0.04933059054018406
HALLMARK_ANDROGEN_RESPONSE,-0.010395107685329776,0.0697844382771759,0.029634944166566934,-0.07729063713139388,-0.027366177773603607,0.07253164919997866,0.04870109006462089,0.04528993234839056,0.034618683420410405,-0.04252018315202048,-0.07237218370211641
HALLMARK_ANGIOGENESIS,0.02580899466999882,-0.15579509643566175,0.07411965865966315,-0.04609970462205557,0.038883408046868545,0.044904746001937314,-0.048965673227743714,-0.02394763129240612,0.011889930953939969,-0.09422122811174147,-0.025344245860944286
HALLMARK_APICAL_JUNCTION,-0.015692629083144106,-0.08899091300428388,0.04774775458261044,-0.11021298435952566,-0.08078430357758246,0.03507013241475476,0.004764803647936351,0.07220448158854843,-0.02782904258894907,-0.051006847685019875,-0.007602001153194707
HALLMARK_APICAL_SURFACE,-0.061680450982039274,-0.0975089829165849,-0.07723863304562731,-0.06002508438972351,-0.06480784263200084,-0.00020937408111091767,-0.02264799464599526,-0.03652041685256812,-0.013888454696649285,-0.025082365169197696,-0.10637111702464984
HALLMARK_APOPTOSIS,0.013494571349796805,0.06721579514198013,0.05029082132405949,-0.0006024591003725997,-0.02799469970231173,0.03504256412369067,-0.02737837426966991,0.021679585955583478,0.040351016590048826,-0.01623816592602063,-0.015672157959325837
HALLMARK_BILE_ACID_METABOLISM,-0.026601557278399766,-0.10942190193461945,-0.04555719375369993,-0.058795238778502644,-0.04064754554109714,0.03419537626719578,0.014128814131575285,0.044838013957263625,0.0511866788225136,-0.04869457619195957,-0.07001255300254773
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04140464403670566,-0.08956570627244749,-0.08409807697103691,-0.10394858206416899,-0.1061337290458067,0.02924115511196533,0.042584968092877665,0.0063091979247768566,0.06738835287374027,-0.07909598954972115,-0.006752142854165722
HALLMARK_COAGULATION,-0.014055253982020306,-0.1348997510161913,0.08973149734131956,-0.13929210906597392,-0.09261369315740643,0.08085141072476981,-0.04428638432459312,0.03561463152112589,-0.014495021970502772,-0.11009478272729846,-0.05645360312109329
HALLMARK_COMPLEMENT,0.03511711697949915,-0.06853736872231769,0.023037289896606812,-0.02709911608511012,-0.02575091934114196,0.0691268041545247,-0.05859135852320686,0.02883106602012087,0.029071821303807636,-0.05844189881401015,0.00605504975275317
HALLMARK_DNA_REPAIR,-0.0167206167098362,-0.029223342495283865,-0.07116332239203647,-0.06091782978704791,-0.073220254485002,0.04173612332645723,-0.007441984541181947,0.06284754179413728,0.020629629069167873,-0.06147114849690834,-0.036285231468547494
HALLMARK_E2F_TARGETS,-0.0026035570245290787,-0.12172202921146694,-0.042323381169528426,-0.03694762387126682,-0.003790760907527231,0.06238330657615143,0.009768307156505143,0.05178933662337263,0.04674971717411432,-0.13718625400811638,0.0034177071741440697
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04144102898008307,0.06824958540881806,0.03464005456503395,-0.09394426795956566,-0.005110570812123746,0.05653357832139442,-0.06597527332481541,0.06487169020856492,-0.009946680838557286,-0.04889651941298495,-0.07681822940961311
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0033901790549325556,-0.053539359244553046,0.04379588508680004,-0.09713389617929086,-0.06821976746849245,0.046138655299158796,-0.06110917661426459,0.021428489420794908,0.0037082147637809443,-0.03810525480415418,-0.031241403184835717
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.03489452957658511,-0.11087680883333802,0.021463925188113273,0.017529771289143993,-0.04430847449608954,0.02737683445294292,0.034702301765575955,0.021261702575178492,0.06631291306115934,-0.09665342694110748,0.03956960433682015
HALLMARK_FATTY_ACID_METABOLISM,-0.04906585297583071,0.1254618475360759,0.02989898323002254,0.05818753811990804,0.014577300463105678,0.040081554778780566,-0.020270978136249493,-0.022332129766087287,0.053343092624825866,0.006464045940022315,-0.07944055840339623
HALLMARK_G2M_CHECKPOINT,-0.00243164880658458,-0.07391991209993906,0.022466924379054162,-0.04952468280713854,0.024490431141374714,0.028678480952397115,-0.028057054430281423,0.05874765587306939,0.029522447151563592,-0.08521106346591181,0.002634634348771839
HALLMARK_GLYCOLYSIS,-0.024176011384661925,-0.025428695303809368,-0.0732798673384297,-0.019725484035481043,-0.03431148692916362,0.004123805046292752,0.010668137223389884,0.02770791066629667,0.07687928835196152,0.01399745225001414,-0.04377361843604503
HALLMARK_HEDGEHOG_SIGNALING,-0.09366394377987176,-0.0966522946663507,0.05417139790493898,-0.031646948074653215,-0.031116678938238947,0.01373983689901375,0.012726807033682638,0.07486692356437494,0.018023469493904553,0.04344136333719123,0.046698611834262355
HALLMARK_HEME_METABOLISM,-0.020870220126777615,-0.03481012937276441,0.0366051492381728,-0.08068626659162306,-0.07175915228048801,0.04576408084225493,-0.03015129522027759,0.02905488550300996,0.049727584390040346,0.0666786293004773,0.038008138927930375
HALLMARK_HYPOXIA,0.03885705304831817,0.13505930745421033,-0.004769144538877294,0.12886000778785436,0.02115555174290537,-0.02241294619223027,-0.05750959776971756,-0.04726391682735299,0.04962263220733454,-0.01488758911106557,0.04708709820169485
HALLMARK_IL2_STAT5_SIGNALING,-0.051994465792587645,-0.09866057393077668,-0.02531137479648153,-0.06635372578222094,-0.045562855263451725,0.04037353137412787,0.04423324290918333,0.023723180310828786,0.06787478196240601,-0.027063885927865364,-0.022719077169856078
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.01978013283909868,-0.09414539797907645,0.06856863765634164,-0.0031115049950803633,-0.03902975472238776,0.028424978529596412,-0.04102152189622745,0.07499033080072598,0.06383891404387167,-0.011175336570080812,-0.0952388462513565
HALLMARK_INFLAMMATORY_RESPONSE,0.025210132636199267,0.043460577277825825,-0.015019134470779799,-0.0151499838206668,-0.037699225620401344,0.004308873528058694,0.0011531382483886132,0.039254575458130145,0.06794417303351408,-0.017682748681693387,-0.11573196884293166
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.03787916546605229,-0.14586595087394727,0.014551486985927824,-0.022393917313222236,-0.07003194603790137,0.08451158320668127,0.07864586930118064,0.013635985452930972,0.0076345358421849,0.00893522153620662,0.0017784393177935312
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.07238129661253423,0.039354684430527774,0.019097570163776847,-0.07467768034582688,-0.01135950939605361,0.0650094814543819,-0.0665299056461028,0.018440625228452568,0.0671072972876108,-0.04752595215851937,-0.03458556745747666
HALLMARK_KRAS_SIGNALING_DN,-0.08256249961567153,-0.1273543589633227,-0.040605196021903815,-0.05279687557183412,-0.08006301165178781,0.03129767448456765,-0.005241739978721434,-0.005236395033166134,0.08327046552883982,-0.00026422112873120563,-0.031951380098095436
HALLMARK_KRAS_SIGNALING_UP,-0.03017565294269416,-0.12525561946096925,0.04739402037491066,-0.017458029961723655,-0.046528967300673976,0.05405557617400997,-0.04690268441336577,0.10071325651821732,0.004829851979176662,-0.05398225974049925,-0.016103818243193138
HALLMARK_MITOTIC_SPINDLE,-0.058097001320484475,-0.06607162496073374,0.045704433786311276,-0.08612158241432114,-0.049383318610968334,0.05910053621730041,0.02804101497527625,0.04444747354720157,0.020080062225100063,-0.03941687971602168,-0.012639440117970037
HALLMARK_MTORC1_SIGNALING,-0.01755309175401483,0.14771530774087022,-0.01136910001242263,0.04434010152335823,0.041445100167346566,0.03245801793492025,-0.02307759602329421,-0.00552030972421057,0.043864252013198504,0.018043961311425095,0.0837319194882462
HALLMARK_MYC_TARGETS_V1,0.0549593889664399,0.018396455270730385,-0.07801466400900298,-0.037444131474144125,-0.028720010770151152,0.04360189562158141,0.006501778058513235,0.06336349731633785,0.032653263249275255,-0.04634720667407556,-0.04336911933103104
HALLMARK_MYC_TARGETS_V2,0.07485960133228359,-0.15967031795082956,-0.10371843471328952,-0.05758595928122157,-0.04154364489624022,0.04414569385914684,0.04918604996316115,0.029388594986236295,0.03240931869231591,-0.016500717359603286,-0.11941889509769442
HALLMARK_MYOGENESIS,-0.06630637994615446,-0.12923621396073068,0.055055178471555326,-0.17141213777908468,-0.10440360721717651,0.06852275022386643,0.048454847947891844,0.07388646318345517,-0.009032484649045111,-0.03987475488047032,0.04333407010410803
HALLMARK_NOTCH_SIGNALING,-0.08461665847371529,-0.11366437222688497,-0.07989533928759623,-0.10799974640325549,-0.07081298297062535,0.009976340030147163,-0.06404991148293755,0.06451802062066203,-0.024085885810673672,-0.09764619745744146,-0.05592478837850092
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.04393947638342649,-0.05915919299610422,-0.05628381400374202,-0.037909809912059146,-0.06327591084661811,0.03943901853338604,0.004439326879498593,0.04280014132290975,0.02518413797412827,-0.07142781990655381,0.027478646494629604
HALLMARK_P53_PATHWAY,0.036143450545700076,0.07543447282855313,-0.0499995377860034,0.04536068492464693,-0.05896671032072644,0.00519632683882833,-0.01769903808528604,-0.00612556364338357,0.022891666346829542,-0.046490871222854,-0.03537111187124406
HALLMARK_PANCREAS_BETA_CELLS,-0.061990177099582384,-0.13030547069123175,-0.10070232634739486,-0.04137500005144074,-0.06137059244776153,0.024355898303268366,-0.015487779678383027,0.023845746427841402,0.04240974063914089,-0.00927259558594798,-0.11641391689205038
