,UKF243,UKF259,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07658753222365859,0.027710628263339594,0.12195681288730321,0.05907606664885916,0.023960759634089245,0.02681129976946956,0.02999523686486935,0.13334048312144614
HALLMARK_ALLOGRAFT_REJECTION,-0.04678491610848616,-0.03409141887521474,0.0829112096316839,0.004560492311035144,-0.05301671233363105,0.03657397982798333,-0.014851114680990374,-0.003248420816448167
HALLMARK_ANDROGEN_RESPONSE,0.04028887055821067,-0.006411733380379318,0.10184645758139141,-0.004034795656414183,-0.0008457162940023324,0.050807324101114194,0.007906479891259073,0.08857313310423065
HALLMARK_ANGIOGENESIS,0.033955283820718794,0.016154355322278394,-0.07121651250249776,0.0011784531062712115,-0.012668349090534882,0.01209669885262171,-0.03835590965110639,0.03833529329973601
HALLMARK_APICAL_JUNCTION,0.08802196179742541,-0.007317096638339213,0.13772926019435003,0.04157513321996937,0.035980317572906206,0.04119794109561253,0.014874929040095158,0.1388660843881934
HALLMARK_APICAL_SURFACE,-0.0455336564600082,-0.019197057630138886,0.12434280398942042,-0.002081657496712751,0.10888031816132286,0.027016578579377323,0.0027992481562451963,0.11656331183064468
HALLMARK_APOPTOSIS,0.05695461521822334,0.06316618328077815,0.024883418611687715,-0.05506351757451481,-0.03377187595953598,0.005644965197441272,0.05514706648587651,0.01873130444760191
HALLMARK_BILE_ACID_METABOLISM,-0.023088002784740727,0.025633052223985896,0.02458965569849772,0.024901405478550628,0.04255612274651737,0.035985477449226685,0.07334596140647243,0.11501588559538518
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.057622535207047,-0.00372197076274078,0.11152014280679183,0.01298613156088582,0.045828487626584036,0.032615626449292084,0.09836950295104678,0.1300903922601656
HALLMARK_COAGULATION,0.04992868932665913,0.0013801995279934583,0.05663070657504131,-0.015819497758967946,0.022179588661190443,0.02181221209546698,-0.02444145491281131,0.07410598647876482
HALLMARK_COMPLEMENT,0.013700851012736128,0.018417593077952276,0.11739014675794723,-0.004110007576113115,-0.0434178989403196,0.01879927242673386,0.053700562934874956,0.08068054785947947
HALLMARK_DNA_REPAIR,0.07140755673657273,0.03271171498629275,0.12196081671446327,0.03157697647135577,0.06027339359516251,0.0595110591465576,0.08087853783283107,0.13274448696485652
HALLMARK_E2F_TARGETS,0.016764230347170842,-0.0120203472489042,0.09286436472118764,0.005048468979245543,0.041537791708813984,0.03887197697920453,0.08376156250832408,0.12167229374570286
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.10088057417959886,0.05081954342972296,-0.030805429117334297,0.030251292269397382,0.05751286431544802,0.025964092341541335,-0.029220791352963103,0.07398385169918309
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06722227715104798,0.0699749588690328,-0.06212211695135508,0.05824578224423853,0.06904779677767948,0.013786661521872839,-0.0070089722421558505,0.14701860497042213
HALLMARK_ESTROGEN_RESPONSE_LATE,0.01335118566544337,-0.023634092199310675,0.13160032048755013,-0.04076208963138645,0.02764903726607608,0.05217784483247841,0.10477436187540431,0.05272706348636297
HALLMARK_FATTY_ACID_METABOLISM,0.01067040151616063,0.04311810698329983,-0.030916058431334076,0.0579276025281562,-0.008604460794016227,0.03332043035639644,0.06758014490365931,0.08473814474381537
HALLMARK_G2M_CHECKPOINT,0.032473667220436056,0.04386628713764803,0.1315040092323467,0.003475096281274391,0.04050197743521706,0.060167226700501265,0.09382478170099993,0.10848989832841616
HALLMARK_GLYCOLYSIS,0.07514552257673275,0.038750754162282096,-0.004460356674302276,0.1347645945678602,0.10857045834847769,0.05445655716366683,0.08364615431590797,0.1396505595312045
HALLMARK_HEDGEHOG_SIGNALING,0.09293046131298294,-0.011424122801368395,0.04680515102436563,0.0063896265855446594,0.035139435164742654,0.010573054275407223,0.0691950558957265,-0.0050651439668493795
HALLMARK_HEME_METABOLISM,0.056533172645763144,0.021991957845354272,0.09852705182068956,0.06316715721848645,0.03492554973752563,0.06748260939174158,0.053812303768567535,0.09298258482678265
HALLMARK_HYPOXIA,0.08565886703121874,0.054814852546041966,-0.10352488989228618,0.14963404582508838,0.06627412399714717,0.03681824985765232,0.05958951480939103,0.03039306429646877
HALLMARK_IL2_STAT5_SIGNALING,0.04044384676219846,0.03972868366015964,0.04091673651646491,0.02860697224511229,0.01966874497041774,0.05948124354895848,0.0690124184268028,0.13424210039692236
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.09762145290798706,-0.024782732131200424,0.03687139210152991,-0.06999721139626448,-0.0403256974873899,0.06772547524511154,0.09384566480205689,0.10903148832988224
HALLMARK_INFLAMMATORY_RESPONSE,0.055153281370157826,-0.011680992749094522,0.061736949233280464,-0.020184377504442873,0.023668151139754942,0.024528874922511393,0.009807127514234593,0.06760076256150918
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.036606024483127296,0.02355078824735446,0.13892490279581812,0.011423705412779884,0.003094635827547785,0.03405205849716102,0.011408118316738323,0.07378654741476441
