,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.11428784953130865,0.042337863744705724,0.020926550970257075,-0.03451755704767123,0.10904548484236752,0.0373901725163656,-0.08942446427762459,0.05386286652697063,0.048748069054328276,0.1413857530998909,0.07302727176952968,0.05782666650907074,0.009436667620768885,0.14579069006480103,0.037980665286157185,0.14584068541333098
HALLMARK_ALLOGRAFT_REJECTION,0.09250004010654236,-0.013732879156968126,0.024076131242282202,-0.005059279785858844,0.0585508431082697,-0.03257629754449068,-0.08427082282235078,0.05145290697904873,-0.02916944581158501,-0.21584626903592705,-0.033394216133567176,0.007006433131446053,0.04395310727788859,0.04766816481819433,-0.02109532883360101,-0.07228373933554975
HALLMARK_ANDROGEN_RESPONSE,0.09031360941084621,0.08209128092890536,0.028297193893507693,-0.00365781087232663,0.10758753024315215,0.044558198805709257,-0.08044897513566415,-0.0024411392301647654,-0.02044422752209271,-0.08224957885766217,-0.03173662539544366,0.04661450881640934,0.018158909669015545,0.02354907951000599,0.0717844315551031,0.08542998335769311
HALLMARK_ANGIOGENESIS,-0.0565663561877584,-0.05179789647832503,-0.024930601918139682,0.004003047927670102,-0.11887738574712635,0.005865778476718224,-0.11959320248521037,-0.0782113323903245,0.016065541851987546,-0.2225380088866924,-0.13198278164862665,0.021403492136480615,-0.026298912580731894,-0.1719079464831123,-0.007418599778536817,-0.13998111161536345
HALLMARK_APICAL_JUNCTION,0.1068223565248632,0.05360952332211941,0.02563361022842561,0.011797048693886616,0.060414171409560014,0.07979161035368534,-0.11811980163676924,-0.04431834559517993,0.010351285801609714,0.015593899607868965,-0.05008397404877385,0.053105802143514236,0.019728679461948385,0.05925779847341626,0.03553427160945949,0.2071757607618444
HALLMARK_APICAL_SURFACE,0.1233814521376201,0.04747687777856961,-0.02231581449878367,0.04467182581822273,0.03811023592576128,0.09533661490039383,0.11499593185908613,0.03446651014237456,0.0027717299479377063,0.18286453364007962,-0.0579510484184315,0.03982061197442005,-0.016405350880812804,-0.024126148052981092,-0.016177781360845016,0.20011665538125892
HALLMARK_APOPTOSIS,0.009312138389583377,-0.03967890144710239,-0.0028103988183218404,0.036547629156552464,-0.0065981149384883,0.019021901364688065,-0.012911843135721385,-0.04556360562360606,0.0044146815733347895,-0.0461354965410631,0.09455967943511273,-0.004928764516086591,-0.005349579907774695,0.03873695152370337,0.01087982064733441,0.20213406203082718
HALLMARK_BILE_ACID_METABOLISM,0.04125958790749742,0.014205242909822615,0.018120432832301293,0.0008806115817976352,0.025500378038030982,-0.01979041515403086,-0.10806195529188072,-0.03397919830068254,-0.0047223391053642805,-0.009991085361311415,-0.04026311555003446,0.051806374216584544,-0.027031043228556022,0.2153462789590776,0.06451357135917327,-0.04707426098847437
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03638499093587395,-0.006566983557762364,0.05791488269137861,-0.033546019532546496,0.015815464541351062,0.037166769247782554,-0.06256046163906419,-0.11398715870520368,-0.01777567711342264,-0.1445566946855196,-0.09683862197948172,0.04242291766106898,0.044833341740082855,0.115765388873384,0.09502137759447439,-0.01583952810409494
HALLMARK_COAGULATION,0.0806402965039048,-0.0012109254304242193,0.006463447398485001,-0.010608285474558256,0.004219040908808105,-0.03366705295795596,-0.10407096747029528,-0.045570308347180524,-0.012514317821721011,-0.22586264018743676,-0.04621505957084201,0.05621306858241974,0.06346936021500107,-0.019103959314744852,0.05302948469303704,-0.1648370602897491
HALLMARK_COMPLEMENT,0.13218274361810756,0.02023294198009204,0.01870114542912874,-0.04274132889899232,0.1055979289726341,0.03327417324325049,-0.09550707616424593,-0.055564824308043506,0.022789497865941297,-0.13587594022239288,0.07502610567043712,0.036884708820591645,-0.017925340190178336,0.11628023694858274,0.034290385988863914,0.12567005271535492
HALLMARK_DNA_REPAIR,0.12929220656152518,0.05895566571657641,0.008245557822921008,0.024226927667711947,0.11446984652095678,0.03540917964847919,-0.07506745442166779,0.017202324625039338,0.026974982718649402,0.11291983385970512,-0.046254225454210686,0.0627107945522854,0.06200551146479673,0.17725945339019386,0.1067339832071621,0.2122514187422379
HALLMARK_E2F_TARGETS,0.12124746362475708,0.04779538471337329,0.06971092209312071,-0.00509288487259209,0.07086736631913773,0.05347411929522532,-0.12587448825277192,-0.048921088748036676,0.024489493527672386,0.1610364405244644,-0.044796155984511365,0.004563685620239612,-0.05093860176477258,0.1519526047705774,0.08977137612517633,0.15930344478876948
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0027705365319559403,-0.002128045121217921,0.00657597787438869,0.0011794732991801714,-0.05113979520995894,-0.0025085336737257526,-0.11122223653728616,-0.08668590694992924,0.01895274805215105,-0.17450162443800257,-0.09879926829059947,0.038097260276531465,0.03386922461317074,-0.07440393647132162,0.015940000139875107,0.08994769970781259
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.030055980079723977,0.017067716779404527,-0.030782935216329178,0.00379174615364091,0.10441082507305685,0.03137946482538323,-0.058188692719203926,-0.035798268421232016,-0.01850656234131271,0.21308170818975553,0.12085236358992245,0.011010400426209148,0.013023956528444364,0.1100467641704,0.06312138145149408,0.1447668156776618
HALLMARK_ESTROGEN_RESPONSE_LATE,0.07314959922393895,-0.01466260434524726,0.026531041548120846,-0.004266657810641811,-0.018911104932008965,0.027488939192540595,0.055671713989375066,0.014087322063514035,0.0033655037132523597,-0.09426019600595488,-0.06496846363087624,0.024430972669813512,-0.03524317283538578,0.1895995653398738,0.050173785364656824,0.12874090305394142
HALLMARK_FATTY_ACID_METABOLISM,0.06028931481792561,0.016199752188010508,0.008756174020633141,0.020099077601895717,0.06592691332672128,0.030493058101908298,-0.06929642937496812,-0.03258643393530425,0.019090113231715354,-0.005128731707126957,0.10809717883830454,-0.025027909645879292,-0.04649772195482317,0.1005340783941432,0.10051919324765246,0.025703894719780015
HALLMARK_G2M_CHECKPOINT,0.05345298388955578,0.0451079928340166,-0.0032727990265466246,0.07101303015716406,0.06529143078822637,0.029345323042521854,-0.08803958569266322,-0.015098480797192374,0.016246745072672025,0.05553174118979765,-0.09677732029085949,0.025155822764221566,0.0364780932429971,0.10116132946366205,0.029594851450537658,0.12679795426787568
HALLMARK_GLYCOLYSIS,0.022970696902038994,0.00746131316854493,0.012539654291409763,0.03513708427040497,0.009063782090171784,0.05570247587713411,-0.09936476309886157,-0.004372047755714975,0.0027950169129583105,0.23779937340807258,-0.027739439088302467,0.014271985521784871,0.060506115048840604,0.12496725624445697,-0.00832351698295776,0.25694378555400876
HALLMARK_HEDGEHOG_SIGNALING,0.1376172069285057,0.052798143971952746,0.013621403695588443,-0.004128638665813585,0.10543341317368518,0.02483362645716904,0.09826519357997018,0.08652871744638956,0.03006672943283685,0.2706462196157864,0.0993182088874306,0.008502910598462012,0.007109086226127397,0.057007128939682065,-0.0848871504202978,0.2513642935057303
HALLMARK_HEME_METABOLISM,0.11054208455643912,0.0382551371374556,0.024778240258646556,0.017530094643702233,0.11563614516100477,0.05085976271781244,-0.07350570588527709,0.0069117225993904465,0.025604293029937948,0.14879946839948038,0.001762185743673896,0.02842296099973225,0.042163210111833195,0.145315981738869,0.04419206001254791,0.17158121572481738
HALLMARK_HYPOXIA,-0.0797978308511804,-0.027803266070553237,0.010401639263273116,-0.01462424510637037,-0.048136846110382714,0.004511694667750138,0.060299779184814266,-0.07302983193224448,0.051361765486807646,-0.0122190702876875,-0.10651662018447408,0.03721753246164144,-0.014521805898985765,-0.01976176504042338,0.0959784367797401,0.12624720846367762
HALLMARK_IL2_STAT5_SIGNALING,0.11663877253941811,0.03669481623075358,-0.0034900120643495637,-0.04115847314526175,0.07389131110869725,0.023413218524438575,-0.0962735943661245,-0.023044667926051844,0.037068331475896776,-0.04812486328055846,0.009104087162460524,0.06945085082206302,0.0659627504993146,0.07891892469781346,0.01923121133115923,0.037190150035977164
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.01770498132698176,0.017890707390635238,-0.01958225730023113,-0.012641869741424708,-0.045298909393785586,-0.028945866589837853,-0.1127744277561598,-0.061601039236862845,-0.013252212954270207,-0.20664061549496676,-0.09610500068412216,-0.04905684043868266,-0.04263179297856135,0.013100683875211544,-0.01514026509954949,-0.23581880957876325
HALLMARK_INFLAMMATORY_RESPONSE,0.062280892780246115,0.06508335910039978,0.03445476055798224,0.02106306094200844,-0.020783667645470825,0.017198462567885136,-0.08452507129925034,-0.073616811560916,0.03347166823758226,0.12060795571089299,-0.03769556227288082,0.03223786245835486,0.008207350955437585,0.008751912978228344,0.023513036083385855,0.041969819703776695
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.1235804562102017,0.032121908240903455,0.036243416933581005,0.02621637744653521,0.06394044829929642,0.018163707690187447,-0.1407054000116314,0.07583684234669903,0.003098040607712301,-0.19408356746008842,-0.06677466787661024,0.0017863895515885942,0.004792712316045953,0.14760946169375785,-0.00417076994182455,-0.1351107492904934
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.04195030349727092,-0.002929534101677451,0.026952061846140397,0.040856514198442676,-0.073444698959374,-0.0402983198861948,-0.10379788146237773,-0.011632042016336122,-0.03229376532504674,-0.18940512521504452,-0.10758981412686713,0.04875566526365876,0.002574833630702305,0.03934740643174882,0.09884789920333026,0.06266875227829607
HALLMARK_KRAS_SIGNALING_DN,0.0762377392260807,0.018086679759137875,0.04744221263059866,0.025526521602961292,0.11347996704808519,0.09647223135006745,0.04792790370600633,0.004354082028334249,0.09592874589302251,0.2513652212833043,0.009066722469435845,0.05427697265060783,0.03546708187507767,0.21934257032552687,0.04968946229644409,0.23696085029831063
HALLMARK_KRAS_SIGNALING_UP,0.13089674119843667,0.04664164055876578,0.0010229463195457504,-0.009422817518746483,0.10209452571012784,0.01927123957026607,0.03491435785427693,0.11179141684056002,0.02655605160844311,0.19796418760262602,0.10925647909712886,-0.03284268087059598,-0.007488215489097182,0.010328360333158995,-0.04319331218488848,0.21355633761622905
HALLMARK_MITOTIC_SPINDLE,0.15152669528098792,0.05509558719609914,0.03668858187954081,0.027564534524820355,0.10409145562342731,0.0494242984080692,-0.08021420014349967,0.00439593345727107,0.034962798003535155,0.15152212611670252,0.01874347985441344,0.040213313395063226,0.08352945118357158,0.1264983759152983,0.023692620514469843,0.14428833111637465
HALLMARK_MTORC1_SIGNALING,-0.08376474170880334,0.004065636900598858,0.014564236452267924,-0.010082122479762262,-0.046724999118640614,0.05570112141044382,-0.06562052267494806,-0.03482948821381599,0.01049915974169109,0.09636408367536158,-0.11617167263718234,-0.008904553631167433,0.04051210010887256,-0.018890041123969456,0.07214860989246712,0.16368542513543372
HALLMARK_MYC_TARGETS_V1,0.13922488809638722,0.030071238554652952,0.0016118062508566871,0.00742036232322547,0.12160724585680459,0.04168109039199822,-0.06593340081958499,0.029397089922337853,0.02206610429368004,0.15963521948903672,-0.07640022201137782,0.06774030645795938,0.0050524784305725845,0.1386804385027764,0.09982609346954198,0.21960244742489726
HALLMARK_MYC_TARGETS_V2,-6.757435467356417e-06,0.03985287506662316,-0.014796582614076003,0.005602672335006574,-0.0320833288529787,0.0018589099719067297,-0.07871524891924928,-0.004687346715429856,0.004464950224598576,0.007570756346428576,-0.04960336113431472,0.03461907886101247,-0.03829119609027344,0.08394635561492204,0.02419864056560161,0.17556298189909164
