,UKF275,ZH1019T1,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.032129367201270034,0.027545480309979574,0.0247809671971337,0.05763734963689082,0.09836549467361351
HALLMARK_ALLOGRAFT_REJECTION,-0.01699042605039559,0.11347209953719303,0.051028713797965065,0.0804441816383027,-0.05136685609441436
HALLMARK_ANDROGEN_RESPONSE,-0.007887466139617943,0.019233188207103985,0.08894914742335058,0.11594096714758437,0.10542588293321921
HALLMARK_ANGIOGENESIS,0.07289550068667779,0.047103666097154134,0.06055623230704752,0.020251996980932586,0.1553211962094433
HALLMARK_APICAL_JUNCTION,0.05836333970799903,0.08815829119660823,0.05486407745495677,0.061178658801864884,0.13239507371885786
HALLMARK_APICAL_SURFACE,-0.06931018110737619,-0.00617187531714269,-0.014593524037785386,0.019212573835320674,0.043320221173257685
HALLMARK_APOPTOSIS,0.05972987734167029,0.029832374667784187,0.03914159222760058,0.06577889644297387,-0.0248152342567572
HALLMARK_BILE_ACID_METABOLISM,0.04312313262813797,0.04393001525926548,0.007882035740532712,0.0666386896451301,0.06639962449865437
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08790666514500148,0.005480227979329478,-0.04266729897174289,0.03609515720897032,0.09689666239787446
HALLMARK_COAGULATION,0.004885367747206657,0.12671631136879435,0.029996474414922848,0.08183414354336754,0.02753792530018155
HALLMARK_COMPLEMENT,0.08018342139296092,0.11811741581732992,0.06463769636192464,0.053732766117243466,0.08814030385801006
HALLMARK_DNA_REPAIR,0.057968001368874617,-0.02211570721110251,0.015896081639887705,0.06917533376338753,0.1523936763118166
HALLMARK_E2F_TARGETS,0.05612338794014138,-0.016506666845926058,0.024900028253080124,0.016704694955646197,0.11238635373651493
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08043294212627927,0.10321710024974126,0.08235583592617665,0.0697324832242536,0.15784420456685647
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.06245400300467049,0.0591841576321595,0.018043229739469965,0.056364327668164314,0.13377647112020402
HALLMARK_ESTROGEN_RESPONSE_LATE,0.013323573504006522,-0.1184190242125936,0.010122158099015871,0.05800732990775225,0.03355273941752665
HALLMARK_FATTY_ACID_METABOLISM,0.056590692386508455,-0.04996167502889497,-0.022389598367859326,0.05029942171198189,0.11084380742952044
HALLMARK_G2M_CHECKPOINT,0.07476599801638319,-0.024806270502858486,0.04236657204399788,0.03380294520851868,0.17140015902257358
HALLMARK_GLYCOLYSIS,0.014485283185306353,-0.0011178834724408573,-0.006478526842485891,0.04411417745161248,0.14400685127273843
HALLMARK_HEDGEHOG_SIGNALING,-0.10301549287373722,-0.010296292781139582,-0.004276767200431629,0.027851412682004972,-0.05619257136988089
HALLMARK_HEME_METABOLISM,-0.010805030550349141,-0.023275272751547452,0.049508356981538965,0.07057463289582411,0.058685918258978204
HALLMARK_HYPOXIA,0.06095023530234877,-0.01480765553832176,-0.026819489209377538,0.015658520484091595,0.19041227411785405
HALLMARK_IL2_STAT5_SIGNALING,-0.007276929595415174,0.06900404335637322,-0.007066509534432404,0.06970140577005968,0.1525352084332873
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.07524824028608666,0.10548156191336368,-0.0023111925504244917,0.04941777782684371,0.13671859795615335
HALLMARK_INFLAMMATORY_RESPONSE,0.06870883314386789,-0.029965222248454073,0.026301993450205403,-0.007138800014674238,0.1046735222318293
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.010239342301855104,-0.039086675529485686,0.05534553104487819,0.05205630547957345,-0.02392332492388816
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.026193061316399185,0.1099551432908706,0.06780292770875422,0.05571038301991888,0.13149134751148014
HALLMARK_KRAS_SIGNALING_DN,0.005763052833133198,-0.01044804599681311,0.0005227575811644219,0.06019891021020886,0.018079197731646766
HALLMARK_KRAS_SIGNALING_UP,-0.0418014180715654,0.08534449006592731,0.02940148387033007,0.0936106577468668,-0.012529919848310317
HALLMARK_MITOTIC_SPINDLE,0.03661726863902089,0.10556008381558436,0.034617225890524767,0.0656839360551372,0.08619697442669683
HALLMARK_MTORC1_SIGNALING,0.0829203154783925,-0.029466427332844058,-0.0221122692500368,0.061558375169563855,0.18454730096837035
HALLMARK_MYC_TARGETS_V1,0.03211802363030487,-0.020588206628638,0.03366104430086195,0.0806111852154071,0.17669057669375904
HALLMARK_MYC_TARGETS_V2,0.047483067633319824,-0.008355483632646758,0.004702369041558158,-0.040383832387533826,0.11976052193344437
HALLMARK_MYOGENESIS,-0.08109751734821452,0.12056039748895117,0.1005767798629179,0.0446126268273099,-0.06619215553520785
HALLMARK_NOTCH_SIGNALING,-0.038720359010288904,-0.09211451576231973,0.0020667495078164912,0.06149565938934257,0.06984067518078409
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.005127707781542791,-0.05789727422246867,0.003763927523003431,0.04733582280836796,0.060038215385625815
HALLMARK_P53_PATHWAY,0.02314606359061603,0.01381531146037151,-0.0026874646542547533,0.058520526408068346,0.16915161069664927
HALLMARK_PANCREAS_BETA_CELLS,-0.045563114808031914,0.003825917663263442,-0.0031484479706291734,0.054998844075393044,-0.06885797517201296
HALLMARK_PEROXISOME,-0.03880985445326928,0.0039261548916977905,0.08230631135284175,0.05130793431493017,0.0899228433658269
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.06606809461623486,0.043555070934386854,0.027874324028888064,0.0744805995720498,0.038762849600463015
HALLMARK_PROTEIN_SECRETION,0.014012597567915045,-0.018038486581367683,0.03314908513245453,0.07542189837449323,0.11869433585395198
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.0446187493154347,-0.021988553738682734,-0.05102016224439726,0.06665443087518663,-0.01294319691474079
HALLMARK_SPERMATOGENESIS,-0.020795076084160598,-0.035899962616503606,-0.006020668396423526,0.03666119839069711,0.035195871160278426
HALLMARK_TGF_BETA_SIGNALING,-0.012695953152843107,0.03926423904685985,0.08487317874392233,0.061417690840749044,0.07900687773624596
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.07745226754352481,-0.024562888474372817,-0.013848693338936714,0.041952606860472114,0.18396951919478238
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.04904476848729313,-0.05106464322565706,0.024124308548413,0.10598363521307219,0.17796935291246083
HALLMARK_UV_RESPONSE_DN,-0.07163341193084378,0.029974951551527098,0.10669563438227597,0.07984365236162673,0.05460453657133897
HALLMARK_UV_RESPONSE_UP,-0.02956586967347597,0.017293634452556068,-0.006161237602507405,0.04468326108689535,0.1288316146669859
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.06715573784034305,0.1426885988588387,0.018940865597418984,0.027946171794172744,0.13714083594414936
HALLMARK_XENOBIOTIC_METABOLISM,0.011294042215514244,-0.028015191932532598,0.010088271615679864,0.06531269412947317,0.11324409614785705
