,UKF248,UKF269,ZH1007nec
HALLMARK_ADIPOGENESIS,-0.042002411784501086,0.09399706832457703,0.020030749688169366
HALLMARK_ALLOGRAFT_REJECTION,-0.056239755181908074,0.1077587332152964,0.0021956018319333023
HALLMARK_ANDROGEN_RESPONSE,-0.04589282293339214,0.11658976401617373,0.0598461544791094
HALLMARK_ANGIOGENESIS,-0.031249865364257126,0.12420976294215198,-0.12199365844017739
HALLMARK_APICAL_JUNCTION,-0.01777537259790462,0.08803887659759804,-0.009702327774193288
HALLMARK_APICAL_SURFACE,-0.018956470796171677,-0.02291670791185743,0.01136362870846626
HALLMARK_APOPTOSIS,-0.05145377934144726,-0.018255007915249085,-0.017387937756391213
HALLMARK_BILE_ACID_METABOLISM,0.0264274959097012,0.114069639334582,0.07120940087503037
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.011413448517229169,0.08126774686316003,0.06698863214385097
HALLMARK_COAGULATION,-0.05405544465347402,0.09968217424587596,0.06675704631954574
HALLMARK_COMPLEMENT,-0.02708460113998487,0.10918193017715125,-0.06455775517155046
HALLMARK_DNA_REPAIR,-0.002885569234986086,0.14022999463034239,0.01659150426205756
HALLMARK_E2F_TARGETS,-0.021260959637844887,0.141788307186622,0.020275544410914108
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.046002834419528356,0.09602490055760489,-0.05740789887468494
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.007084144179916104,0.057545264534955565,0.037547240037912
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.01390894866800475,-0.033550382062672,-0.03148940217976573
HALLMARK_FATTY_ACID_METABOLISM,-0.054358628390883415,0.09448403274216807,-0.037141702005503006
HALLMARK_G2M_CHECKPOINT,-0.009196439788717464,0.14968138562780695,0.060914297499375714
HALLMARK_GLYCOLYSIS,0.029731316516375512,0.10546012503842227,0.017723455246131618
HALLMARK_HEDGEHOG_SIGNALING,0.045239723815970925,-0.06557401464841417,0.08057246449653949
HALLMARK_HEME_METABOLISM,0.0006228928488961861,0.11526734169633883,0.005310225675845268
HALLMARK_HYPOXIA,0.017388045272481265,0.002942789138146075,-0.09445350662193104
HALLMARK_IL2_STAT5_SIGNALING,-0.043186984737197745,0.10870455118293258,-0.06488480443841285
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.08556767046322697,0.09178396906886707,-0.15610625991814825
HALLMARK_INFLAMMATORY_RESPONSE,-0.013121273833315456,0.010273411190423682,-0.037640294911433905
HALLMARK_INTERFERON_ALPHA_RESPONSE,-9.671230741241164e-05,0.12744063563266697,0.04277710361673878
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.015361204527635548,0.09417940021236906,-0.02604982105422394
HALLMARK_KRAS_SIGNALING_DN,0.03983668358331408,0.06240213150128858,0.06144318867452029
HALLMARK_KRAS_SIGNALING_UP,-0.034528412839169596,-0.014548920153366281,-0.09327439738539633
HALLMARK_MITOTIC_SPINDLE,-0.009698004104568784,0.12891385443902703,-0.027658496666638704
HALLMARK_MTORC1_SIGNALING,0.0009597068829181715,0.11104578863996807,-0.13314095559489525
HALLMARK_MYC_TARGETS_V1,-0.029802971278979733,0.12416484518776641,0.046689575511401946
HALLMARK_MYC_TARGETS_V2,0.07318856105868292,0.03990620090396444,-0.0954943334108369
HALLMARK_MYOGENESIS,-0.026985975181319073,-0.020776994576968258,0.06852506980083449
HALLMARK_NOTCH_SIGNALING,-0.027589009935465963,0.11784202491185446,-0.023473741777224943
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.03072858498741422,0.00428334060233005,0.027441476950308775
HALLMARK_P53_PATHWAY,-0.020633526781336307,0.1145492199944919,-0.006215293279921101
HALLMARK_PANCREAS_BETA_CELLS,0.0070197356752719955,-0.009195127175760327,-0.026705315028738998
HALLMARK_PEROXISOME,-0.029229350194263544,0.04609085848013493,-0.060648016811586075
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.007220324117751126,0.051947798747209964,0.010307643227139942
HALLMARK_PROTEIN_SECRETION,-0.011393159248572548,0.11521568307065401,-0.0656822510609915
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.043660877833467365,-0.05646838832823994,-0.12221385135063317
HALLMARK_SPERMATOGENESIS,-0.013382684428056613,0.08728573834650279,0.0247456191528726
HALLMARK_TGF_BETA_SIGNALING,-0.026481256955151543,0.11914065414508763,0.05730666251269399
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.05779509204119416,-0.09786145459156616,-0.12473262197709424
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.04869284346068982,0.11017366608444415,0.04452895527736204
HALLMARK_UV_RESPONSE_DN,-0.03399175350357933,-0.015245917187429316,0.01611864099042422
HALLMARK_UV_RESPONSE_UP,0.010985713855896952,-0.034676349123829144,-0.040175065317915065
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.015474580438407421,0.16160012423500725,0.0763166377049576
HALLMARK_XENOBIOTIC_METABOLISM,0.028638809338160594,0.05047922734260045,-0.009300459942219008
