,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.07908711566904998,0.11099024166512042,-0.014410606956508523,0.07042263901453726,0.04872952107717361,-0.05859057595181317,0.10050072397106428,-0.03966083679417226,0.2028245163343715,0.08388291161388994,-0.007589762752321612,0.03747605197289782
HALLMARK_ALLOGRAFT_REJECTION,0.04163004673689865,-0.004074971642598644,-0.017825606111602846,0.03274989946411671,-0.18153253233413885,-0.22827079502323017,0.07804683676483454,-0.06603253183551115,-0.29048217917588615,-0.08459987780983771,0.06742533799686543,0.09839220419541775
HALLMARK_ANDROGEN_RESPONSE,-0.017152800828421067,0.09243478317272608,-0.03822146893636775,0.11616745203729693,-0.07882781936216689,-0.2066906478662499,0.05910257259219964,0.027402429163041683,-0.09694298824635711,-0.08985218968667379,-0.024646573730462418,0.010994727396979896
HALLMARK_ANGIOGENESIS,-0.21854101340938512,-0.07785850820527326,-0.05632935808693018,-0.17601025743953622,-0.17693360006682723,-0.2368123578179044,-0.10978731766559684,-0.16170959094126705,-0.3132068445851488,-0.2534765544679767,-0.15403904204827293,0.005758145443944211
HALLMARK_APICAL_JUNCTION,0.04086328580889704,0.12169022422759848,-0.014194731694489034,-0.04621254616310823,-0.12789704055297346,-0.1731488348526947,-0.0015889394749021458,0.032677273814939824,0.05897457002063756,-0.13924666184144624,0.0033272618933597054,0.08393770546917416
HALLMARK_APICAL_SURFACE,0.17759513950820555,0.12738675464532823,0.06017681860730311,0.0394301108652796,0.14608439659096625,0.17823745937262145,0.03111755077404216,0.14696758183555342,0.2209432694502926,-0.04594529934022888,0.1045534645481927,0.14741222579974872
HALLMARK_APOPTOSIS,0.03966918022637742,0.02792900408241479,0.009420629177768246,-0.02801613804554151,0.05068361276405495,-0.043957914237284505,-0.18718210039166921,-0.03137607579111586,-0.08542157208681653,0.1437166945494711,-0.052699474632785744,0.0872098843826154
HALLMARK_BILE_ACID_METABOLISM,0.0013499261322380033,0.03396034029412954,0.012391794268008172,0.01205698647135789,-0.08567096899093511,-0.23233622072939913,-0.05049932814114552,-0.08950192252875806,-0.07551228962307371,-0.09657075476661942,-0.05126890535006882,-0.05900456437921065
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.041890424305767865,0.06358560557384206,-0.03299875869474601,-0.027272895863847017,-0.11420098494599286,-0.2093292199923461,-0.16440008097602551,-0.09878531509925212,-0.24079804431695667,-0.1773438734280228,-0.08120040208375434,-0.09482733957727472
HALLMARK_COAGULATION,-0.013209799844056666,0.043283193188456984,-0.022772954703190604,0.004521381933888586,-0.2121613134006118,-0.23965079086840313,-0.013775568715380972,-0.17809014280993773,-0.30089184102772726,-0.1358561606335869,-0.023893984509551956,-0.09013910468587388
HALLMARK_COMPLEMENT,0.14506014340671064,0.031188974901977598,-0.06385648030145272,0.12591505797715166,0.007374224502518037,-0.16890027827923876,-0.056744495670427796,0.034347983977306984,-0.1890778419811519,0.011633096933283996,-0.05749924177381759,0.13673066566155542
HALLMARK_DNA_REPAIR,0.06253217191665142,0.1230226876114263,-0.02583874834771229,0.12830931799777948,-0.033643337741818276,-0.14421349492467095,0.04650632775132623,-0.02591169125550192,0.214471020392038,-0.10444143980360217,-0.07173274456409452,0.1084182113752454
HALLMARK_E2F_TARGETS,0.1458513327117113,0.0846148961919261,0.015063112078476978,0.08546193619595148,-0.15726616911860794,-0.16673679046217887,0.005549688939549386,-0.004235781146575041,0.2663359358601798,-0.11520209008511381,-0.06139872235368866,0.11478278269328182
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.1910554548097339,0.021542345900329406,-0.04871616022074157,-0.15449069157534825,-0.19160110067565342,-0.2074935644957455,-0.09595593715500056,-0.14194415888820766,-0.2103984870347602,-0.22924410232531678,-0.10932116177119944,0.08321881008217907
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06340098584373662,0.058130436353598935,0.007947557058336472,0.15817969301878335,0.10296570132834522,-0.057596244671736914,0.12315513142340578,-0.03716235335882063,0.21843321759109227,0.21791984346335372,-0.048025455209450084,0.09679417748693521
HALLMARK_ESTROGEN_RESPONSE_LATE,0.1309368908182859,0.08534235693276217,-0.0032996649739025483,0.00378643209405343,0.04961395162585908,0.1440183979638626,-0.022583864211327607,0.04494676724335267,-0.024455262386397694,-0.139014246603704,-0.0030134951230282748,0.017286753909813726
HALLMARK_FATTY_ACID_METABOLISM,-0.04328412216743374,-0.009680256606899817,-0.039838822820990785,0.13345179424114265,0.006100279975852322,-0.17690320680015517,-0.1141532063118634,-0.00012905693600636265,0.035427680029730686,0.16859807088151282,-0.1331125607555736,-0.01749260785113139
HALLMARK_G2M_CHECKPOINT,0.010985225174868047,0.09781523498345769,-0.007824341282352107,-0.05209057478588982,-0.17115572426959746,-0.18219169871176918,-0.054844885177934365,-0.05215326065344536,-0.026840362237047305,-0.2010508460880546,-0.15288804536378098,0.11318830086916011
HALLMARK_GLYCOLYSIS,0.024026169788694474,0.06300667141893021,0.012134604304935945,0.0386408241804723,0.07343713400830228,-0.09630019017156158,0.09647471589479893,0.07603319734446652,0.2875020528480458,-0.009282595505669781,-0.05380745667656022,0.07310922956802622
HALLMARK_HEDGEHOG_SIGNALING,0.18062145035008906,0.08941097943649785,0.07903207787435694,0.21524671382923724,0.25143745370262505,0.21387900328540455,0.17696199607762478,0.11526257087910405,0.3333067287287911,0.2541593841813855,0.08765690687670641,0.06504286310839916
HALLMARK_HEME_METABOLISM,0.04136823887824994,0.0963542226448325,-3.593511537198519e-05,0.13072396743395845,0.04390603423427959,-0.14828504434104287,0.1457241183072434,-0.06904496526729634,0.13309724049462343,-0.013865921799349925,0.02498264817750617,0.04304116235028375
HALLMARK_HYPOXIA,-0.23264792909018667,-0.07657148944854492,-0.047495480076079136,-0.12096801239126916,0.04662146691161881,0.1527105078286699,-0.17155872969884553,0.1056386596223816,0.0046837461359085335,-0.16087754727346465,-0.16710225084024694,0.06468873274144288
HALLMARK_IL2_STAT5_SIGNALING,0.026935760070582723,0.06547768742251979,-0.04994694647513468,0.01992965165172088,-0.02595791259271177,-0.20731930674307078,0.0415392886589814,-0.006424041200923308,-0.08016009605475435,0.05466594835227043,-0.07012802706629884,0.03086448457081041
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.18772232857698978,0.030932214707220428,-0.0614971929053698,-0.18416290704583121,-0.19442265468379727,-0.24493457702198526,-0.179306866798782,-0.07094248963920592,-0.22388300723451857,-0.2255513625256335,-0.037787591602525546,-0.08528880770743118
