,ZH1007nec,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,-0.015715551007477898,0.13427546667648563
HALLMARK_ALLOGRAFT_REJECTION,0.12327948645587267,0.08263482248047622
HALLMARK_ANDROGEN_RESPONSE,0.01736912050836121,0.11909721948805209
HALLMARK_ANGIOGENESIS,0.1227873816723631,-0.04817814473037143
HALLMARK_APICAL_JUNCTION,-0.05597912504778777,0.09314108512810526
HALLMARK_APICAL_SURFACE,-0.08362026653916597,0.08764644607207922
HALLMARK_APOPTOSIS,-0.05990725451342939,-0.026264921411806214
HALLMARK_BILE_ACID_METABOLISM,-0.046336803331080874,0.1000127281200784
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.06811223319604534,0.11447640882908679
HALLMARK_COAGULATION,0.030219590406543408,0.06417127805810338
HALLMARK_COMPLEMENT,0.05792810448034831,0.05541307594021005
HALLMARK_DNA_REPAIR,-0.08313367656458626,0.12413311905804529
HALLMARK_E2F_TARGETS,-0.06629611470195382,0.10799943232407679
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.10135598397114096,-0.0496773297456753
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.013168720330177333,0.06996728140031909
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.12053198566863611,0.09847227409860673
HALLMARK_FATTY_ACID_METABOLISM,-0.02101918871208419,0.002811792335307658
HALLMARK_G2M_CHECKPOINT,-0.04256828162721819,0.10751434162717763
HALLMARK_GLYCOLYSIS,-0.07015820433066013,0.1271432759692498
HALLMARK_HEDGEHOG_SIGNALING,0.008411393385187238,0.0758589999312593
HALLMARK_HEME_METABOLISM,-0.04361163752001032,0.10039188770335358
HALLMARK_HYPOXIA,0.06127910919147801,-0.060895397132613625
HALLMARK_IL2_STAT5_SIGNALING,-0.0043936712528056185,0.09185337117208073
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.03713394295097375,0.09319465628833855
HALLMARK_INFLAMMATORY_RESPONSE,-0.04336772211671586,0.02795334532136136
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.02090661767480302,0.09230274933311339
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.016505754192018017,0.016981090085245128
HALLMARK_KRAS_SIGNALING_DN,-0.09730427682872893,0.08891329616548803
HALLMARK_KRAS_SIGNALING_UP,0.06217813793890111,0.10183241480387634
HALLMARK_MITOTIC_SPINDLE,-0.042183049245095555,0.11668875588942243
HALLMARK_MTORC1_SIGNALING,0.028141587423394235,0.03451107366207917
HALLMARK_MYC_TARGETS_V1,-0.1675898732456693,0.12367590025712745
HALLMARK_MYC_TARGETS_V2,-0.10476962772036585,0.12675582331084861
HALLMARK_MYOGENESIS,-0.017531140999046967,0.09169953062255648
HALLMARK_NOTCH_SIGNALING,-0.004303320299837758,0.14385634373202455
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.1084565072736958,0.12223376606892637
HALLMARK_P53_PATHWAY,0.0162998220352281,0.09129507236873212
HALLMARK_PANCREAS_BETA_CELLS,-0.04245258553154342,0.13682929080578554
HALLMARK_PEROXISOME,-0.06397180656497391,0.13635379079341833
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.11549285198732918,0.1129674933141939
HALLMARK_PROTEIN_SECRETION,-0.08377973643072166,0.11639661154222015
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.013562914276811017,0.09055526848603002
HALLMARK_SPERMATOGENESIS,-0.09899833421850579,0.10109465787644778
HALLMARK_TGF_BETA_SIGNALING,-0.045235381095931206,0.12603036068270707
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.00283826535087416,0.07558251172853622
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.09314316966417044,0.12438421590383308
HALLMARK_UV_RESPONSE_DN,0.07753249193984242,0.05243588396335749
HALLMARK_UV_RESPONSE_UP,0.05649735623860267,0.1097771619231115
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.05442280001103467,0.06303338928884082
HALLMARK_XENOBIOTIC_METABOLISM,-0.10058025716004175,0.06002926170560252
