,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.02216429927370305,0.0437662017491158,0.0026101895041746124,0.014300688430306515,0.056111595141052954,0.03470623470329973,0.054471178850052565,-0.03415553512810938,0.0036123010723183076,0.0008848265434345541,0.006507288170537095,0.059706893352233996,0.14407533838399655,0.0618736012707607,0.038433575533891484,0.12112723473534258,0.06359112450716098,0.016388017611719145,-0.03540285027507351,0.01323239089811103,0.18584619218282844,0.13412127208282948,0.05770674306402562
HALLMARK_ALLOGRAFT_REJECTION,0.03461082741206849,-0.025662985589454353,-0.08925850947224144,0.020887933480181354,0.04059268668322947,0.07422531232316801,0.10547946061687531,-0.03949869982235689,0.019999582702268034,0.01500428875099887,0.007209684748799553,-0.003690281013668224,0.13750555248173482,0.06633836513844003,0.08720480531101914,0.16124624432957746,0.008232488788432189,-0.03254529553988548,0.0609237827729653,0.006168412037245307,0.12227366956357001,-0.03946295402584877,0.01656097038679054
HALLMARK_ANDROGEN_RESPONSE,0.029691187499974996,0.06374960850588174,0.031661993638354945,0.03992993543266205,-0.06450998068183539,0.009313826313542054,0.0390003966115923,-0.06215089011674879,0.07554124629252684,-0.049512042189178165,0.022500978076261117,0.008325123305675673,0.22058466944646937,-0.017959136480556356,-0.009717421264561717,0.10717598512121669,0.08731041556262904,-0.038509024235838504,0.05846636835753359,-0.007060909521957435,0.14303811839964395,0.13513095710305326,0.004112845172356635
HALLMARK_ANGIOGENESIS,0.03841565195889468,0.10135690495918905,0.017580553056291418,-0.0020179598574051696,0.017567770007479486,-0.05143143673034101,-0.0879505775118467,-0.06877552082376363,0.04133345049649986,0.062441714688784095,0.00559217791318633,-0.014953354643841647,0.13815427653767592,-0.03655525673543904,-0.07075063237114339,0.002332173535702281,-0.008956361281736413,0.043119277979724605,0.06390311667037314,-0.00547864787531057,-0.06538749088693706,0.041595125260756725,-0.10174111966862744
HALLMARK_APICAL_JUNCTION,-0.006201743838126051,0.04995433117379086,0.011504244706089992,0.0852972302752365,0.0573550187532374,0.03197807103136895,0.051682825780587874,-0.06290835921057449,0.05538846632807701,-0.008509589525151474,0.0696403087283205,0.03597999795535678,0.15032221604068008,0.07044807090194592,0.0019529173080888853,0.09349972859214284,0.10729002730349944,0.004582954964423517,-0.00023396414920137817,0.022884049171194548,0.14836061103628964,0.11004658524910958,0.061858060965223095
HALLMARK_APICAL_SURFACE,0.00944878224487048,-0.016322982097285582,0.0065699210263672645,0.08067858142443096,0.03400170251457432,-0.02977105714566854,0.009778245351704176,0.0436870521985806,-0.023483967346885282,-0.10363532921799545,0.0027993372417890396,-0.0071614434076621705,-0.011823907167186029,0.03823294600865503,0.012628823486999868,0.05416241441263919,0.05743061125821952,0.02198954612432122,0.055236460856266045,0.022375498080827977,0.14383560146344093,0.10182456821354402,0.01829778965011812
HALLMARK_APOPTOSIS,-0.048066586472024976,0.017117507295214895,-0.029140868515108626,0.013922701096653339,0.005543796517964178,-0.012395176036366671,0.0015526938688186958,0.03339197759507299,0.00020541277482548982,-0.00021910583850713965,0.006279641185567972,0.023599490389551593,0.04779175613983435,-0.005192197310309158,0.07002150591750937,-0.07001086330299378,0.027541613434589315,0.024829668165391294,-0.010078446424093782,0.02907166201604226,0.08777300836174526,0.028281317387682584,0.0017622483974789578
HALLMARK_BILE_ACID_METABOLISM,0.0038366999957852,0.11325327547364929,-0.03404165147384663,1.600572934382152e-05,0.01843232672701243,0.01697919241023478,0.06156371126095708,-0.07703884609486297,-0.011916362101259098,0.022553256204754714,0.0016939487723171883,-0.019103897954452727,0.12002778024421495,0.039945365652841854,0.011922890585573023,0.10931180387787394,0.10660239456680397,0.039335506697852345,-0.002168793161880895,-0.03349246921238243,0.1217329680115257,0.0832416572434866,0.030082924222768134
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.005833837576287871,0.06654194581221386,0.07722238867100081,0.04127131330522968,0.030056807053041514,0.041991533463291104,0.05155536965141643,0.03664707843400346,0.032898083596619734,-0.01384151639844234,0.04622790187928566,0.0030836508524565375,0.12828718153988036,-0.002948971554527315,0.03966198488654186,0.08307852232518326,0.08035268270557647,0.004708789902293358,-0.0028968439118130804,0.041467169757728226,0.14921355571563127,0.1280276641368353,0.06364508044162585
HALLMARK_COAGULATION,0.012689829618367721,0.03147104274602569,-0.04293614649545082,0.04939175021667104,0.10917029134105324,0.01683811533051916,0.03909447674752797,-0.0316519706945644,0.026154521138410738,0.0312851939291004,0.0338257757216841,-0.05901494476167147,0.09302543256825725,0.043613468241790576,0.003910109506192424,0.08098347800082786,0.07054800428635122,0.0658708424200733,0.027873159675306906,-0.007933072636402172,0.12767168741616858,0.15366117024551826,0.03347244919015551
