,MGH258,UKF260,UKF275,UKF296,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.0345604009345807,0.007706204498983304,0.031348232260089176,-0.030549762921975473,0.1543791392607969,-0.005398368762900612,0.049897658338018167
HALLMARK_ALLOGRAFT_REJECTION,0.08059807274439076,0.005614687156416501,0.07909342244851997,0.007571313539279677,0.09511136332487809,0.06490633001457126,0.06876080437138501
HALLMARK_ANDROGEN_RESPONSE,0.04114503529361123,-0.0496085478785751,0.06506141445647161,0.004166543010154228,0.06622735713413119,0.04692379495943788,0.059201165557408515
HALLMARK_ANGIOGENESIS,0.029530133795237258,-0.00963203201909912,0.03612974753839094,-0.09533463508663013,0.09592462512988006,0.08787357103374877,0.04583981475994915
HALLMARK_APICAL_JUNCTION,-0.021469405656794942,-0.030517738103370624,0.034794623625386586,-0.014253797400084187,0.14287365443623856,0.00732632623454492,0.08398371236949183
HALLMARK_APICAL_SURFACE,0.027865442421400682,0.059174122001321244,0.053807822191382394,0.018245529069220584,0.061304020789970944,-0.012779803635548375,0.08430674801443429
HALLMARK_APOPTOSIS,-0.02331883481091429,-0.06451527381301346,0.0818016914907385,-0.015165702758654061,0.053000936959177576,0.03343583503708873,0.01543309907608662
HALLMARK_BILE_ACID_METABOLISM,-0.007499874966836697,0.06294290085468524,0.01529521864951584,-0.004264889000865375,0.048508728795716057,-0.04888731834696427,0.051036335064528746
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03721048015408484,0.046694754098219965,0.02910683182544284,-0.04607865598243959,0.11118440783307357,-0.06958407822327696,-0.00030265083342179844
HALLMARK_COAGULATION,0.09488884187850637,-0.035234244260092966,0.08011285536693939,-0.07850048570929996,0.14059813418926054,-0.006378008817142493,0.07568525345139299
HALLMARK_COMPLEMENT,0.03319561606354205,-0.004018295926528348,0.04762296057845235,-0.04263095272418919,0.1475952952361141,0.05428786857553501,0.01720987242551746
HALLMARK_DNA_REPAIR,0.020718479079474942,0.011302671623478653,0.07561622967443923,-0.06800018695959609,0.14606767750285865,0.013760290010919805,0.05056460959165607
HALLMARK_E2F_TARGETS,0.02885811692030488,0.03263277899370316,0.03328783043390203,0.000816562781763785,0.10722523064836628,-0.0001875024462514149,0.042206918348926446
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.011489882593530596,-0.09225041376841601,0.003778758843773542,-0.05030582215966504,0.15089982323651113,0.044580553546221695,0.09401557180857327
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.029970545981098166,0.007350738344756691,-0.004959916004291171,0.03874064196952388,0.14468715803428436,-0.007574788608087951,0.03814372838029872
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0730474631343481,0.02853869649973713,0.06115576678512992,-0.0199146811601189,0.09987558382465252,0.004631114455293227,0.0017376020025823048
HALLMARK_FATTY_ACID_METABOLISM,0.03865947339165819,-0.04737436669428865,0.01761888515313863,-0.024087430400563204,0.016649958087799167,-0.047380808369393936,0.015578038700400988
HALLMARK_G2M_CHECKPOINT,0.005751416121788071,-0.0014785645129050346,0.043140038140190205,0.012934256302110633,0.11285312002357063,0.028102602358501743,0.02754699217117735
HALLMARK_GLYCOLYSIS,0.0026877058071594134,-0.025191439378464926,-0.0524872872493936,0.035284614001532516,0.08978442663081028,-0.04167696291313161,0.02594549853347538
