,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.03802056464350321,0.03687298621272909,0.03990767119962463,0.08742730457496534,-0.03546931531695339,0.07035670684036871
HALLMARK_ALLOGRAFT_REJECTION,-0.02603110583188969,-0.015614537595725921,0.02473273027706758,0.02741647476518325,-0.0100828847506303,0.028126330142262488
HALLMARK_ANDROGEN_RESPONSE,-0.07650839152973966,-0.024895458353576237,0.031897038390792894,0.09954969538670774,-0.015619044076925284,0.03873107148875502
HALLMARK_ANGIOGENESIS,0.04526500422350901,0.003575965872009094,0.013136587766534726,-0.08971042086327934,-0.011942718962564257,-0.06675588165946063
HALLMARK_APICAL_JUNCTION,-0.043584174124426,0.055561738035174425,0.0227639562146236,0.0969078596254856,0.024152506195702063,0.029239799166118366
HALLMARK_APICAL_SURFACE,-0.030921735900250394,-0.017719217168092428,0.07227016753242488,0.06393102252635506,0.054818014405757114,0.04127885173953045
HALLMARK_APOPTOSIS,-0.06411506975740161,0.03455891411091471,-0.08181207875010306,-0.02898651527882908,9.827246191320129e-05,0.015928976255160956
HALLMARK_BILE_ACID_METABOLISM,0.012248239730304204,0.0348992884100152,0.0012626331859540516,0.08787869794223523,-0.036965520407700465,0.07756899380505325
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04909813298603779,-0.013580834853465939,0.07692096573444027,0.07685862369968884,-0.03826660035108728,0.04132362899834598
HALLMARK_COAGULATION,-0.00634570488257583,0.07271548516346854,-0.021174446622105953,0.025475486417385257,-0.016608797538027898,0.06228623704654714
HALLMARK_COMPLEMENT,-0.013578743327955261,0.014337804045208272,-0.03461369355112907,0.019193069709768456,-0.013993726878209654,0.03187034288755099
HALLMARK_DNA_REPAIR,0.044812195703098995,0.03662554656438325,0.0714414168834319,0.1186031105654101,0.016916356432608533,0.0416060523403865
HALLMARK_E2F_TARGETS,-0.017006038167624537,0.0188178803744985,0.0632693194671254,0.09177091799976102,0.018135697816587623,0.04311193803480065
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0007138087745128549,0.07419954041316194,0.008284261494128491,-0.07825794905321032,0.009359213158363201,-0.006583885274723112
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.11410680973450192,0.041371292868177624,-0.00709415236843409,0.02531340713508353,0.015126022686329474,0.05131789655533543
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03541138734271826,0.051637676124067104,0.06075036647393368,0.09200026805636688,-0.047632694974830046,0.030291465026985005
HALLMARK_FATTY_ACID_METABOLISM,0.06610184766171458,0.06267864817842105,0.033356203417536825,-0.011673520011523856,0.0014861936967756732,0.017051486488028414
HALLMARK_G2M_CHECKPOINT,-0.07359987635771402,0.023194113340346358,0.047483532023465815,0.07200936953810969,0.01820692740363242,0.03744213811269721
HALLMARK_GLYCOLYSIS,0.06473053072619515,0.019166952160741903,0.09028095177913362,0.08141454158662903,0.02529958781567326,0.022231890652952866
HALLMARK_HEDGEHOG_SIGNALING,-0.09735452893573622,0.021917485086283224,0.05542787541970861,0.05467209673756213,-0.022373578813899682,0.014394514468602739
HALLMARK_HEME_METABOLISM,0.019643209540359245,0.05219222341165044,0.018324129552747388,0.08584501134425566,-0.01274435860818718,0.05528269558605739
HALLMARK_HYPOXIA,0.14486990721900955,0.015684342125305513,0.01392132350526538,-0.07933587674827348,-0.06634345770882248,-0.02909620985606942
HALLMARK_IL2_STAT5_SIGNALING,-0.045085879018420066,-0.003325676199627722,0.046224450246031355,0.05180008804096499,-0.057619264016107355,0.02837453943251254
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.07368585357182188,-0.02576835894173922,0.014029610611054589,0.051915298027452934,-0.014984042121367213,0.006398900709058652
HALLMARK_INFLAMMATORY_RESPONSE,-0.075372884990793,0.005457508217731743,-0.02610929366970597,-0.05639603819715913,-0.013146829486570519,0.04655153186269638
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.08685639942476388,-0.02432408469256146,0.03502834443428541,0.11522497053623057,-0.0025142796632898756,0.026948097012581492
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.05238057813286799,0.05469135754215617,-0.010620428661531277,-0.017629495666281105,-0.012478311759531714,0.038887029929867874
HALLMARK_KRAS_SIGNALING_DN,-0.029920286834647584,0.019619354867682366,0.041767094223229786,0.09622157699230542,-0.006336608285796253,0.04578059544506591
HALLMARK_KRAS_SIGNALING_UP,-0.040374045661459135,0.04840727215648426,0.029989117043054347,0.07573820901667555,-0.01156402094973728,0.039898511566533276
HALLMARK_MITOTIC_SPINDLE,-0.008624313375525891,0.026446657642431825,0.052051675394723176,0.10920493559598075,0.015154416756478089,0.042207446291486796
HALLMARK_MTORC1_SIGNALING,0.11403152058335371,0.04446597672565469,0.065644386154688,-0.04795994594528862,-0.002325354546972393,-0.02249100115740103
HALLMARK_MYC_TARGETS_V1,-0.022521375100322573,0.0013615884533292057,0.08607848219702688,0.13523003718280918,-0.012590166214607118,-0.004154054075584157
HALLMARK_MYC_TARGETS_V2,-0.1452281976893934,-0.03281939562304145,0.03880521951788751,0.08436417402064925,0.03499859594435189,0.05299238215913435
HALLMARK_MYOGENESIS,0.03983118981001211,0.048716268112139374,0.025724726557460376,0.07508447967636749,0.037136027827660685,0.019121195187656665
HALLMARK_NOTCH_SIGNALING,-0.11040800284267654,0.06837197833568384,0.06234997066322602,0.09434319179991589,-0.014933664133193051,0.043534481767559884
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.015572844237924233,0.023012469936544915,0.07705654697868415,0.12787072790247095,-0.014069004214398407,0.029721621631151572
HALLMARK_P53_PATHWAY,0.060915308875746414,0.062186815459146644,0.04859980845124954,0.09368976168825115,-0.03136374201903931,0.04697442132850689
HALLMARK_PANCREAS_BETA_CELLS,-0.04528823113094528,-0.028753015024012094,0.061865453424567944,0.12507171185813093,0.00895864650227001,0.06063974423108509
HALLMARK_PEROXISOME,-0.01633736122118638,-0.0702184148434713,0.05719393406247837,0.08358325163050868,0.04481099503850556,0.05051796877960544
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.03906534282791091,0.02825517338706673,0.06662647509052283,0.09355510357964812,0.025406577384070237,0.0387548594678592
HALLMARK_PROTEIN_SECRETION,-0.002127717721046854,0.026099088085606164,0.05300784904933563,0.08457499103808415,-0.02011568334792018,0.05231255895507008
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.055833655721116066,0.002433085174470494,0.06186450226842159,0.1077523318866337,0.03166009007848187,0.05461768095911165
HALLMARK_SPERMATOGENESIS,0.058241514462690484,-0.012462628625101944,0.04959148767959355,0.10793565466291047,-0.024009600514316852,0.03806097323392667
HALLMARK_TGF_BETA_SIGNALING,-0.12118785174629267,-0.016806633856104678,0.008406603155503034,0.09764920554814285,0.08729401777158008,0.03321810110053611
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.041462817964091264,-0.04679998495619052,-0.040271629928699294,-0.0174795386234371,-0.00904309766645734,-0.012941842692043345
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.013798649822747774,0.008564574938259741,0.033932401894945806,0.09859011262008184,-0.01850089846835418,0.017464817110985197
HALLMARK_UV_RESPONSE_DN,0.03891111103482766,0.03515751743506698,0.01913350598090699,0.03180769859859539,0.011544848860334809,0.029296128544373825
HALLMARK_UV_RESPONSE_UP,0.0292205872646864,0.023999757573129003,0.05253433287841052,0.07491573385824458,-0.007934113624856576,0.03397464806994264
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.05792868431407047,0.01739646949547769,-0.0007840973789008873,0.05840177823161274,0.007159722597659844,0.08069999094689735
HALLMARK_XENOBIOTIC_METABOLISM,0.05453612968504063,0.030334694126567863,-0.0038124295982539416,0.0723655803615778,0.000340771157834283,0.0814686347101598
